小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
美域盛景,2021.12.16 成交,126.0,14414.0,132.0,169,4,48,26,2671,2室2厅1厨1卫,中楼层 (共14层),87.07㎡,平层,暂无数据,板楼,南,2008,简装,钢混结构,集中供暖,一梯三户,有,商品房,2021-07-01,普通住宅,暂无数据,非共有,"121.61031,39.006234",甘井子,泉水美域盛景,大连
三水湾,2021.11.26 成交,189.0,31996.0,195.0,14,2,2,2,223,1室1厅1厨1卫,低楼层 (共11层),59.07㎡,平层,暂无数据,板楼,东南,未知,毛坯,钢混结构,暂无数据,一梯四户,有,商品房,2021-11-12,普通住宅,暂无数据,非共有,"121.554447,29.907402",江北区,甬江,宁波
唐岛湾A小区,2021.05.10 成交,122.0,16057.0,122.0,190,9,44,59,8973,2室1厅1厨1卫,高楼层 (共5层),75.98㎡,平层,75.98㎡,板楼,南,1999,简装,混合结构,集中供暖,一梯两户,无,商品房,2020-11-02,普通住宅,满两年,非共有,"120.190749,35.955932",黄岛,唐岛湾,青岛
辽大二部家属楼,2021.08.05 成交,220.0,46969.0,223.0,109,3,2,1,685,2室1厅1厨1卫,中楼层 (共7层),46.84㎡,平层,暂无数据,板楼,南,1998,其他,钢混结构,集中供暖,一梯四户,无,商品房,2021-04-19,普通住宅,暂无数据,共有,"123.43078114491,41.838880944802",皇姑,北陵,沈阳
吉宝季景铭郡,2021.10.06 成交,148.0,16858.0,148.0,424,8,13,4,2044,2室2厅1厨1卫,高楼层 (共25层),87.5㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-08-08,普通住宅,暂无数据,非共有,"117.75841325091,39.125544739265",滨海新区,中新生态城,天津
星海公园,2021.04.17 成交,91.0,12803.0,90.5,220,6,18,45,7617,2室1厅1厨1卫,高楼层 (共5层),71.08㎡,平层,暂无数据,板楼,南 北,1993,精装,混合结构,集中供暖,一梯两户,无,商品房,2020-09-10,普通住宅,满五年,非共有,"121.570083,38.885192",沙河口,孙家沟,大连
桑田路782弄,2021.01.10 成交,193.0,26721.0,198.0,153,2,6,5,1720,3室2厅1厨1卫,高楼层 (共4层),72.23㎡,平层,暂无数据,暂无数据,南,1996,精装,未知结构,暂无数据,一梯一户,无,商品房,2020-08-10,普通住宅,满两年,共有,"121.59135361071,29.864123986883",鄞州区,东柳,宁波
万科樱花园,2021.02.05 成交,109.0,13631.0,109.0,70,3,12,11,2732,2室1厅1厨1卫,中楼层 (共33层),79.6㎡,平层,暂无数据,板楼,南 北,2017,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-11-28,普通住宅,暂无数据,非共有,"121.409128,38.848908",旅顺口,龙王塘,大连
顺河路小区,2021.09.23 成交,102.0,15671.0,105.0,136,18,30,23,1678,2室1厅1厨1卫,中楼层 (共5层),65.09㎡,平层,暂无数据,板楼,南,1997,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-05-11,普通住宅,满五年,非共有,"120.42580104267,36.175511775069",李沧,李村公园,青岛
万科城三期,2021.11.26 成交,82.0,9963.0,85.0,81,3,1,0,583,2室1厅1厨1卫,高楼层 (共35层),81.81㎡,平层,暂无数据,板楼,南 北,未知,其他,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2021-09-07,普通住宅,暂无数据,非共有,"125.397134,43.806119",净月区,净月区,长春
达利广场,2021.12.27 成交,70.0,15205.0,69.5,238,10,16,15,1075,1室1厅1厨1卫,中楼层 (共24层),45.71㎡,平层,暂无数据,塔楼,北,2007,精装,钢混结构,集中供暖,三梯十户,有,商品房,2021-05-04,普通住宅,满五年,非共有,"120.182499,35.977176",黄岛,香江路,青岛
中体奥林匹克新城,2021.10.05 成交,36.0,6125.0,40.0,12,2,5,0,110,1室1厅1厨1卫,低楼层 (共11层),58.78㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-09-24,普通住宅,暂无数据,非共有,"123.54246693872,41.861510574371",大东,陶瓷城,沈阳
石油六闾,2021.06.24 成交,82.0,13859.0,84.0,123,4,15,1,924,2室1厅1厨1卫,低楼层 (共7层),58.81㎡,平层,暂无数据,板楼,南,1994,精装,砖混结构,集中供暖,一梯三户,无,商品房,2021-02-22,普通住宅,满两年,非共有,"121.644812,38.986587",甘井子,甘井子,大连
心海假日,2021.06.24 成交,79.0,12404.0,80.0,425,6,16,13,4236,1室1厅1厨1卫,低楼层 (共18层),63.29㎡,平层,暂无数据,板楼,南,2006,简装,钢混结构,集中供暖,两梯四户,有,商品房,2020-04-26,普通住宅,满五年,非共有,"114.6051643098,38.045506500754",开发区,天山海世界,石家庄
蓝天园,2021.01.23 成交,504.0,86867.0,518.0,108,2,9,4,1604,2室1厅1厨1卫,中楼层 (共6层),58.02㎡,平层,暂无数据,板楼,南 北,1998,其他,砖混结构,暂无数据,一梯两户,无,商品房,2020-10-08,普通住宅,暂无数据,非共有,"118.753861,32.059089",鼓楼,龙江,南京
金地自在城,2022.03.15 成交,114.0,12980.0,116.0,5,0,1,2,232,2室1厅1厨1卫,高楼层 (共34层),87.83㎡,平层,暂无数据,板楼,南 北,2019,毛坯,框架结构,集中供暖,一梯一户,有,商品房,2022-03-10,普通住宅,暂无数据,非共有,"121.65982148894,39.045483601344",甘井子,前关,大连
八一路小区,2022.01.11 成交,95.0,10657.0,96.0,74,1,2,2,406,2室1厅1厨1卫,中楼层 (共5层),89.15㎡,平层,89.15㎡,板楼,南 北,未知,其他,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-10-30,普通住宅,暂无数据,共有,"121.728302,39.121788",金州,古城汇金,大连
绿园百合花园,2022.01.30 成交,91.0,9311.0,95.0,51,2,6,30,4536,2室2厅1厨1卫,高楼层 (共27层),97.74㎡,平层,72.8㎡,板楼,南 北,2013,精装,钢混结构,集中供暖,一梯三户,暂无数据,商品房,2021-12-11,普通住宅,暂无数据,非共有,"114.553173,37.995342",裕华,南焦,石家庄
凤玉里,2021.09.09 成交,147.0,58895.0,154.0,84,8,13,11,1148,1室1厅1厨1卫,中楼层 (共7层),24.96㎡,平层,暂无数据,板楼,东北,未知,毛坯,混合结构,集中供暖,一梯六户,无,商品房,2021-06-18,普通住宅,满五年,非共有,"117.171658,39.138688",南开,广开街,天津
君悦湖滨,2021.02.04 成交,380.0,48120.0,385.0,45,0,27,11,2194,2室1厅1厨1卫,低楼层 (共10层),78.97㎡,平层,暂无数据,板塔结合,南,2009,其他,钢混结构,暂无数据,一梯两户,有,商品房,2020-12-21,普通住宅,暂无数据,非共有,"118.797329,31.990773",雨花台,宁南,南京
宏安大厦,2021.09.07 成交,366.0,31204.0,389.0,53,1,2,0,333,3室1厅1厨2卫,低楼层 (共33层),117.23㎡,平层,暂无数据,板楼,西南,2002,其他,钢混结构,暂无数据,两梯八户,有,房改房,2021-07-16,普通住宅,暂无数据,非共有,"118.780973,32.024172",秦淮,来凤里,南京
欧亚园林·学府世家,2021.04.13 成交,178.0,22001.0,179.5,226,7,85,39,7816,2室2厅1厨1卫,中楼层 (共6层),80.68㎡,平层,暂无数据,板楼,南 北,2001,精装,混合结构,集中供暖,一梯一户,无,商品房,2020-08-31,普通住宅,满五年,非共有,"121.532469,38.859682",高新园区,华录,大连
石家庄市粮食局宿舍,2021.07.04 成交,151.0,14378.0,151.0,26,9,43,16,2934,2室2厅1厨1卫,低楼层 (共7层),104.68㎡,平层,暂无数据,板楼,南 北,1999,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-06-09,普通住宅,满五年,非共有,"114.48486,38.033108",桥西,南长,石家庄
盛泰嘉园,2022.02.26 成交,140.0,20766.0,142.0,42,2,6,2,747,2室1厅1厨1卫,中楼层 (共6层),67.42㎡,平层,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯三户,无,商品房,2022-01-16,普通住宅,满五年,非共有,"117.188614,39.188357",河北,新开河,天津
静安里(河西区),2022.03.12 成交,163.0,37907.0,167.0,249,13,28,30,6461,1室1厅1厨1卫,高楼层 (共7层),43㎡,平层,31.33㎡,板楼,南 北,未知,简装,混合结构,集中供暖,一梯三户,无,公产房,2021-07-07,普通住宅,暂无数据,非共有,"117.208451,39.108648",河西,桃园街,天津
亿达普罗旺斯,2021.03.28 成交,253.0,26548.0,255.0,83,2,31,20,4698,2室1厅1厨1卫,高楼层 (共11层),95.3㎡,平层,暂无数据,板楼,南,2012,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-01-05,普通住宅,满两年,非共有,"121.484262,38.852168",高新园区,普罗旺斯,大连
四明春晓,2021.07.17 成交,533.0,40212.0,536.0,13,2,2,0,395,3室2厅1厨2卫,高楼层 (共18层),132.5㎡,平层,暂无数据,塔楼,南,2007,精装,钢混结构,暂无数据,两梯两户,有,商品房,2021-07-04,普通住宅,满五年,共有,"121.575928,29.83432",鄞州区,中河,宁波
滨河花园南区,2021.06.15 成交,61.0,5567.0,61.0,52,6,5,2,1141,3室2厅1厨1卫,高楼层 (共6层),109.59㎡,平层,暂无数据,板楼,南 北,2010,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-04-24,普通住宅,满两年,非共有,"114.68601188302,38.362302897123",新乐,新乐市,石家庄
金馨园二区,2021.06.20 成交,71.0,8794.0,72.5,7,1,3,0,324,2室1厅1厨1卫,中楼层 (共6层),80.51㎡,平层,暂无数据,板塔结合,南 北,未知,精装,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-06-14,普通住宅,满两年,非共有,"122.02573624494,39.105483033739",金州,金石滩,大连
昂展公园里,2021.05.07 成交,235.0,14157.0,235.0,2,1,1,0,229,4室3厅1厨3卫,低楼层 (共6层),166㎡,暂无数据,暂无数据,板楼,南 北,2014,其他,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2021-05-06,普通住宅,暂无数据,非共有,"125.23197594658,43.79075740056",高新区,硅谷街南,长春
西里路55号院,2021.05.28 成交,58.0,9943.0,59.8,261,10,38,40,9172,2室1厅1厨1卫,中楼层 (共7层),57.83㎡,平层,暂无数据,暂无数据,南,1988,简装,混合结构,暂无数据,一梯一户,暂无数据,商品房,2020-09-09,普通住宅,满五年,非共有,"113.67754015727,34.766006173853",金水,人民路,郑州
新铁小区,2021.03.26 成交,35.0,6560.0,35.0,35,2,2,0,368,2室1厅1厨1卫,中楼层 (共7层),52.29㎡,平层,暂无数据,板楼,南,1999,简装,钢混结构,集中供暖,一梯三户,暂无数据,商品房,2021-02-20,普通住宅,暂无数据,共有,"123.470117,41.843103",皇姑,长客,沈阳
绿都城,2021.04.13 成交,144.0,16130.0,148.0,747,7,21,24,2729,6室3厅1厨2卫,高楼层 (共6层),88.97㎡,复式,暂无数据,板楼,南,2007,简装,混合结构,集中供暖,十五梯两户,有,商品房,2019-03-28,普通住宅,满五年,非共有,"113.587929,34.750445",中原,常西湖,郑州
乾园燕熙台,2021.02.24 成交,105.0,11852.0,105.0,218,6,25,19,2948,2室2厅1厨1卫,高楼层 (共28层),88.6㎡,平层,暂无数据,塔楼,南,2015,精装,钢混结构,自供暖,两梯四户,有,商品房,2020-07-22,普通住宅,暂无数据,非共有,"114.478666,38.11442",新华,赵陵铺,石家庄
柠檬小镇,2021.03.09 成交,68.0,9445.0,69.0,6,0,3,1,531,2室1厅1厨1卫,中楼层 (共12层),72㎡,平层,暂无数据,板楼,南,2012,简装,钢混结构,集中供暖,一梯四户,有,商品房,2021-03-04,普通住宅,暂无数据,非共有,"114.46849,37.962014",鹿泉,鹿泉市,石家庄
高科荣域,2021.03.30 成交,530.0,39850.0,550.0,110,0,3,4,1034,3室2厅1厨2卫,高楼层 (共11层),133㎡,暂无数据,暂无数据,板楼,南,2013,其他,钢混结构,暂无数据,一梯两户,有,商品房,2020-12-10,普通住宅,暂无数据,非共有,"118.93578265441,32.129131708979",栖霞,仙林,南京
怡和嘉园南区,2021.05.05 成交,115.0,13633.0,118.0,195,2,8,8,3537,2室1厅1厨1卫,低楼层 (共20层),84.36㎡,平层,68.04㎡,板楼,南,2011,简装,钢混结构,集中供暖,两梯四户,有,商品房,2020-10-23,普通住宅,满五年,非共有,"120.23129653418,35.972676169051",黄岛,薛家岛,青岛
苏建豪庭,2021.07.06 成交,468.0,46145.0,473.0,65,5,38,42,5969,3室1厅1厨1卫,中楼层 (共6层),101.42㎡,平层,暂无数据,板楼,南 北,2005,简装,钢混结构,暂无数据,一梯两户,无,商品房,2021-05-03,普通住宅,暂无数据,共有,"118.751954,32.023855",建邺,应天西路,南京
兴盛里(大港区),2022.03.01 成交,80.0,11648.0,82.0,149,3,4,1,36,2室1厅1厨1卫,低楼层 (共6层),68㎡,平层,暂无数据,板塔结合,南 北,未知,其他,混合结构,集中供暖,一梯三户,无,商品房,2021-10-04,普通住宅,暂无数据,非共有,"117.477016,38.849573",滨海新区,大港,天津
莱蒙水榭阳光,2021.06.22 成交,276.0,31489.0,288.0,16,2,5,12,1390,3室2厅1厨1卫,低楼层 (共27层),87.65㎡,平层,暂无数据,板塔结合,南,2016,精装,钢混结构,暂无数据,两梯四户,有,商品房,2021-06-06,普通住宅,满两年,非共有,"118.759665,31.9531",雨花台,铁心桥,南京
阳光100国际新城D组团,2021.12.08 成交,87.0,6899.0,89.0,191,1,6,11,2090,3室1厅1厨2卫,高楼层 (共33层),126.12㎡,复式,暂无数据,板塔结合,东南,2012,毛坯,钢混结构,集中供暖,三梯七户,有,商品房,2021-06-01,普通住宅,暂无数据,非共有,"123.370458,41.759145",于洪,于洪新城,沈阳
SR国际新城,2021.07.14 成交,55.0,6126.0,57.0,646,13,50,261,28749,2室1厅1厨1卫,高楼层 (共25层),89.79㎡,平层,暂无数据,板塔结合,西北,2010,毛坯,钢混结构,集中供暖,三梯十四户,有,商品房,2019-10-08,普通住宅,暂无数据,非共有,"123.45908744974,41.738131477795",浑南,奥体,沈阳
幸福楼（塘沽）,2021.11.02 成交,57.0,10931.0,60.0,154,3,5,4,333,2室1厅1厨1卫,高楼层 (共4层),52.15㎡,平层,暂无数据,板楼,南,未知,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-06-02,普通住宅,暂无数据,非共有,"117.641194,39.043915",塘沽,新河街,天津
安定街,2021.11.04 成交,33.0,6912.0,34.0,88,2,6,6,1479,2室1厅1厨1卫,中楼层 (共8层),47.02㎡,平层,暂无数据,板塔结合,东 西,1996,简装,钢混结构,暂无数据,一梯三户,无,商品房,2021-08-08,普通住宅,暂无数据,非共有,"126.61502457418,45.766781495483",道里,安字片,哈尔滨
千山路,2022.02.15 成交,49.0,12708.0,52.8,2,0,2,2,131,1室1厅1厨1卫,低楼层 (共6层),38.56㎡,暂无数据,暂无数据,板楼,南,1989,简装,砖混结构,集中供暖,一梯三户,无,商品房,2022-02-13,普通住宅,满五年,非共有,"121.586667,38.985415",甘井子,山东路,大连
幸福小区(沙河口),2021.12.18 成交,120.0,13368.0,129.0,85,4,18,41,2830,3室2厅1厨1卫,中楼层 (共6层),89.77㎡,平层,暂无数据,板楼,南 北,1998,简装,砖混结构,集中供暖,一梯两户,无,商品房,2021-09-25,普通住宅,暂无数据,共有,"121.574705,38.923931",沙河口,辽师,大连
弘阳时代中心二期,2021.08.10 成交,52.0,15059.0,55.0,134,8,29,7,1936,1室0厅1厨1卫,高楼层 (共20层),34㎡,平层,暂无数据,板塔结合,东,未知,毛坯,钢混结构,暂无数据,四梯二十八户,有,商品房,2021-03-30,普通住宅,暂无数据,非共有,"118.72697504898,32.145072205736",浦口,桥北,南京
仁恒滨河湾,2021.12.30 成交,146.0,16365.0,150.0,424,16,28,28,3985,2室1厅1厨0卫,低楼层 (共30层),89.22㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,集中供暖,三梯六户,有,商品房,2020-11-02,普通住宅,满两年,非共有,"117.39966,39.013685",海河教育园区,咸水沽,天津
正商东方港湾,2021.05.22 成交,190.0,22096.0,192.0,529,4,9,11,4547,2室2厅1厨1卫,中楼层 (共26层),85.99㎡,平层,64.35㎡,板楼,南 北,2011,简装,钢混结构,集中供暖,两梯五户,有,商品房,2019-12-11,普通住宅,满五年,非共有,"113.770315,34.753903",郑东新区,郑州东站,郑州
金地藝墅家,2022.01.03 成交,172.0,17837.0,172.0,1,0,1,0,3,3室1厅1厨1卫,高楼层 (共7层),96.43㎡,平层,暂无数据,板楼,南,未知,其他,钢混结构,集中供暖,一梯两户,有,商品房,2022-01-03,普通住宅,暂无数据,非共有,"117.123639,39.057753",西青,精武镇,天津
华润橡树湾三期,2021.03.26 成交,84.0,12099.0,86.0,307,4,29,9,3057,2室1厅1厨1卫,低楼层 (共25层),69.35㎡,平层,暂无数据,板楼,南,2015,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-05-24,普通住宅,满五年,非共有,"123.365742,41.860339",于洪,丁香湖,沈阳
自由港,2021.05.21 成交,35.0,6996.0,37.5,4,1,2,2,162,1室1厅1厨1卫,高楼层 (共22层),50.03㎡,复式,暂无数据,板楼,南,2006,其他,钢混结构,集中供暖,四梯十二户,有,商品房,2021-05-18,普通住宅,暂无数据,非共有,"121.801189,39.049551",开发区,东山,大连
天伦庄园三期,2021.04.30 成交,340.0,20639.0,340.0,13,0,4,1,456,3室2厅1厨3卫,中楼层 (共4层),164.74㎡,暂无数据,144.6㎡,板塔结合,南,2016,毛坯,钢混结构,集中供暖,一梯两户,有,商品房,2021-04-17,普通住宅,暂无数据,非共有,"113.624144,34.870972",惠济,北大学城,郑州
藏龙福地,2021.06.19 成交,139.0,14857.0,145.0,114,2,47,65,10719,3室2厅1厨1卫,高楼层 (共33层),93.56㎡,平层,暂无数据,板楼,南,2017,简装,钢混结构,集中供暖,两梯三户,有,商品房,2021-02-25,普通住宅,满两年,非共有,"114.570896,38.02434",裕华,大马村,石家庄
融创融园,2022.02.10 成交,206.0,21176.0,210.0,39,1,3,18,2755,3室2厅1厨1卫,中楼层 (共20层),97.28㎡,平层,暂无数据,板塔结合,南,未知,精装,钢混结构,集中供暖,两梯四户,有,商品房,2022-01-03,普通住宅,暂无数据,非共有,"117.297832,39.126242",东丽,万新街,天津
振宜里,2021.12.18 成交,60.0,15018.0,61.6,79,22,34,29,2681,1室1厅1厨1卫,高楼层 (共6层),39.62㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-10-01,普通住宅,暂无数据,非共有,"117.214445,39.197229",河北,铁东路,天津
碧华园,2021.12.16 成交,109.0,11140.0,110.0,586,13,33,16,2318,2室2厅1厨1卫,低楼层 (共6层),97.4㎡,平层,97.4㎡,板楼,南 北,2004,简装,混合结构,集中供暖,一梯两户,无,商品房,2020-05-10,普通住宅,满五年,非共有,"114.482711,38.100271",新华,赵陵铺,石家庄
东方星海,2022.02.28 成交,122.0,14218.0,126.0,361,7,21,84,7235,2室1厅1厨1卫,低楼层 (共30层),85.81㎡,平层,暂无数据,塔楼,东北,2009,精装,钢混结构,集中供暖,四梯十六户,有,商品房,2021-03-05,普通住宅,满五年,非共有,"121.589818,38.890003",沙河口,星海广场,大连
金地新里程,2021.03.01 成交,53.0,8008.0,54.5,36,0,15,10,1768,2室1厅1厨1卫,高楼层 (共24层),65.94㎡,平层,暂无数据,板楼,南,2007,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-01-25,普通住宅,满两年,共有,"121.743866,39.072779",金州,城润,大连
乾宏领秀,2021.08.14 成交,106.0,14664.0,108.0,144,26,15,16,1945,4室1厅1厨2卫,中楼层 (共14层),72.15㎡,复式,55.34㎡,板楼,南,2012,精装,钢混结构,集中供暖,四梯三十七户,有,商品房,2021-03-23,普通住宅,满五年,非共有,"113.610198,34.724844",中原区,帝湖,郑州
南湾营宁康苑,2021.04.11 成交,171.0,19961.0,175.0,12,0,26,3,1857,3室1厅1厨1卫,高楼层 (共11层),85.67㎡,平层,70.67㎡,板塔结合,南,2007,简装,钢混结构,暂无数据,一梯四户,有,商品房,2021-03-31,普通住宅,满两年,非共有,"118.9119453419,32.047849799921",栖霞,马群,南京
运达诺维溪谷三期,2021.04.18 成交,132.0,15383.0,135.5,227,15,54,13,3207,2室1厅1厨1卫,中楼层 (共5层),85.81㎡,平层,72.95㎡,板楼,南 北,2012,精装,钢混结构,集中供暖,一梯两户,无,商品房,2020-09-04,普通住宅,满两年,非共有,"121.483567,38.992407",甘井子,生态新城,大连
庆丰街34号院,2021.04.14 成交,75.0,8603.0,80.0,819,11,3,3,2086,2室2厅1厨1卫,高楼层 (共7层),86.95㎡,平层,暂无数据,板楼,东南,1997,简装,混合结构,自供暖,一梯两户,无,商品房,2019-01-16,普通住宅,满五年,非共有,"113.658363,34.733806",二七,古玩城,郑州
银盛泰书香嘉苑,2021.05.31 成交,118.0,13353.0,123.0,86,5,13,5,2007,2室1厅1厨1卫,中楼层 (共24层),88.37㎡,平层,暂无数据,板楼,南 北,2018,精装,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-03-07,普通住宅,满两年,非共有,"120.451536,36.333362",城阳,城阳立交,青岛
龙华路,2021.02.27 成交,175.0,63892.0,175.0,258,13,21,8,3474,1室0厅0厨0卫,低楼层 (共1层),27.39㎡,平层,暂无数据,板楼,南,1949,简装,砖混结构,集中供暖,一梯二十一户,无,商品房,2020-06-15,普通住宅,满两年,非共有,"120.336692,36.070283",市南,大学路,青岛
