小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
万科翡翠公园,2021.05.23 成交,249.0,22845.0,255.0,80,2,5,3,1166,3室2厅1厨2卫,高楼层 (共5层),109㎡,跃层,暂无数据,板楼,南 北,2018,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-05,普通住宅,满两年,非共有,"121.49345,38.984956",甘井子,生态新城,大连
新兴巷,2021.03.25 成交,62.0,13818.0,65.0,7,0,1,4,426,2室1厅1厨1卫,低楼层 (共6层),44.87㎡,平层,暂无数据,板楼,南,1995,精装,混合结构,集中供暖,一梯六户,无,商品房,2021-03-18,普通住宅,满五年,非共有,"121.653263,38.910821",中山,武昌街,大连
万棵树,2021.02.06 成交,186.0,22823.0,189.0,299,3,120,52,6126,2室2厅1厨1卫,高楼层 (共10层),81.5㎡,平层,暂无数据,板楼,南 北,2010,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-04-14,普通住宅,满两年,共有,"121.574973,38.931238",沙河口,辽师,大连
永欣新寓海棠苑,2021.09.23 成交,113.0,10923.0,116.0,81,2,17,4,918,3室1厅1厨1卫,中楼层 (共11层),103㎡,平层,暂无数据,板塔结合,南,未知,简装,钢混结构,暂无数据,一梯两户,有,动迁安置房,2021-07-05,普通住宅,暂无数据,共有,"118.867947,31.767136",江宁,禄口,南京
三宏公寓,2021.07.27 成交,142.0,10613.0,147.0,767,10,31,26,5478,3室2厅1厨2卫,中楼层 (共17层),133.52㎡,平层,暂无数据,板楼,南 北,2002,简装,钢混结构,集中供暖,两梯四户,有,商品房,2019-06-21,普通住宅,满两年,非共有,"114.46957809836,38.007343714543",桥西,西南高校区,石家庄
万达紫金明珠,2021.09.26 成交,80.0,21616.0,82.0,158,4,71,46,5355,1室1厅1厨1卫,低楼层 (共10层),37.01㎡,平层,27.53㎡,板塔结合,南 北,2006,简装,钢混结构,暂无数据,两梯三十四户,有,商品房,2021-04-22,普通住宅,满五年,非共有,"118.86612779808,32.021330008158",秦淮,月牙湖,南京
水木天成临湾园,2022.01.05 成交,105.0,19846.0,105.0,244,10,75,24,4906,1室1厅1厨1卫,高楼层 (共9层),52.91㎡,平层,暂无数据,板楼,南,未知,简装,钢混结构,集中供暖,一梯三户,有,商品房,2021-05-07,普通住宅,满五年,非共有,"117.142762,39.168454",红桥,西沽街,天津
雅清苑,2021.04.29 成交,194.0,15861.0,206.0,220,6,37,19,7276,3室2厅1厨2卫,高楼层 (共6层),122㎡,平层,暂无数据,板楼,南 北,2007,毛坯,钢混结构,集中供暖,一梯两户,无,商品房,2020-09-22,普通住宅,暂无数据,非共有,"114.57562063619,38.011137013124",裕华,位同,石家庄
中铁人杰水岸一期,2021.03.08 成交,90.0,9195.0,92.0,272,11,92,58,9319,3室2厅1厨1卫,中楼层 (共6层),97.88㎡,平层,85.35㎡,板楼,南 西 北,2012,精装,钢混结构,集中供暖,一梯两户,无,商品房,2020-06-10,普通住宅,暂无数据,非共有,"123.406113,41.948304",沈北新区,道义,沈阳
伯爵源筑,2022.02.20 成交,135.0,11460.0,138.0,57,3,2,2,780,3室2厅1厨2卫,中楼层 (共30层),117.81㎡,平层,暂无数据,板楼,南 北,2016,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-12-25,普通住宅,暂无数据,共有,"123.450549,41.724097",浑南,二十一世纪,沈阳
环保宿舍,2021.04.24 成交,63.0,6225.0,65.0,8,1,2,3,679,2室1厅1厨1卫,中楼层 (共7层),101.21㎡,平层,暂无数据,板塔结合,南 北,1999,精装,混合结构,暂无数据,一梯三户,无,商品房,2021-04-17,普通住宅,满两年,非共有,"125.27619931122,43.877371089805",汽车产业开发区,东风,长春
桐柏北路103号院,2021.04.27 成交,38.0,7480.0,38.0,103,2,3,0,834,2室1厅1厨1卫,中楼层 (共5层),50㎡,平层,暂无数据,板楼,南 北,1985,简装,砖混结构,自供暖,一梯三户,暂无数据,商品房,2021-01-15,普通住宅,暂无数据,非共有,"113.62365631083,34.779859922205",中原,五龙口,郑州
八十中周家街,2021.12.25 成交,48.0,14617.0,49.5,205,7,42,20,2629,1室1厅1厨1卫,高楼层 (共6层),32.84㎡,平层,暂无数据,板楼,南,1993,简装,混合结构,集中供暖,一梯四户,无,商品房,2021-06-03,普通住宅,暂无数据,非共有,"121.595353,38.965025",甘井子,大纺,大连
清华大溪地九号院,2021.01.14 成交,77.0,8675.0,77.0,24,1,10,7,2881,2室1厅1厨1卫,低楼层 (共18层),88.19㎡,平层,65.7㎡,板楼,南 北,2018,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-12-21,普通住宅,满两年,非共有,"113.45586238127,34.752725760313",荥阳市,荥阳,郑州
万科广源里,2021.01.18 成交,795.0,45502.0,830.0,101,1,7,4,1425,4室2厅1厨3卫,低楼层 (共11层),174.72㎡,平层,暂无数据,板楼,南 北,2018,精装,钢混结构,暂无数据,两梯两户,有,商品房,2020-10-10,普通住宅,满两年,非共有,"121.547355,29.848751",鄞州区,长丰,宁波
亚星盛世雅居,2021.02.02 成交,50.0,14323.0,51.0,147,1,12,0,863,1室0厅1厨1卫,中楼层 (共28层),34.91㎡,平层,26.34㎡,板塔结合,北,2012,简装,钢混结构,集中供暖,三梯八户,有,商品房,2020-09-09,普通住宅,满五年,非共有,"113.64032915924,34.714432524621",二七,兴华南街,郑州
市南金茂湾二期,2021.10.18 成交,469.0,33164.0,470.0,174,10,24,25,4928,3室1厅1厨2卫,高楼层 (共32层),141.42㎡,平层,暂无数据,板楼,东 东南 南 北,2009,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-04-28,普通住宅,满两年,非共有,"120.30679697296,36.068637351266",市南,西镇,青岛
河南省委家属院10号院,2021.04.19 成交,195.0,23810.0,204.0,406,4,123,93,9998,3室1厅1厨1卫,低楼层 (共6层),81.9㎡,平层,74.32㎡,板楼,南,1984,简装,混合结构,集中供暖,一梯三户,无,商品房,2020-03-10,普通住宅,满五年,非共有,"113.68319159428,34.775678371567",金水,花园路,郑州
七绣路,2021.06.24 成交,89.0,14170.0,94.0,10,0,3,1,195,2室1厅1厨1卫,低楼层 (共6层),62.67㎡,平层,暂无数据,板楼,南,1993,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-06-15,普通住宅,暂无数据,非共有,"121.583517,38.989164",甘井子,山东路,大连
中海国际社区一期,2021.05.08 成交,279.0,28823.0,284.0,125,5,12,13,2574,3室2厅1厨1卫,低楼层 (共32层),96.8㎡,平层,暂无数据,板塔结合,南,2015,精装,钢混结构,暂无数据,一梯两户,有,商品房,2021-01-04,普通住宅,暂无数据,非共有,"118.918258,32.034484",江宁,麒麟科创园,南京
34中一二九街,2021.04.28 成交,158.0,27078.0,159.0,93,5,5,5,1804,2室1厅1厨1卫,高楼层 (共6层),58.35㎡,平层,58.35㎡,板楼,东 南 西,1990,其他,砖混结构,集中供暖,一梯三户,无,商品房,2021-01-26,普通住宅,暂无数据,共有,"121.632081,38.916089",西岗,唐山街,大连
天润城第十二街区,2021.02.26 成交,223.0,24190.0,229.0,83,0,77,35,4906,3室2厅1厨1卫,中楼层 (共18层),92.19㎡,平层,暂无数据,板塔结合,南 北,2012,其他,钢混结构,暂无数据,两梯四户,有,商品房,2020-12-05,普通住宅,暂无数据,非共有,"118.738429,32.159483",浦口,桥北,南京
国瑞城,2021.04.26 成交,147.0,10681.0,149.0,153,6,25,6,2183,3室2厅1厨2卫,高楼层 (共30层),137.63㎡,平层,暂无数据,板楼,南 北,2015,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-11-25,普通住宅,暂无数据,共有,"123.51394481752,41.841394224206",大东,东北大马路,沈阳
威尼斯水城第十六街区,2021.07.06 成交,164.0,19225.0,165.0,285,4,16,5,964,2室2厅1厨1卫,低楼层 (共33层),85.1㎡,平层,暂无数据,板楼,南,2014,其他,钢混结构,暂无数据,两梯四户,有,商品房,2020-09-25,普通住宅,暂无数据,非共有,"118.767201,32.153821",浦口,桥北,南京
艾菲国际,2021.07.07 成交,307.0,26696.0,317.0,36,3,3,4,756,3室2厅1厨2卫,中楼层 (共22层),115㎡,平层,暂无数据,板楼,东南 南 西南,2016,精装,钢混结构,暂无数据,两梯两户,有,商品房,2021-06-01,普通住宅,暂无数据,非共有,"118.709501,32.166145",浦口,高新区,南京
茉莉园,2021.09.20 成交,126.0,18530.0,128.5,243,8,22,7,1227,2室1厅1厨1卫,中楼层 (共18层),68㎡,平层,暂无数据,板楼,南,未知,毛坯,钢混结构,暂无数据,两梯四户,有,动迁安置房,2021-01-21,普通住宅,暂无数据,非共有,"118.921607,32.047571",栖霞,马群,南京
蓝海港湾玉兰湾,2021.01.17 成交,75.0,16790.0,77.0,193,2,12,1,997,1室1厅1厨1卫,中楼层 (共33层),44.67㎡,暂无数据,暂无数据,塔楼,北,2014,简装,钢混结构,集中供暖,两梯五户,有,商品房,2020-07-09,普通住宅,暂无数据,共有,"113.689255,34.732555",管城回族区,二里岗,郑州
中海国际社区御城,2021.09.28 成交,258.0,29105.0,270.0,39,3,13,10,1293,3室1厅1厨1卫,低楼层 (共31层),88.37㎡,平层,67.07㎡,板楼,南 北,2015,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-08-21,普通住宅,满五年,非共有,"120.44125,36.157328",李沧,枣儿山,青岛
惠众家园,2022.02.14 成交,169.0,21995.0,175.0,52,0,14,0,53,2室1厅1厨1卫,低楼层 (共18层),76.61㎡,平层,暂无数据,板塔结合,南,未知,毛坯,钢混结构,集中供暖,两梯六户,有,商品房,2021-12-25,普通住宅,暂无数据,非共有,"117.274,39.052601",河西,新梅江,天津
潭桥公寓西苑,2021.03.10 成交,160.0,24409.0,162.0,9,2,13,6,1340,2室1厅1厨1卫,中楼层 (共7层),65.55㎡,暂无数据,暂无数据,板楼,南,2005,其他,砖混结构,暂无数据,一梯两户,有,商品房,2021-03-01,普通住宅,暂无数据,非共有,"118.84960840254,31.928736390111",江宁,科学园,南京
孙家沟,2022.02.13 成交,111.0,15501.0,115.0,213,3,8,23,2760,2室1厅1厨1卫,中楼层 (共7层),71.29㎡,平层,暂无数据,板楼,南 北,1996,精装,钢混结构,集中供暖,一梯三户,无,商品房,2021-07-16,普通住宅,满两年,非共有,"121.56654,38.892735",沙河口,孙家沟,大连
中瀛臻堡,2021.04.05 成交,95.0,11272.0,96.0,328,1,46,10,3229,2室2厅1厨1卫,高楼层 (共9层),84.28㎡,平层,暂无数据,板楼,南 北,2010,简装,钢混结构,集中供暖,一梯两户,有,商品房,2020-05-12,普通住宅,满五年,共有,"121.406917,38.830365",旅顺口,龙王塘,大连
新苑南区,2021.04.07 成交,67.0,10037.0,71.0,865,8,17,32,2061,2室1厅1厨1卫,高楼层 (共6层),66.06㎡,平层,暂无数据,板楼,南 北,1999,简装,混合结构,集中供暖,一梯三户,无,商品房,2018-11-25,普通住宅,暂无数据,非共有,"114.48139824201,38.097932450687",新华,赵陵铺,石家庄
东方鼎盛时代三期,2021.06.30 成交,223.0,28275.0,223.0,66,1,6,4,974,2室2厅1厨1卫,低楼层 (共18层),78.87㎡,平层,60.36㎡,板塔结合,北 南,2012,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-04-25,普通住宅,满两年,非共有,"113.766318,34.758963",郑东新区,郑州东站,郑州
裕东小区,2021.08.19 成交,85.0,14115.0,90.0,14,3,4,6,564,2室1厅1厨1卫,低楼层 (共6层),60.22㎡,平层,暂无数据,板楼,南 北,1985,精装,砖混结构,集中供暖,一梯三户,无,商品房,2021-08-06,普通住宅,满五年,共有,"114.563336,38.040508",裕华,裕东,石家庄
华通和平海岸芭萨香谷,2021.07.02 成交,44.0,5302.0,44.0,119,3,8,6,1387,2室1厅1厨1卫,低楼层 (共18层),83㎡,平层,暂无数据,塔楼,南 北,2011,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-06,普通住宅,满两年,非共有,"121.15165571143,38.780553385052",旅顺口,旅顺开发区,大连
聚豪广场,2021.01.29 成交,119.0,13827.0,124.0,597,6,19,25,4169,3室1厅1厨1卫,低楼层 (共28层),85.49㎡,平层,60.5㎡,塔楼,东南,1999,简装,钢混结构,集中供暖,三梯十二户,有,商品房,2019-06-13,普通住宅,暂无数据,非共有,"120.34048801871,36.08841485478",市北,信息城,青岛
鑫江水青花都二期,2021.08.10 成交,123.0,15041.0,128.0,33,0,4,2,731,2室2厅1厨1卫,低楼层 (共24层),81.78㎡,平层,61.52㎡,板楼,南 北,2017,简装,钢混结构,集中供暖,两梯两户,有,商品房,2021-07-09,普通住宅,满两年,非共有,"120.440507,36.221885",城阳,夏庄,青岛
郁江南里津百楼,2021.12.19 成交,40.0,22142.0,40.0,1,0,1,0,暂无数据,1室0厅0厨0卫,高楼层 (共6层),17.84㎡,暂无数据,暂无数据,板塔结合,南,未知,其他,砖混结构,集中供暖,一梯四户,无,商品房,2021-12-19,普通住宅,暂无数据,非共有,"117.236092,39.080384",河西,梅江,天津
科技花园,2021.06.01 成交,128.0,12313.0,130.0,322,14,10,23,4336,2室2厅1厨1卫,中楼层 (共7层),103.8㎡,平层,暂无数据,板楼,南,1996,其他,混合结构,暂无数据,一梯三户,有,商品房,2020-07-15,普通住宅,暂无数据,非共有,"125.326524,43.86513",朝阳区,桂林路,长春
晶华城西区,2021.03.01 成交,77.0,15194.0,78.3,23,1,11,3,847,2室1厅1厨1卫,低楼层 (共12层),50.68㎡,复式,暂无数据,塔楼,西北,2010,简装,钢混结构,集中供暖,两梯七户,有,商品房,2021-02-07,普通住宅,暂无数据,非共有,"113.610791,34.785435",中原,五龙口,郑州
东郊小镇第五街区,2021.06.28 成交,124.0,17853.0,126.8,177,4,77,105,9598,2室1厅1厨1卫,低楼层 (共15层),69.46㎡,平层,暂无数据,板楼,南,2013,精装,钢混结构,暂无数据,两梯十四户,有,商品房,2021-01-02,普通住宅,暂无数据,非共有,"118.957251,32.068782",江宁,麒麟镇,南京
铜坊苑小区,2021.03.20 成交,121.0,30471.0,129.0,52,1,7,10,1187,1室1厅1厨1卫,中楼层 (共8层),39.71㎡,平层,暂无数据,板楼,东南,1995,其他,砖混结构,暂无数据,一梯三户,无,商品房,2021-01-28,普通住宅,暂无数据,非共有,"118.78269635113,32.029633388589",秦淮,来凤里,南京
长飞小区,2022.02.15 成交,228.0,13256.0,230.0,44,1,3,8,763,4室2厅1厨2卫,中楼层 (共8层),172㎡,平层,暂无数据,板楼,南 北,2011,精装,砖混结构,暂无数据,一梯两户,有,商品房,2022-01-02,普通住宅,暂无数据,非共有,"125.328248,43.847144",朝阳区,南湖,长春
东方万汇尊邸,2021.02.22 成交,46.0,14987.0,45.0,5,1,2,1,265,1室1厅1厨1卫,低楼层 (共32层),30.36㎡,暂无数据,暂无数据,板楼,北,2017,其他,钢混结构,暂无数据,两梯十户,有,商品房,2021-02-18,酒店式公寓,暂无数据,非共有,"118.663023,32.070206",浦口,江浦街道,南京
华兴尚园,2021.05.15 成交,205.0,22913.0,210.0,6,0,5,6,719,2室1厅1厨1卫,中楼层 (共6层),89.47㎡,平层,77㎡,板楼,南 北,2005,精装,钢混结构,集中供暖,一梯两户,无,商品房,2021-05-09,普通住宅,满两年,非共有,"121.515724,38.884382",高新园区,凌水,大连
职工街（三八广场）,2021.12.08 成交,88.0,14427.0,93.0,76,2,22,35,3189,2室1厅1厨1卫,低楼层 (共7层),61㎡,平层,暂无数据,板楼,南 北,未知,精装,砖混结构,集中供暖,一梯四户,无,私产,2021-09-24,普通住宅,满五年,非共有,"121.661206,38.930768",中山,三八北,大连
木兰小区（七政街）,2021.08.11 成交,67.0,12874.0,69.8,109,1,21,0,508,2室1厅1厨1卫,中楼层 (共7层),51.5㎡,平层,35.56㎡,板楼,南,1983,毛坯,砖混结构,暂无数据,一梯三户,无,商品房,2021-04-25,普通住宅,暂无数据,非共有,"126.63267403089,45.739593716297",南岗,西大桥商圈,哈尔滨
恒大翡翠华庭,2022.03.13 成交,100.0,8569.0,102.9,132,6,12,64,1647,3室2厅1厨1卫,中楼层 (共22层),116.7㎡,平层,暂无数据,板楼,南 北,未知,其他,钢混结构,集中供暖,两梯五户,有,商品房,2021-11-02,普通住宅,暂无数据,非共有,"117.479577,39.207303",东丽,东丽湖,天津
文雅青年公寓,2021.07.10 成交,178.0,14719.0,178.0,1,0,2,1,65,3室2厅1厨1卫,低楼层 (共6层),120.94㎡,暂无数据,108.93㎡,板楼,南 北,2005,精装,混合结构,自供暖,一梯两户,无,商品房,2021-07-09,普通住宅,满五年,共有,"113.57649427733,34.811938728889",高新,梧桐,郑州
学伟国际城,2021.07.23 成交,62.0,8200.0,67.0,743,5,6,13,1916,2室2厅1厨2卫,高楼层 (共7层),75㎡,暂无数据,暂无数据,板塔结合,南 北,2012,精装,砖混结构,暂无数据,十梯两户,有,商品房,2019-07-12,普通住宅,暂无数据,非共有,"126.556718,45.86772",松北,哈尔滨新区,哈尔滨
三潭东里,2021.09.16 成交,65.0,25116.0,66.0,401,9,7,38,5950,1室1厅1厨1卫,中楼层 (共7层),25.88㎡,平层,25.88㎡,板楼,南,未知,精装,混合结构,集中供暖,一梯六户,无,公产房,2020-08-12,普通住宅,暂无数据,非共有,"117.160563,39.124051",南开,万兴街,天津
名门庄园,2021.06.07 成交,25.0,6883.0,30.0,195,1,2,0,1295,1室0厅1厨1卫,高楼层 (共6层),36.15㎡,暂无数据,27.01㎡,暂无数据,南,2020,简装,未知结构,暂无数据,一梯三户,暂无数据,商品房,2020-11-25,普通住宅,满五年,非共有,"121.37646481316,30.254364963634",慈溪市,慈溪其他,宁波
秀峰东园,2021.04.17 成交,68.0,16509.0,68.0,1,1,1,1,281,2室0厅1厨1卫,低楼层 (共6层),41.19㎡,暂无数据,暂无数据,板楼,西南,1990,简装,混合结构,暂无数据,十梯四户,有,商品房,2021-04-17,普通住宅,满五年,非共有,"121.669172,38.883039",中山,秀月,大连
锦绣大厦,2021.03.17 成交,124.0,8336.0,125.0,63,0,23,26,2810,3室2厅1厨1卫,高楼层 (共33层),148.65㎡,平层,暂无数据,塔楼,西南,2005,精装,钢混结构,集中供暖,三梯六户,有,商品房,2021-01-13,普通住宅,暂无数据,非共有,"121.623167,38.924367",西岗,北京公园,大连
