小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
中建七局家属院,2021.05.22 成交,179.0,16576.0,188.0,5,1,2,2,450,3室2厅1厨1卫,中楼层 (共7层),107.99㎡,平层,暂无数据,板楼,南 北,1999,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-05-18,普通住宅,满五年,共有,"113.698305,34.761452",金水,紫荆山,郑州
和平社区,2021.02.02 成交,46.0,7131.0,47.0,20,1,1,0,441,2室1厅1厨1卫,高楼层 (共6层),64.23㎡,平层,暂无数据,板楼,南 北,2000,其他,混合结构,暂无数据,一梯三户,无,商品房,2021-01-14,普通住宅,暂无数据,非共有,"125.26594996102,43.901958528508",绿园区,西安广场,长春
一洲东岸,2021.08.29 成交,157.0,14576.0,160.0,31,2,5,1,480,3室2厅1厨1卫,中楼层 (共13层),107.44㎡,平层,暂无数据,板塔结合,南,未知,简装,钢混结构,暂无数据,一梯两户,有,商品房,2021-07-30,普通住宅,暂无数据,共有,"121.91710995408,29.774253964419",北仑区,春晓,宁波
嘉惠燕京府,2021.03.16 成交,182.0,13478.0,185.0,13,0,12,1,906,3室2厅1厨2卫,中楼层 (共27层),135.04㎡,平层,暂无数据,板楼,南 北,2018,精装,砖混结构,暂无数据,一梯两户,暂无数据,商品房,2021-03-04,普通住宅,暂无数据,共有,"125.262089,43.811259",高新区,硅谷街北,长春
碧桂园银河城星座,2022.01.01 成交,89.0,9890.0,91.0,645,12,61,36,5870,2室1厅1厨1卫,中楼层 (共30层),89.49㎡,平层,68.16㎡,板楼,南 北,2012,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-03-28,普通住宅,满五年,非共有,"123.345979,41.767558",于洪,于洪新城,沈阳
金域华府,2021.09.07 成交,146.0,10514.0,150.0,276,0,11,1,2585,3室2厅1厨2卫,低楼层 (共25层),138.77㎡,平层,暂无数据,塔楼,南 北,2016,其他,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-06,普通住宅,暂无数据,共有,"114.870296,38.03235",藁城,藁城市,石家庄
长城康桥花园,2021.06.09 成交,66.0,12354.0,68.0,776,3,21,35,2998,1室0厅1厨1卫,高楼层 (共32层),53.02㎡,平层,暂无数据,板楼,北,2008,精装,钢混结构,自供暖,三梯二十二户,有,商品房,2019-04-25,普通住宅,满两年,非共有,"113.701556,34.750882",管城回族区,凤凰路,郑州
堂子街,2021.12.25 成交,185.0,32611.0,195.0,76,4,2,2,487,2室1厅1厨1卫,中楼层 (共7层),56.73㎡,平层,暂无数据,板塔结合,南 北,1997,其他,钢混结构,暂无数据,一梯一户,有,商品房,2021-10-11,普通住宅,暂无数据,非共有,"118.774877,32.045562",秦淮,朝天宫,南京
黑卓原筑,2022.01.22 成交,117.0,13449.0,115.0,71,11,7,1,794,2室2厅1厨1卫,中楼层 (共17层),87㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,集中供暖,一梯四户,有,商品房,2021-11-13,普通住宅,满两年,非共有,"120.039645,35.894566",黄岛,胶南六中,青岛
飞翔路,2021.04.10 成交,29.0,7801.0,28.5,49,1,1,0,530,1室0厅1厨1卫,中楼层 (共8层),36.15㎡,平层,暂无数据,板楼,南 北,1998,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-02-21,普通住宅,暂无数据,非共有,"123.38248489164,41.784552147962",铁西,滑翔,沈阳
百家湖西花园伦敦城,2021.06.17 成交,260.0,26902.0,268.0,14,1,6,4,896,2室2厅1厨1卫,中楼层 (共11层),96.65㎡,平层,暂无数据,板塔结合,南 北,2006,精装,钢混结构,暂无数据,一梯两户,有,商品房,2021-06-04,普通住宅,满两年,非共有,"118.812636,31.937436",江宁,百家湖,南京
郑州电器装备总厂家属院,2021.01.10 成交,55.0,8935.0,57.0,181,6,16,4,1912,2室1厅1厨1卫,高楼层 (共6层),61㎡,平层,暂无数据,板楼,南 北,1994,简装,混合结构,自供暖,一梯两户,无,商品房,2020-07-14,普通住宅,满五年,非共有,"113.614272,34.734506",中原,儿童公园,郑州
万锦红树湾,2021.03.03 成交,91.0,11682.0,93.0,227,9,76,13,3922,2室1厅1厨1卫,高楼层 (共26层),77.47㎡,平层,58.3㎡,板楼,南 北,2016,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-07-20,普通住宅,暂无数据,共有,"123.441937,41.679289",浑南,新市府,沈阳
隆盛花园,2021.11.21 成交,112.0,12088.0,116.0,49,1,15,7,1795,2室2厅1厨1卫,高楼层 (共33层),92.66㎡,平层,暂无数据,板塔结合,南 北,未知,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-10-04,普通住宅,满五年,非共有,"117.651361,39.035807",塘沽,杭州道,天津
阳光城5号院,2021.06.15 成交,193.0,16133.0,199.5,93,1,43,38,5397,3室2厅1厨2卫,低楼层 (共18层),119.43㎡,平层,96.97㎡,板塔结合,南 北,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-15,普通住宅,满五年,非共有,"113.723444,34.716646",管城回族区,管南区域,郑州
朝阳地矿花园,2021.04.07 成交,85.0,11083.0,88.0,215,3,58,9,3169,2室1厅1厨1卫,中楼层 (共17层),76.7㎡,平层,暂无数据,板楼,南 北,2016,精装,钢混结构,暂无数据,一梯三户,有,商品房,2020-09-05,普通住宅,暂无数据,非共有,"125.271253,43.857793",朝阳区,红旗,长春
郑州国棉四厂,2021.01.30 成交,50.0,9091.0,51.0,113,6,29,11,2676,2室1厅1厨1卫,中楼层 (共5层),55㎡,平层,暂无数据,板楼,南,1977,简装,混合结构,集中供暖,一梯三户,暂无数据,商品房,2020-10-09,普通住宅,暂无数据,非共有,"113.62903984224,34.763693548653",中原,五一公园,郑州
新城小区,2022.03.06 成交,111.0,32666.0,112.0,117,1,49,24,3321,1室1厅1厨1卫,中楼层 (共7层),33.92㎡,平层,暂无数据,板塔结合,西,未知,简装,钢混结构,集中供暖,一梯六户,无,商品房,2021-11-10,普通住宅,满五年,非共有,"117.244525,39.095748",河西,挂甲寺,天津
国信阅景龙华,2021.03.07 成交,218.0,24142.0,228.0,186,4,12,6,2352,2室2厅1厨1卫,高楼层 (共11层),90.3㎡,平层,暂无数据,板楼,南,2010,其他,钢混结构,暂无数据,一梯两户,有,商品房,2020-09-03,普通住宅,暂无数据,非共有,"118.64353098551,32.079102121941",浦口,江浦街道,南京
星光耀广场,2021.12.22 成交,104.0,15642.0,110.0,55,1,2,0,12,1室1厅1厨1卫,中楼层 (共50层),66.3㎡,平层,暂无数据,板楼,北,未知,精装,框架结构,集中供暖,六梯十户,有,商品房,2021-10-29,商住两用,暂无数据,非共有,"121.675854,38.930841",中山,东港,大连
银亿格兰郡,2021.03.11 成交,126.0,13643.0,128.0,278,3,18,1,2069,3室2厅1厨1卫,低楼层 (共6层),92.36㎡,平层,暂无数据,板楼,南 北,2016,其他,钢混结构,集中供暖,一梯两户,无,商品房,2020-06-07,普通住宅,暂无数据,非共有,"123.402643,41.889781",于洪,西三台子,沈阳
万科金域蓝湾,2021.11.20 成交,359.0,40338.0,367.0,190,1,19,35,5701,2室1厅1厨1卫,高楼层 (共16层),89㎡,平层,72.28㎡,板楼,南,2010,精装,钢混结构,暂无数据,两梯四户,有,商品房,2021-05-14,普通住宅,满五年,共有,"118.839623,31.927047",江宁,九龙湖,南京
福君居,2021.11.23 成交,62.0,6327.0,63.0,17,1,5,0,203,2室1厅1厨1卫,高楼层 (共17层),98㎡,平层,暂无数据,暂无数据,南 北,未知,毛坯,未知结构,集中供暖,两梯四户,有,商品房,2021-11-06,普通住宅,暂无数据,非共有,"120.00317887498,36.275561626072",胶州,中云,青岛
华兴山庄,2021.05.30 成交,166.0,18099.0,169.5,4,0,2,1,412,2室1厅1厨1卫,中楼层 (共6层),91.61㎡,平层,暂无数据,板楼,南 北,2004,精装,框架结构,集中供暖,一梯两户,无,商品房,2021-05-26,普通住宅,满五年,共有,"121.51346,38.886574",高新园区,凌水,大连
泗港小区,2022.03.18 成交,145.0,29094.0,153.0,123,6,12,0,546,1室1厅1厨1卫,低楼层 (共6层),49.77㎡,平层,暂无数据,板楼,南,2003,简装,钢混结构,暂无数据,一梯两户,无,商品房,2021-11-15,普通住宅,暂无数据,非共有,"121.611109,29.837512",鄞州区,潘火,宁波
九中一德街,2021.05.15 成交,190.0,59636.0,195.0,45,3,14,7,2049,1室1厅1厨1卫,高楼层 (共7层),31.86㎡,平层,暂无数据,板楼,东,1990,简装,混合结构,集中供暖,一梯四户,无,商品房,2021-04-01,普通住宅,暂无数据,非共有,"121.652212,38.924777",中山,中山友好,大连
广厦城市之巅,2021.07.04 成交,79.0,13045.0,82.0,11,0,2,4,305,1室1厅1厨1卫,中楼层 (共33层),60.56㎡,平层,47.22㎡,板塔结合,东,2010,精装,钢混结构,集中供暖,三梯十七户,有,商品房,2021-06-24,普通住宅,满五年,非共有,"113.669067,34.784474",金水,青少年公园,郑州
清都记忆,2021.02.25 成交,115.0,11386.0,116.0,171,3,65,28,5771,2室2厅1厨1卫,高楼层 (共31层),100.35㎡,平层,暂无数据,板楼,南 北,2012,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-09-08,普通住宅,满五年,共有,"121.76189,39.054018",开发区,红梅翠竹,大连
江北万达公寓,2021.06.30 成交,80.0,11025.0,82.0,126,0,5,14,2433,2室1厅1厨1卫,低楼层 (共21层),72.11㎡,平层,52.48㎡,板塔结合,南,未知,其他,钢混结构,暂无数据,一梯十户,有,商品房,2021-02-25,普通住宅,暂无数据,非共有,"121.53878,29.92197",江北区,江北万达,宁波
鲲鹏小区,2021.11.01 成交,37.0,5651.0,36.5,405,5,7,10,2443,2室1厅1厨1卫,中楼层 (共8层),64.6㎡,平层,暂无数据,板楼,南,2009,简装,混合结构,集中供暖,一梯三户,无,商品房,2020-09-22,普通住宅,暂无数据,非共有,"123.41115094161,41.825814764188",皇姑,北行,沈阳
福临万家二期,2021.07.02 成交,177.0,18167.0,195.0,43,0,9,8,1831,2室1厅1厨1卫,中楼层 (共16层),97.43㎡,暂无数据,80.21㎡,板楼,南,2012,简装,钢混结构,集中供暖,一梯三户,有,商品房,2021-05-21,普通住宅,满五年,非共有,"120.44351220147,36.153208308954",李沧,枣儿山,青岛
丰和日丽,2022.01.08 成交,88.0,13359.0,92.0,43,1,3,2,438,2室1厅1厨1卫,低楼层 (共6层),65.5㎡,平层,暂无数据,板楼,南 北,2005,精装,混合结构,暂无数据,一梯三户,无,商品房,2021-11-27,普通住宅,暂无数据,非共有,"125.250036,43.893361",绿园区,景阳广场,长春
小孤山中里,2021.07.07 成交,61.0,8511.0,61.5,99,4,35,16,3291,2室1厅1厨1卫,低楼层 (共16层),71.68㎡,平层,暂无数据,板楼,南 北,2010,简装,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-30,普通住宅,满五年,非共有,"121.819315,39.026161",开发区,海富,大连
拥军里,2021.10.23 成交,103.0,34311.0,106.0,9,0,7,3,228,1室1厅1厨1卫,低楼层 (共7层),30.02㎡,平层,30.02㎡,板楼,东,未知,精装,混合结构,集中供暖,一梯六户,无,商品房,2021-10-15,普通住宅,满五年,非共有,"117.138541,39.147021",南开,向阳路,天津
御景名家A区,2021.10.24 成交,124.0,12904.0,121.0,57,1,7,5,684,2室2厅1厨1卫,高楼层 (共18层),96.1㎡,平层,暂无数据,板楼,南 北,2012,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-08-28,普通住宅,暂无数据,非共有,"125.27426,43.889665",汽车产业开发区,景阳广场,长春
华邑世纪城,2021.09.08 成交,47.0,8470.0,47.0,3,0,1,0,53,2室1厅1厨1卫,中楼层 (共5层),54.9㎡,平层,暂无数据,板楼,南,2013,简装,钢混结构,集中供暖,一梯三户,无,商品房,2021-09-06,普通住宅,满五年,非共有,"123.3935482211,41.884512012704",于洪,荷兰村,沈阳
金叶花园,2021.01.03 成交,105.0,18422.0,105.0,55,2,4,7,1268,2室1厅1厨1卫,高楼层 (共6层),57㎡,平层,暂无数据,板塔结合,南,2008,其他,混合结构,暂无数据,一梯两户,暂无数据,商品房,2020-11-10,普通住宅,暂无数据,非共有,"118.65752305583,31.930195202737",雨花台,板桥,南京
凤凰花园城清溪园,2021.12.05 成交,462.0,61898.0,465.0,441,0,14,0,26,2室2厅1厨1卫,中楼层 (共7层),74.64㎡,平层,暂无数据,板楼,南 北,1999,其他,混合结构,暂无数据,一梯两户,无,商品房,2020-09-21,普通住宅,暂无数据,非共有,"118.751778,32.048308",鼓楼,凤凰西街,南京
爱国北里,2021.12.26 成交,225.0,42801.0,239.0,81,2,20,18,1776,2室1厅1厨1卫,中楼层 (共7层),52.57㎡,平层,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-10-07,普通住宅,满五年,非共有,"117.224338,39.104271",河西,越秀路,天津
长虹路445号,2021.02.28 成交,208.0,33302.0,219.0,542,5,26,83,6392,3室1厅1厨1卫,中楼层 (共5层),62.46㎡,平层,暂无数据,板塔结合,南,2011,简装,钢混结构,暂无数据,一梯两户,无,商品房,2019-09-06,普通住宅,暂无数据,非共有,"118.774015,32.008345",雨花台,能仁里,南京
廉北信用社家属楼,2021.12.16 成交,36.0,6361.0,41.0,16,0,1,1,310,2室1厅1厨1卫,中楼层 (共5层),56.6㎡,平层,暂无数据,板楼,南 北,未知,简装,砖混结构,集中供暖,一梯三户,无,商品房,2021-12-01,普通住宅,暂无数据,共有,"114.85712425374,38.038882231128",藁城,藁城市,石家庄
新希望乐城,2021.03.21 成交,95.0,10567.0,96.5,560,3,63,30,3733,2室1厅1厨1卫,低楼层 (共32层),89.43㎡,平层,暂无数据,板楼,南 北,2015,精装,框架结构,集中供暖,两梯四户,有,商品房,2019-09-09,普通住宅,满两年,共有,"121.747922,39.060513",金州,城润,大连
奥丽赛凤凰水岸,2021.07.07 成交,42.0,15402.0,43.0,340,1,7,3,2262,1室1厅1厨1卫,中楼层 (共20层),27.27㎡,平层,暂无数据,板楼,东北,2012,简装,钢混结构,暂无数据,一梯二十八户,无,商品房,2020-08-02,商住两用,暂无数据,非共有,"121.62712,29.898797",鄞州区,高新区,宁波
郑东宽豪斯,2021.03.03 成交,90.0,9968.0,92.0,99,2,3,0,1052,3室2厅1厨1卫,中楼层 (共7层),89.79㎡,平层,78.37㎡,板塔结合,南 北,2011,简装,混合结构,自供暖,一梯四户,无,商品房,2020-11-25,普通住宅,满五年,非共有,"113.896973,34.74469",郑东新区,白沙,郑州
轴承街住宅小区,2021.03.22 成交,70.0,10084.0,73.0,4,2,1,1,243,2室1厅1厨1卫,中楼层 (共6层),69.22㎡,平层,69.22㎡,塔楼,东 西,2003,精装,混合结构,暂无数据,一梯三户,暂无数据,商品房,2021-03-18,普通住宅,满五年,非共有,"126.694962,45.728382",香坊,尚志公园,哈尔滨
卫桥新村,2021.02.27 成交,179.0,26875.0,186.0,174,3,14,12,3781,2室1厅1厨1卫,高楼层 (共6层),66.42㎡,平层,暂无数据,板楼,南,1996,其他,钢混结构,暂无数据,一梯两户,无,商品房,2020-09-07,普通住宅,暂无数据,非共有,"118.84464506578,32.044252798046",秦淮,月牙湖,南京
首创城,2022.02.23 成交,165.0,12410.0,169.0,415,10,31,29,6481,3室2厅1厨2卫,高楼层 (共33层),132.56㎡,平层,暂无数据,板楼,南 北,未知,简装,钢混结构,集中供暖,两梯三户,有,商品房,2021-01-04,普通住宅,满五年,共有,"117.344633,39.027192",津南,辛庄,天津
江南时代,2021.08.10 成交,122.0,13842.0,129.0,31,3,5,3,307,3室1厅1厨1卫,高楼层 (共18层),88.14㎡,平层,暂无数据,板楼,南 北,2017,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-07-10,普通住宅,暂无数据,非共有,"123.39472294473,41.732483515757",和平,长白,沈阳
机车宿舍,2021.05.08 成交,36.0,8328.0,37.0,53,6,9,2,804,1室1厅1厨1卫,低楼层 (共6层),43.23㎡,平层,暂无数据,板塔结合,南,1999,简装,混合结构,暂无数据,一梯三户,无,商品房,2021-03-17,普通住宅,暂无数据,非共有,"125.32829593986,43.935393830272",宽城区,长新街,长春
正商红河谷,2021.03.28 成交,127.0,14320.0,130.0,13,0,5,2,525,2室1厅1厨1卫,中楼层 (共11层),88.69㎡,平层,暂无数据,板楼,南 北,2014,其他,钢混结构,集中供暖,三梯两户,有,商品房,2021-03-16,普通住宅,暂无数据,非共有,"120.417405,36.260152",城阳,流亭,青岛
滨江凤凰城,2021.03.07 成交,63.0,10255.0,65.8,13,1,2,0,262,2室1厅1厨1卫,中楼层 (共7层),60.95㎡,暂无数据,暂无数据,板楼,东 西,2008,其他,钢混结构,暂无数据,一梯三户,暂无数据,商品房,2021-02-22,普通住宅,暂无数据,非共有,"126.66890425336,45.793051126433",道外,玛克威,哈尔滨
生辉第一城,2021.10.09 成交,64.0,11677.0,65.8,84,8,93,19,3883,2室1厅1厨2卫,高楼层 (共18层),54.81㎡,跃层,暂无数据,板楼,南,2007,简装,框架结构,集中供暖,两梯七户,有,商品房,2021-07-18,普通住宅,满两年,非共有,"121.74782,39.058569",金州,城润,大连
万科生态城宽岸,2021.07.15 成交,445.0,26301.0,450.0,661,2,63,35,6172,3室2厅1厨2卫,高楼层 (共16层),169.2㎡,平层,143.31㎡,板楼,南 北,2013,精装,钢混结构,集中供暖,两梯两户,有,商品房,2019-09-24,普通住宅,满五年,非共有,"120.49114,36.186428",李沧,世园会,青岛
建业花园里海棠苑,2021.04.26 成交,150.0,16896.0,150.0,41,0,83,17,3257,3室2厅1厨1卫,中楼层 (共29层),88.78㎡,平层,暂无数据,板塔结合,南,未知,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-03-17,普通住宅,满两年,非共有,"113.67043784239,34.871896028151",惠济,北大学城,郑州
沿海赛洛城,2021.06.27 成交,63.0,10795.0,63.0,49,3,24,19,2697,1室1厅1厨1卫,中楼层 (共33层),57.9㎡,平层,暂无数据,板塔结合,南,2012,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-05-10,普通住宅,暂无数据,非共有,"123.466728,41.736552",浑南,奥体,沈阳
艺术家园,2021.12.02 成交,180.0,19683.0,185.0,539,7,7,24,5964,2室1厅1厨1卫,低楼层 (共7层),91.45㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯两户,无,私产,2020-06-11,普通住宅,满五年,非共有,"117.130154,39.203281",北辰,瑞景居住区,天津
宜家花园二期,2021.05.10 成交,419.0,31825.0,425.0,245,7,11,6,2276,3室2厅1厨2卫,低楼层 (共32层),131.66㎡,平层,暂无数据,板塔结合,南,未知,毛坯,钢混结构,暂无数据,两梯三户,有,商品房,2020-09-07,普通住宅,满两年,非共有,"121.609835,29.844979",鄞州区,潘火,宁波
港湾观海,2021.06.06 成交,58.0,8506.0,58.8,460,15,107,20,6173,2室1厅1厨1卫,高楼层 (共25层),68.19㎡,平层,51.75㎡,板楼,南,2014,简装,钢混结构,集中供暖,两梯六户,有,商品房,2020-03-04,普通住宅,满五年,非共有,"121.866011,39.061312",开发区,金湾新城,大连
南郡·香醍雅诺,2021.02.28 成交,173.0,13940.0,178.0,467,12,42,23,4144,2室2厅1厨1卫,中楼层 (共26层),124.11㎡,平层,暂无数据,板塔结合,东 南 北,2012,精装,钢混结构,暂无数据,两梯四户,有,商品房,2019-11-19,普通住宅,满两年,非共有,"126.604354,45.707187",南岗,哈西商圈,哈尔滨
微山里,2021.10.13 成交,105.0,18067.0,105.0,90,7,29,47,3034,2室1厅1厨1卫,高楼层 (共6层),58.12㎡,平层,暂无数据,板楼,东 南 北,未知,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-07-15,普通住宅,满两年,非共有,"117.27028,39.074164",河西,陈塘庄,天津
天伦星钻,2021.12.10 成交,128.0,17010.0,133.0,1367,10,333,205,17082,2室2厅1厨1卫,高楼层 (共33层),75.25㎡,平层,52.97㎡,板楼,南,2010,简装,钢混结构,集中供暖,两梯六户,有,商品房,2018-03-15,普通住宅,满五年,非共有,"113.717769,34.777536",金水区,未来大厦,郑州
长治路,2021.08.21 成交,56.0,13800.0,56.0,1,0,0,0,6,1室1厅1厨1卫,中楼层 (共5层),40㎡,暂无数据,暂无数据,板楼,西南,1982,其他,混合结构,暂无数据,一梯四户,暂无数据,商品房,2021-08-21,普通住宅,暂无数据,非共有,"125.297926,43.865601",朝阳区,南湖,长春
阿尔卡迪亚荣景园,2021.03.23 成交,180.0,20335.0,185.0,161,4,22,6,2344,2室2厅1厨1卫,中楼层 (共33层),88.52㎡,平层,暂无数据,板楼,西 北,2013,简装,钢混结构,集中供暖,两梯五户,有,商品房,2020-10-14,普通住宅,暂无数据,非共有,"114.509609,38.063055",长安,胜北,石家庄
逸品香山二期北苑,2021.02.02 成交,118.0,13528.0,120.0,60,5,14,7,1429,2室2厅1厨1卫,高楼层 (共16层),87.23㎡,平层,暂无数据,板楼,南,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-05,普通住宅,暂无数据,非共有,"113.67694893109,34.870567555943",惠济,北大学城,郑州
民航小区,2021.06.15 成交,49.0,9719.0,50.0,250,0,15,1,1488,2室0厅1厨1卫,中楼层 (共7层),50.42㎡,平层,暂无数据,板楼,南,1999,其他,钢混结构,暂无数据,一梯三户,无,商品房,2020-10-08,普通住宅,暂无数据,非共有,"126.6798026132,45.744754653584",香坊,万达商圈,哈尔滨
同祥城,2021.09.25 成交,131.0,14056.0,132.0,10,0,3,3,147,2室2厅1厨1卫,高楼层 (共34层),93.2㎡,平层,暂无数据,板楼,南 西,2015,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-09-16,普通住宅,满两年,非共有,"114.623005,38.057057",开发区,天山海世界,石家庄
