小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
新天地小区,2021.03.24 成交,130.0,12622.0,146.0,144,2,1,0,696,2室2厅1厨1卫,中楼层 (共11层),103㎡,暂无数据,暂无数据,板楼,东南,2005,其他,钢混结构,自供暖,一梯两户,有,商品房,2020-11-01,普通住宅,暂无数据,非共有,"113.678927,34.748955",管城回族区,二七广场,郑州
绿都紫荆华庭和园,2021.01.31 成交,142.0,15957.0,145.0,12,2,19,4,2501,3室2厅1厨1卫,高楼层 (共34层),88.99㎡,平层,67.63㎡,板塔结合,南,2016,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-01-20,普通住宅,满两年,非共有,"113.691887,34.70294",管城回族区,管南区域,郑州
金汇湾雅香园,2021.12.10 成交,112.0,12643.0,112.0,117,10,40,10,2096,2室2厅1厨1卫,低楼层 (共16层),88.59㎡,平层,暂无数据,板楼,南,未知,其他,钢混结构,集中供暖,两梯四户,有,商品房,2021-08-16,普通住宅,满两年,共有,"117.080593,39.395457",武清,中信广场,天津
中央大学城,2021.07.26 成交,89.0,6358.0,66.0,79,4,4,15,1356,3室2厅1厨2卫,高楼层 (共6层),140㎡,复式,暂无数据,板楼,南 北,未知,精装,钢混结构,集中供暖,一梯两户,无,商品房,2021-05-09,普通住宅,暂无数据,共有,"123.42985797059,41.92167108078",沈北新区,正良,沈阳
天河悦城,2021.09.12 成交,152.0,15377.0,145.0,38,0,1,5,840,2室2厅1厨1卫,中楼层 (共20层),98.85㎡,平层,暂无数据,板楼,南,2016,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-08-06,普通住宅,暂无数据,非共有,"114.44592818092,38.095512691383",新华,天苑,石家庄
保利林语镜,2021.08.21 成交,225.0,19086.0,236.0,84,13,34,14,2040,3室2厅1厨1卫,中楼层 (共7层),117.89㎡,平层,97.72㎡,板楼,南 北,未知,毛坯,钢混结构,集中供暖,一梯两户,有,商品房,2021-05-30,普通住宅,满两年,非共有,"120.22754755291,35.977986714677",黄岛,黄岛港,青岛
碧桂园银河城星座,2021.08.05 成交,103.0,10634.0,105.0,139,8,8,6,1047,2室2厅1厨1卫,中楼层 (共30层),96.86㎡,平层,暂无数据,板楼,南 北,2015,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-19,普通住宅,暂无数据,非共有,"123.345979,41.767558",于洪,于洪新城,沈阳
师大二教,2021.07.07 成交,300.0,45455.0,305.0,58,1,1,3,609,2室1厅1厨1卫,高楼层 (共7层),66㎡,暂无数据,暂无数据,板楼,南 北,1992,简装,混合结构,暂无数据,一梯两户,无,商品房,2021-05-11,普通住宅,暂无数据,非共有,"125.325863,43.869305",朝阳区,桂林路,长春
泡崖四区,2021.04.12 成交,65.0,15262.0,66.0,5,0,10,2,550,2室1厅1厨1卫,中楼层 (共6层),42.59㎡,平层,暂无数据,板楼,南,2000,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-04-08,普通住宅,满五年,非共有,"121.551562,38.977079",甘井子,泡崖四区,大连
晨曦小区,2021.01.06 成交,84.0,11733.0,86.5,120,9,27,4,2531,2室1厅1厨1卫,中楼层 (共6层),71㎡,平层,61.5㎡,板楼,南 北,2000,简装,混合结构,自供暖,一梯两户,无,房改房,2020-09-09,普通住宅,满五年,非共有,"113.67312441234,34.718887468506",二七,万客来,郑州
尚东绿洲,2021.07.06 成交,164.0,16205.0,167.0,215,5,13,17,3335,2室2厅1厨1卫,中楼层 (共27层),100.9㎡,平层,暂无数据,板楼,南,2010,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-12-03,普通住宅,满五年,非共有,"114.571683,38.021044",裕华,大马村,石家庄
望童北苑,2021.03.03 成交,233.0,28995.0,240.0,159,5,9,4,1810,2室1厅1厨1卫,中楼层 (共11层),80.36㎡,平层,暂无数据,板楼,南,1996,毛坯,钢混结构,暂无数据,一梯两户,无,商品房,2020-09-26,普通住宅,暂无数据,非共有,"121.514458,29.891942",海曙区,高桥,宁波
民益街,2021.03.24 成交,49.0,6218.0,56.0,227,3,15,20,3078,2室1厅1厨1卫,高楼层 (共8层),78㎡,平层,56㎡,板楼,南,1983,简装,钢混结构,暂无数据,七梯四户,有,商品房,2020-08-10,普通住宅,暂无数据,非共有,"126.63931,45.758164",南岗,团结萧红校哈站北秀宾馆,哈尔滨
核四院小区,2021.03.09 成交,81.0,15409.0,83.0,326,15,62,21,6074,2室1厅1厨1卫,中楼层 (共5层),52.57㎡,平层,暂无数据,板楼,南 北,1983,简装,混合结构,集中供暖,一梯两户,无,商品房,2020-04-18,普通住宅,暂无数据,非共有,"114.54131936248,38.029472479089",裕华,槐北,石家庄
保利花园,2021.08.10 成交,159.0,17573.0,162.0,135,2,11,10,2456,2室2厅1厨1卫,中楼层 (共26层),90.48㎡,平层,暂无数据,板楼,南,2016,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-29,普通住宅,暂无数据,非共有,"114.54365931313,38.081152972903",长安,丰收路,石家庄
湖山美地一期,2021.11.27 成交,178.0,19524.0,178.0,281,8,79,48,4752,2室2厅1厨1卫,中楼层 (共29层),91.17㎡,平层,62.5㎡,板楼,南,2015,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-02-20,普通住宅,暂无数据,非共有,"120.432596,36.192403",李沧,下王埠,青岛
滨河小区(黄岛),2021.09.10 成交,79.0,10395.0,79.0,11,1,1,0,42,2室1厅1厨1卫,低楼层 (共6层),76㎡,平层,暂无数据,暂无数据,南 北,未知,其他,未知结构,暂无数据,一梯两户,暂无数据,商品房,2021-08-31,普通住宅,暂无数据,非共有,"120.002787,35.87268",黄岛,胶南老城区,青岛
中海御山府一期,2021.02.21 成交,690.0,23713.0,725.0,175,0,7,3,2489,7室1厅1厨3卫,低楼层 (共7层),290.98㎡,跃层,暂无数据,板塔结合,南 北,2015,毛坯,钢混结构,暂无数据,一梯两户,有,商品房,2020-08-31,普通住宅,暂无数据,非共有,"118.919956,32.033303",江宁,麒麟科创园,南京
星海公园,2021.04.13 成交,124.0,14479.0,125.0,284,3,41,49,6733,3室1厅1厨1卫,中楼层 (共7层),85.3㎡,平层,暂无数据,板楼,南 北,1993,简装,混合结构,集中供暖,一梯三户,无,商品房,2020-07-04,普通住宅,暂无数据,非共有,"121.570083,38.885192",沙河口,孙家沟,大连
中南菩悦锦庭,2021.09.15 成交,300.0,25694.0,305.0,175,11,14,6,1668,4室2厅1厨2卫,中楼层 (共8层),116.76㎡,暂无数据,99.81㎡,板楼,南,2018,简装,钢混结构,暂无数据,一梯两户,有,商品房,2021-03-25,普通住宅,满两年,非共有,"121.4931,29.832221",海曙区,石碶,宁波
蓝庭国际,2022.02.12 成交,51.0,9782.0,53.0,21,0,12,6,1521,2室2厅1厨2卫,中楼层 (共8层),51.32㎡,跃层,暂无数据,板楼,北,未知,其他,钢混结构,集中供暖,两梯十八户,有,商品房,2022-01-23,商业办公类,满五年,非共有,"117.37258,39.090729",东丽,新立街,天津
湖山美地二期,2021.08.19 成交,165.0,19069.0,168.0,8,1,7,7,696,2室2厅1厨1卫,高楼层 (共30层),86.53㎡,平层,60.15㎡,板楼,南,2016,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-08-12,普通住宅,满两年,共有,"120.430353,36.190289",李沧,十梅庵,青岛
中铁国际花园,2021.03.06 成交,53.0,9207.0,57.0,137,1,19,10,1995,1室1厅1厨1卫,中楼层 (共16层),57.57㎡,平层,暂无数据,板楼,南,2016,精装,钢混结构,暂无数据,一梯三户,有,商品房,2020-10-20,普通住宅,暂无数据,非共有,"125.21758,43.837572",汽车产业开发区,长沈路,长春
红山里,2021.10.18 成交,50.0,19443.0,50.0,46,1,8,0,34,1室0厅1厨0卫,高楼层 (共5层),25.46㎡,平层,暂无数据,板楼,南,未知,其他,钢混结构,集中供暖,一梯三户,无,商品房,2021-09-02,普通住宅,暂无数据,非共有,"117.234812,39.090614",河西,尖山,天津
又一村,2021.05.14 成交,287.0,36706.0,299.0,288,8,9,6,1726,3室2厅1厨1卫,中楼层 (共7层),78.19㎡,平层,暂无数据,板楼,南,1998,精装,钢混结构,暂无数据,一梯两户,无,商品房,2020-07-31,普通住宅,满两年,非共有,"121.565496,29.860317",鄞州区,白鹤,宁波
天泰城以琳美地,2021.03.01 成交,128.0,17138.0,132.0,12,0,17,9,980,2室1厅1厨1卫,高楼层 (共14层),74.69㎡,平层,57.17㎡,板楼,南 北,2016,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-02-18,普通住宅,满两年,非共有,"120.426347,36.230283",城阳,十梅庵,青岛
中瀛臻堡,2021.01.26 成交,97.0,11003.0,99.0,13,2,4,2,787,2室2厅1厨1卫,低楼层 (共15层),88.16㎡,平层,暂无数据,板楼,南 北,2010,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-01-14,普通住宅,满两年,非共有,"121.406917,38.830365",旅顺口,龙王塘,大连
龙腾碧玉湾,2021.05.04 成交,56.0,7224.0,57.0,227,6,48,23,4928,2室1厅1厨1卫,高楼层 (共24层),77.39㎡,平层,61.32㎡,板楼,南 北,2009,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-09-20,普通住宅,暂无数据,共有,"123.398491,41.952982",沈北新区,道义,沈阳
西楼北里,2021.09.09 成交,85.0,37183.0,85.0,172,4,20,18,2905,1室1厅1厨1卫,中楼层 (共8层),22.86㎡,平层,暂无数据,板塔结合,西 北,未知,简装,混合结构,集中供暖,一梯五户,无,企业产,2021-03-22,普通住宅,暂无数据,非共有,"117.223942,39.108956",河西,下瓦房,天津
奥体新城海棠园,2021.06.24 成交,578.0,61523.0,605.0,17,1,13,9,1604,2室2厅1厨1卫,中楼层 (共11层),93.95㎡,平层,暂无数据,板楼,南 北,2010,精装,框架结构,暂无数据,一梯两户,无,商品房,2021-06-07,普通住宅,暂无数据,共有,"118.731116,32.022972",建邺,奥体,南京
环城花园,2021.03.09 成交,132.0,13312.0,135.0,257,2,5,6,2364,3室2厅1厨1卫,中楼层 (共6层),99.16㎡,平层,暂无数据,板楼,南,1997,精装,混合结构,集中供暖,一梯两户,无,商品房,2020-06-26,普通住宅,暂无数据,非共有,"114.4519190309,38.02654060072",桥西,城角,石家庄
紫锦广场,2021.12.12 成交,76.0,11235.0,77.0,200,12,1,6,1230,1室1厅1厨1卫,中楼层 (共33层),67.65㎡,平层,54.48㎡,板楼,东北,2009,简装,钢混结构,集中供暖,两梯五户,有,商品房,2021-05-27,普通住宅,满五年,非共有,"120.19189,35.971498",黄岛,香江路,青岛
金湾山城,2021.02.27 成交,78.0,9910.0,80.0,7,1,1,0,425,2室1厅1厨1卫,中楼层 (共18层),78.71㎡,平层,暂无数据,板楼,南 北,2015,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-02-20,普通住宅,满两年,共有,"121.859729,39.087154",开发区,金湾新城,大连
溪畔嘉园,2021.04.24 成交,37.0,3700.0,44.8,124,0,1,10,2134,2室1厅1厨1卫,高楼层 (共8层),100㎡,平层,暂无数据,板楼,南 北,2003,其他,钢混结构,暂无数据,一梯两户,无,商品房,2020-12-22,普通住宅,暂无数据,非共有,"126.593756,45.739372",道里,顾乡大街,哈尔滨
江山瑞城,2021.05.13 成交,259.0,19548.0,260.0,137,1,14,8,2305,3室2厅1厨2卫,高楼层 (共19层),132.5㎡,平层,暂无数据,板楼,南 北,2009,其他,钢混结构,集中供暖,一梯两户,有,商品房,2020-12-27,普通住宅,暂无数据,非共有,"120.175829,35.955035",黄岛,石油大学,青岛
富田太阳城,2021.07.26 成交,135.0,12574.0,139.0,76,1,21,14,1447,3室1厅1厨2卫,中楼层 (共29层),107.37㎡,平层,87.58㎡,塔楼,西南,2008,精装,钢混结构,自供暖,两梯七户,有,商品房,2021-05-12,普通住宅,满五年,非共有,"113.721016,34.729353",管城回族区,世纪欢乐园,郑州
瑞城B区,2021.04.17 成交,152.0,16600.0,155.0,17,2,6,3,1072,2室2厅1厨1卫,高楼层 (共33层),91.57㎡,暂无数据,暂无数据,板楼,南,2014,毛坯,钢混结构,集中供暖,两梯四户,有,商品房,2021-04-01,普通住宅,满两年,非共有,"114.57039,38.051716",长安,谈固,石家庄
美的时代城,2021.07.06 成交,92.0,9335.0,91.7,209,17,17,12,3461,3室2厅1厨1卫,中楼层 (共32层),98.24㎡,平层,75.32㎡,板楼,南 北,2019,毛坯,钢混结构,集中供暖,一梯四户,有,商品房,2020-12-09,普通住宅,暂无数据,共有,"123.285945,41.773782",铁西,经济技术开发区,沈阳
冠诚苑,2021.04.12 成交,196.0,21213.0,198.0,106,1,30,17,3724,2室1厅1厨1卫,中楼层 (共19层),92.4㎡,平层,暂无数据,板楼,南,2008,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-12-27,普通住宅,暂无数据,非共有,"114.53303221472,38.058142682955",长安,广安,石家庄
中南菩悦锦庭,2022.01.22 成交,268.0,24880.0,285.0,35,3,13,8,487,3室2厅1厨2卫,中楼层 (共14层),107.72㎡,平层,暂无数据,板楼,南,2018,毛坯,钢混结构,暂无数据,一梯两户,有,商品房,2021-12-18,普通住宅,满两年,非共有,"121.4931,29.832221",海曙区,石碶,宁波
弘基世纪城,2021.09.30 成交,35.0,5033.0,35.0,2,1,2,0,34,2室1厅1厨1卫,中楼层 (共7层),68.56㎡,平层,暂无数据,板楼,南 北,未知,毛坯,钢混结构,暂无数据,一梯两户,无,商品房,2021-09-28,普通住宅,暂无数据,非共有,"126.60604023578,45.890544766137",松北,哈尔滨新区,哈尔滨
天山熙湖,2022.01.22 成交,84.0,14459.0,90.0,31,0,3,3,858,2室1厅1厨1卫,高楼层 (共16层),57.96㎡,平层,45.71㎡,板楼,南,未知,简装,钢混结构,集中供暖,两梯二十三户,有,商品房,2021-12-23,普通住宅,暂无数据,非共有,"114.627987,38.037623",开发区,天山海世界,石家庄
五建新街坊1号院,2022.03.10 成交,105.0,13147.0,109.0,188,4,21,4,1397,2室1厅1厨1卫,高楼层 (共33层),79.64㎡,平层,56.3㎡,板楼,南,未知,简装,钢混结构,集中供暖,四梯九户,有,商品房,2021-09-04,普通住宅,满两年,非共有,"113.599168,34.768817",中原区,热电厂,郑州
世纪祥和家园(河北区),2021.11.16 成交,199.0,21205.0,200.0,183,22,37,22,2890,2室1厅1厨1卫,低楼层 (共6层),93.85㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯两户,无,私产,2021-05-18,普通住宅,满五年,非共有,"117.248508,39.174998",河北,靖江路,天津
锦华中园,2021.03.19 成交,84.0,13900.0,85.0,24,0,11,20,2554,2室1厅1厨1卫,中楼层 (共6层),59.93㎡,平层,暂无数据,板楼,南 北,2001,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-02-23,普通住宅,满五年,非共有,"121.54815,38.947764",沙河口,锦华,大连
龙禧园,2022.02.28 成交,117.0,12672.0,117.0,477,17,19,26,6125,2室2厅1厨2卫,高楼层 (共6层),92.33㎡,跃层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯三户,无,商品房,2020-11-08,普通住宅,满五年,非共有,"117.151998,39.166954",红桥,西沽街,天津
峰尚福成,2021.08.18 成交,103.0,6213.0,108.0,612,5,14,97,5318,3室1厅1厨2卫,高楼层 (共7层),165㎡,平层,148㎡,板楼,南 北,2012,精装,钢混结构,暂无数据,两梯两户,有,商品房,2019-12-15,普通住宅,满五年,共有,"126.6074566062,45.747057200743",道里,西大桥商圈,哈尔滨
恒大名都,2021.09.09 成交,14.0,4908.0,20.0,1,0,1,0,9,车位,地下室,27.51㎡,暂无数据,暂无数据,暂无数据,南,2019,其他,未知结构,暂无数据,暂无数据,暂无数据,商品房,2021-09-09,车库,暂无数据,非共有,"114.561692,38.010894",裕华,裕兴,石家庄
和平花园,2022.01.28 成交,70.0,4459.0,83.0,406,12,3,10,3763,3室2厅1厨1卫,高楼层 (共6层),157㎡,平层,暂无数据,板楼,南 北,2007,简装,混合结构,暂无数据,一梯四户,无,商品房,2020-12-19,普通住宅,暂无数据,非共有,"125.262365,43.892569",绿园区,景阳广场,长春
全安小区,2021.03.08 成交,60.0,8601.0,65.0,133,3,28,4,1818,2室2厅1厨1卫,中楼层 (共7层),69.76㎡,平层,暂无数据,板楼,南 北,1992,简装,砖混结构,暂无数据,一梯两户,暂无数据,商品房,2020-10-26,普通住宅,暂无数据,非共有,"125.351363,43.884274",南关区,平阳,长春
农行家属楼（市府东路）,2021.05.09 成交,52.0,7666.0,53.0,11,4,4,1,394,2室1厅1厨1卫,低楼层 (共5层),67.71㎡,暂无数据,暂无数据,暂无数据,南 北,1997,精装,混合结构,暂无数据,一梯两户,暂无数据,商品房,2021-04-29,普通住宅,暂无数据,非共有,"114.85606457319,38.041590794157",藁城,藁城市,石家庄
海信园,2021.10.20 成交,98.0,10791.0,100.0,22,3,4,1,56,2室2厅1厨1卫,低楼层 (共17层),90.82㎡,平层,暂无数据,板塔结合,南 北,未知,精装,钢混结构,集中供暖,两梯两户,有,商品房,2021-09-28,普通住宅,满两年,非共有,"117.5155996316,38.862145224473",滨海新区,大港,天津
泡崖康祥园,2021.09.08 成交,133.0,14405.0,143.0,81,4,8,10,1299,2室2厅1厨1卫,低楼层 (共7层),92.33㎡,平层,暂无数据,板楼,南 北,2005,简装,钢混结构,集中供暖,一梯两户,无,商品房,2021-06-20,普通住宅,满五年,非共有,"121.549509,38.98465",甘井子,泡崖八区,大连
海洋家园,2021.10.25 成交,80.0,7953.0,84.0,327,18,14,9,2330,3室2厅1厨1卫,低楼层 (共17层),100.6㎡,平层,暂无数据,板塔结合,南,未知,毛坯,钢混结构,暂无数据,一梯九户,暂无数据,商品房,2020-12-03,普通住宅,满两年,非共有,"121.29717187018,30.296760943479",杭州湾新区,杭州湾新区,宁波
易和熙园,2021.04.14 成交,119.0,17714.0,120.0,575,4,66,31,3668,2室1厅1厨1卫,中楼层 (共19层),66.73㎡,平层,54.82㎡,板楼,南,2016,精装,钢混结构,集中供暖,一梯三户,有,商品房,2019-09-17,普通住宅,暂无数据,非共有,"121.51999,38.940368",甘井子,万科假日,大连
