小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
玉成小区（西院）,2021.02.07 成交,133.0,12993.0,139.0,85,3,1,1,2039,2室2厅1厨1卫,高楼层 (共7层),101.98㎡,平层,暂无数据,板楼,南 北,2001,简装,混合结构,集中供暖,一梯两户,无,商品房,2020-11-15,普通住宅,暂无数据,非共有,"114.448407,38.018896",桥西,城角,石家庄
金色阳光家园,2021.02.19 成交,107.0,16665.0,113.0,15,0,4,1,928,3室2厅1厨1卫,高楼层 (共6层),64.21㎡,跃层,暂无数据,板楼,南 北,2001,精装,钢混结构,集中供暖,一梯两户,无,商品房,2021-02-05,普通住宅,满五年,非共有,"121.609426,39.009279",甘井子,泉水锦泉源,大连
湖心花园,2021.07.20 成交,265.0,41838.0,290.0,368,8,20,29,6314,3室2厅1厨2卫,高楼层 (共7层),63.34㎡,跃层,暂无数据,板楼,南,1999,精装,砖混结构,暂无数据,一梯两户,无,商品房,2020-07-18,普通住宅,暂无数据,共有,"118.759505,32.03855",建邺,水西门,南京
福临万家一期B区,2021.06.03 成交,183.0,19579.0,185.0,55,2,26,8,2184,2室1厅1厨1卫,中楼层 (共12层),93.47㎡,平层,暂无数据,板楼,南 北,2008,简装,钢混结构,集中供暖,一梯四户,有,限价商品房,2021-04-10,普通住宅,暂无数据,非共有,"120.442198,36.149609",李沧,枣儿山,青岛
四季上东第二期,2021.07.10 成交,399.0,16400.0,420.0,393,2,5,9,2214,4室2厅1厨2卫,高楼层 (共44层),243㎡,平层,169㎡,板楼,南 北,2012,其他,钢混结构,暂无数据,三梯两户,有,商品房,2020-06-13,普通住宅,暂无数据,非共有,"126.668038,45.73766",香坊,省医院商圈,哈尔滨
国泰港汇中心,2021.10.20 成交,110.0,23436.0,112.0,212,2,13,1,1029,1室0厅1厨1卫,高楼层 (共38层),46.81㎡,平层,暂无数据,塔楼,南,2014,其他,钢混结构,集中供暖,六梯二十五户,有,商品房,2021-03-23,商住两用,满两年,非共有,"121.645011,38.926893",中山,民主广场,大连
河南省委家属院,2021.05.16 成交,300.0,24151.0,305.0,12,2,15,3,1108,3室2厅1厨1卫,中楼层 (共7层),124.22㎡,平层,124㎡,板楼,南 北,未知,简装,混合结构,集中供暖,一梯两户,无,商品房,2021-05-05,普通住宅,暂无数据,非共有,"113.6828992699,34.773331592339",金水,花园路,郑州
欣家园一期,2021.01.15 成交,79.0,9980.0,81.9,152,2,9,4,1309,2室1厅1厨1卫,高楼层 (共30层),79.16㎡,平层,暂无数据,板楼,南 西,2013,精装,钢混结构,集中供暖,一梯六户,有,经济适用房,2020-08-16,普通住宅,暂无数据,非共有,"121.6591627948,39.037305136414",甘井子,前关,大连
宁发阳光公寓,2021.10.13 成交,370.0,25232.0,375.0,31,2,34,23,2682,2室2厅1厨2卫,高楼层 (共12层),146.64㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-09-13,普通住宅,满五年,非共有,"117.181706,39.087368",南开,水上公园街,天津
21世纪现代城西区,2021.09.11 成交,281.0,28639.0,285.0,158,2,13,11,2117,2室2厅1厨1卫,低楼层 (共6层),97.84㎡,错层,暂无数据,板塔结合,南 北,2007,精装,砖木结构,暂无数据,一梯两户,无,商品房,2021-04-07,普通住宅,暂无数据,非共有,"118.83157667069,31.932124160629",江宁,百家湖,南京
万达·公园ONE,2021.05.07 成交,225.0,15496.0,234.3,15,7,6,6,1430,4室2厅1厨2卫,高楼层 (共23层),145.2㎡,平层,暂无数据,板塔结合,南 北,2020,毛坯,钢混结构,集中供暖,一梯两户,有,商品房,2021-04-23,普通住宅,暂无数据,非共有,"123.467282,41.693538",浑南,新市府,沈阳
金沙湖高尔夫观邸,2021.10.22 成交,195.0,15179.0,205.0,65,7,13,13,2663,3室1厅1厨1卫,中楼层 (共33层),128.47㎡,平层,暂无数据,板塔结合,南 北,未知,精装,钢混结构,集中供暖,两梯两户,有,商品房,2021-08-19,普通住宅,满两年,非共有,"113.764199,34.702261",经开区,第八大街,郑州
安平街,2021.07.06 成交,57.0,7315.0,58.0,37,0,4,3,695,3室1厅1厨1卫,中楼层 (共8层),77.24㎡,平层,暂无数据,板楼,南 北,未知,简装,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2021-05-30,普通住宅,暂无数据,非共有,"126.624174,45.764002",道里,安字片,哈尔滨
卧龙湖小镇,2022.03.13 成交,129.0,8687.0,138.0,207,0,7,6,893,3室2厅1厨2卫,中楼层 (共4层),148.5㎡,平层,暂无数据,板楼,南,未知,其他,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2021-08-19,普通住宅,暂无数据,共有,"119.06058507383,31.727043039102",溧水,溧水其它,南京
玉龙湾,2021.09.24 成交,118.0,13419.0,121.5,72,4,21,43,2937,2室1厅1厨1卫,中楼层 (共29层),87.94㎡,平层,暂无数据,塔楼,南 北,2013,精装,钢混结构,集中供暖,四梯八户,有,商品房,2021-07-15,普通住宅,满两年,非共有,"121.408676,38.838836",旅顺口,龙王塘,大连
崇智胡同,2021.05.04 成交,105.0,9375.0,109.0,9,0,3,0,289,3室2厅1厨1卫,中楼层 (共4层),112㎡,平层,暂无数据,暂无数据,南 北,1990,精装,未知结构,暂无数据,一梯两户,暂无数据,商品房,2021-04-26,普通住宅,暂无数据,非共有,"125.31625480357,43.898984897761",朝阳区,人民广场西,长春
寿光路3号,2021.04.26 成交,89.0,19875.0,93.0,32,4,4,3,1052,2室0厅1厨1卫,中楼层 (共8层),44.68㎡,平层,暂无数据,板楼,南,1996,精装,混合结构,集中供暖,一梯四户,无,商品房,2021-03-26,普通住宅,满两年,非共有,"120.348673586,36.088160185921",市北,啤酒街,青岛
中南世纪城三期,2021.07.06 成交,156.0,18195.0,159.0,17,4,10,8,1292,2室2厅1厨1卫,中楼层 (共27层),85.63㎡,平层,暂无数据,板楼,南,2016,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-06-19,普通住宅,满两年,非共有,"120.409555,36.204769",李沧,十梅庵,青岛
万科魅力之城,2021.06.24 成交,160.0,17556.0,170.0,35,2,12,9,2092,3室2厅1厨1卫,低楼层 (共9层),91.14㎡,平层,暂无数据,板楼,南 北,2012,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-05-21,普通住宅,满两年,非共有,"121.523781,38.998533",甘井子,魅力之城,大连
建材厂家属楼,2021.08.21 成交,106.0,7852.0,110.0,279,8,17,2,1940,3室2厅1厨1卫,中楼层 (共5层),135㎡,平层,暂无数据,板楼,南,未知,简装,砖混结构,集中供暖,一梯两户,无,商品房,2020-11-15,普通住宅,满五年,共有,"114.850617,38.032503",藁城,藁城市,石家庄
红昌社区,2021.03.08 成交,36.0,6207.0,36.8,72,6,2,98,4961,2室1厅1厨1卫,高楼层 (共7层),58㎡,平层,暂无数据,板楼,南 北,2011,精装,混合结构,集中供暖,一梯三户,无,商品房,2020-12-26,普通住宅,暂无数据,非共有,"123.36531346827,41.781710748709",铁西,艳粉,沈阳
富华小区(河东),2021.09.25 成交,97.0,19906.0,100.0,1043,22,15,22,5280,1室1厅1厨1卫,低楼层 (共6层),48.48㎡,平层,暂无数据,板楼,南,未知,精装,混合结构,集中供暖,一梯四户,无,商品房,2018-11-18,普通住宅,满两年,非共有,"117.258147,39.103959",河东,富民路,天津
亲水湾花园,2021.03.15 成交,296.0,30126.0,300.0,288,3,53,29,4117,2室1厅1厨1卫,低楼层 (共11层),98.09㎡,平层,83.22㎡,板楼,南 北,2009,精装,钢混结构,暂无数据,一梯两户,有,商品房,2020-05-31,普通住宅,满两年,共有,"118.829701,31.960422",江宁,百家湖,南京
中海和平之门四期上和府,2021.01.26 成交,168.0,19970.0,169.0,207,2,49,6,2488,2室2厅1厨1卫,高楼层 (共33层),83.98㎡,平层,暂无数据,板楼,南 北,2019,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-07-04,普通住宅,暂无数据,非共有,"123.40661342472,41.731922468488",和平,长白,沈阳
伟东幸福之城三期,2021.06.18 成交,184.0,20850.0,188.0,22,3,5,19,769,2室1厅1厨1卫,中楼层 (共26层),88.24㎡,平层,暂无数据,板楼,南,2013,其他,钢混结构,集中供暖,两梯四户,有,商品房,2021-05-28,普通住宅,满五年,共有,"120.437006,36.181879",李沧,下王埠,青岛
金叶花园,2021.10.07 成交,109.0,17513.0,112.0,144,6,24,47,4228,2室1厅1厨1卫,低楼层 (共6层),62.24㎡,平层,暂无数据,板塔结合,南 北,未知,简装,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2021-05-16,普通住宅,满两年,非共有,"118.65752305583,31.930195202737",雨花台,板桥,南京
同祥城,2021.04.23 成交,119.0,13677.0,123.0,129,1,22,14,2091,2室1厅1厨1卫,中楼层 (共34层),87.01㎡,平层,暂无数据,板楼,南 北,2019,毛坯,钢混结构,集中供暖,两梯五户,有,商品房,2020-12-15,普通住宅,暂无数据,非共有,"114.623005,38.057057",开发区,天山海世界,石家庄
鹤翔小区,2021.03.15 成交,114.0,10413.0,116.0,194,5,6,2,1604,3室2厅1厨2卫,中楼层 (共5层),109㎡,平层,暂无数据,板楼,南,1999,精装,混合结构,集中供暖,一梯三户,暂无数据,商品房,2020-09-02,普通住宅,暂无数据,非共有,"120.44735226264,36.405807364643",即墨,即墨和平,青岛
东瑞家园,2021.11.06 成交,108.0,14811.0,108.0,548,11,86,142,15206,2室1厅1厨1卫,中楼层 (共32层),72.92㎡,平层,暂无数据,板塔结合,西南,未知,精装,钢混结构,集中供暖,三梯九户,有,私产,2020-05-08,普通住宅,满五年,共有,"117.267208,39.163709",河东,真理道,天津
连大文润金宸一二期,2021.08.02 成交,107.0,12070.0,110.0,487,0,31,27,5467,2室1厅1厨1卫,高楼层 (共26层),88.24㎡,平层,暂无数据,板楼,南,2010,简装,钢混结构,集中供暖,一梯四户,有,商品房,2020-04-03,普通住宅,满五年,非共有,"121.715174,39.106936",金州,连大,大连
世纪城香颂苑,2021.04.18 成交,150.0,10419.0,153.8,29,3,4,3,625,3室2厅1厨2卫,中楼层 (共26层),143.97㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,暂无数据,两梯三户,有,商品房,2021-03-20,普通住宅,满两年,共有,"121.23307822897,30.330986475233",杭州湾新区,杭州湾新区,宁波
华南沃尔玛六一路,2021.01.20 成交,95.0,13930.0,97.8,137,5,10,7,1970,2室1厅1厨1卫,中楼层 (共7层),68.2㎡,平层,58㎡,板楼,南 北,1990,精装,砖混结构,集中供暖,一梯四户,无,房改房,2020-09-05,普通住宅,暂无数据,非共有,"121.598125,38.989475",甘井子,名贵,大连
正弘澜庭叙A区,2021.03.28 成交,167.0,18765.0,170.0,359,4,29,43,5798,3室2厅1厨1卫,低楼层 (共16层),89㎡,平层,暂无数据,板楼,东,2016,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-04-03,普通住宅,暂无数据,非共有,"113.692627,34.865182",惠济,北大学城,郑州
格兰春晨,2021.06.24 成交,251.0,23117.0,259.0,34,2,17,6,1831,3室2厅1厨2卫,低楼层 (共7层),108.58㎡,平层,97.76㎡,塔楼,南,2010,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-05-22,普通住宅,满五年,共有,"121.4652,29.86502",海曙区,古林,宁波
保利东郡小区,2021.04.25 成交,130.0,12217.0,135.0,26,0,3,1,459,3室2厅1厨1卫,中楼层 (共18层),106㎡,平层,暂无数据,塔楼,南 北,2018,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-31,普通住宅,暂无数据,非共有,"114.837606,38.024239",藁城,藁城市,石家庄
盛世园田居,2021.04.05 成交,87.0,8669.0,84.5,251,2,13,14,2330,3室2厅1厨1卫,中楼层 (共7层),99.33㎡,平层,暂无数据,板楼,南 北,2013,其他,钢混结构,集中供暖,一梯两户,有,商品房,2020-07-28,普通住宅,满五年,非共有,"123.51223,41.700106",浑南,营城子,沈阳
二台子小区,2021.09.18 成交,39.0,6735.0,38.5,54,2,2,0,103,2室1厅1厨1卫,中楼层 (共7层),57.17㎡,暂无数据,暂无数据,板楼,南 北,未知,其他,混合结构,集中供暖,一梯两户,暂无数据,商品房,2021-07-26,普通住宅,暂无数据,非共有,"123.498296,41.845931",大东,上园,沈阳
金苑玉庭小区,2021.03.03 成交,61.0,12009.0,62.5,5,0,5,2,732,1室1厅1厨1卫,低楼层 (共13层),50.38㎡,平层,暂无数据,板塔结合,南,2012,精装,钢混结构,集中供暖,一梯四户,有,商品房,2021-02-27,普通住宅,满五年,共有,"121.82128038145,39.065982287723",开发区,金源,大连
靖江南里,2021.10.31 成交,91.0,15397.0,92.5,1,0,1,1,60,2室1厅1厨1卫,中楼层 (共6层),58.78㎡,平层,暂无数据,板塔结合,南 北,未知,其他,混合结构,集中供暖,一梯三户,无,商品房,2021-10-31,普通住宅,满五年,非共有,"117.25094,39.170947",河北,靖江路,天津
美树日记,2021.07.05 成交,230.0,25009.0,234.5,66,2,20,15,2588,2室2厅1厨1卫,中楼层 (共5层),91.77㎡,平层,暂无数据,板楼,南 北,2010,简装,钢混结构,集中供暖,一梯两户,无,商品房,2021-05-01,普通住宅,暂无数据,非共有,"121.542987,38.950526",甘井子,第五郡,大连
德益里,2021.09.17 成交,89.0,9809.0,90.0,327,7,98,20,6081,2室1厅1厨1卫,高楼层 (共32层),90.53㎡,平层,暂无数据,塔楼,南,未知,简装,钢混结构,集中供暖,两梯四户,有,商品房,2020-10-26,普通住宅,满两年,非共有,"117.277436,39.216043",东丽,金钟街,天津
熙龙山庄,2021.05.10 成交,64.0,9079.0,63.0,1261,9,12,46,1421,2室2厅1厨1卫,高楼层 (共6层),70.5㎡,平层,暂无数据,板楼,东 西,2005,简装,钢混结构,集中供暖,一梯三户,无,商品房,2017-11-26,普通住宅,暂无数据,非共有,"121.408054,38.839665",旅顺口,龙王塘,大连
中铁华胥美邦,2021.02.24 成交,115.0,12791.0,115.0,7,0,11,11,1276,2室2厅1厨1卫,中楼层 (共17层),89.52㎡,平层,68.52㎡,板楼,东 西,2012,其他,钢混结构,集中供暖,两梯四户,有,商品房,2021-02-18,普通住宅,满五年,非共有,"120.425558,36.236266",城阳,流亭,青岛
汶川里,2021.10.05 成交,91.0,19956.0,93.0,110,7,6,5,468,1室1厅1厨1卫,高楼层 (共6层),45.35㎡,平层,暂无数据,板塔结合,南 北,未知,简装,混合结构,集中供暖,一梯四户,无,商品房,2021-06-17,普通住宅,暂无数据,非共有,"117.132513,39.135715",南开,嘉陵道街,天津
仰口路,2022.03.13 成交,195.0,32680.0,198.0,220,6,5,12,1947,2室1厅1厨1卫,高楼层 (共7层),59.67㎡,平层,暂无数据,板楼,南,1989,精装,混合结构,集中供暖,一梯五户,无,商品房,2021-08-05,普通住宅,满五年,非共有,"120.374395,36.073682",市南,湛山,青岛
石药第一生活区中院,2021.07.02 成交,71.0,11756.0,72.0,85,2,5,4,2161,2室1厅1厨1卫,中楼层 (共4层),59.8㎡,平层,暂无数据,板楼,南,1976,简装,混合结构,集中供暖,一梯三户,暂无数据,商品房,2021-04-09,普通住宅,满五年,非共有,"114.46706478716,38.047866972657",桥西,东里,石家庄
翟东小区,2021.12.12 成交,113.0,15794.0,120.0,1,0,0,0,4,3室1厅1厨1卫,中楼层 (共5层),71.23㎡,暂无数据,暂无数据,板楼,南,1976,其他,混合结构,集中供暖,一梯三户,无,商品房,2021-12-12,普通住宅,暂无数据,非共有,"114.56159300134,38.053734867745",长安,跃进,石家庄
宏都熙景,2021.03.26 成交,182.0,20421.0,187.0,16,2,28,19,3540,2室2厅1厨1卫,高楼层 (共30层),88.88㎡,平层,70㎡,板楼,南 北,2016,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-03-10,普通住宅,暂无数据,共有,"121.599296,39.004955",甘井子,华南,大连
香炉礁,2022.01.24 成交,93.0,14000.0,93.5,22,3,23,13,1217,2室1厅1厨1卫,中楼层 (共8层),66.43㎡,平层,暂无数据,板楼,西南,1997,精装,混合结构,集中供暖,一梯四户,无,商品房,2022-01-03,普通住宅,满两年,非共有,"121.605262,38.93499",西岗,香炉礁,大连
银亿海悦花苑,2022.01.22 成交,194.0,21710.0,202.0,326,5,15,5,2138,3室2厅1厨1卫,高楼层 (共18层),89.36㎡,平层,暂无数据,板楼,南,未知,毛坯,钢混结构,暂无数据,一梯四户,有,商品房,2021-03-03,普通住宅,满五年,非共有,"121.607513,29.983682",镇海区,骆驼,宁波
新兴花园,2021.06.03 成交,148.0,19736.0,153.0,128,5,11,8,1934,2室2厅1厨1卫,中楼层 (共41层),74.99㎡,平层,暂无数据,板楼,西南,2014,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-01-27,普通住宅,暂无数据,非共有,"123.413394,41.778026",和平,南湖,沈阳
金沙湾一期,2021.06.01 成交,87.0,13087.0,89.0,252,4,82,11,4159,2室1厅1厨1卫,高楼层 (共6层),66.48㎡,平层,暂无数据,板楼,南 北,2011,毛坯,混合结构,集中供暖,一梯三户,有,商品房,2020-09-23,普通住宅,暂无数据,非共有,"123.41072144957,41.737163467323",和平,长白,沈阳
天润城第十四街区,2021.01.25 成交,180.0,20036.0,185.0,38,1,13,39,3722,3室2厅1厨1卫,高楼层 (共18层),89.84㎡,平层,69.85㎡,板楼,南 北,2012,精装,钢混结构,暂无数据,两梯四户,有,商品房,2020-12-19,普通住宅,暂无数据,共有,"118.737714,32.16147",浦口,桥北,南京
澳海澜庭,2021.04.10 成交,50.0,10205.0,51.0,6,1,1,0,240,2室1厅1厨1卫,中楼层 (共28层),49㎡,平层,暂无数据,板楼,南,2014,精装,钢混结构,暂无数据,一梯三户,有,商品房,2021-04-05,普通住宅,暂无数据,非共有,"125.226305,43.790242",高新区,硅谷街南,长春
连大文润金宸一二期,2021.04.09 成交,184.0,15679.0,185.0,26,3,10,7,1502,3室2厅1厨1卫,中楼层 (共7层),117.04㎡,平层,110㎡,板楼,南 北,2006,简装,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-15,普通住宅,满五年,共有,"121.715174,39.106936",金州,连大,大连
沙口路115-6号院,2022.03.03 成交,71.0,7971.0,72.0,78,2,12,18,2836,3室1厅1厨1卫,中楼层 (共6层),88.45㎡,平层,暂无数据,板楼,南 西,1997,简装,钢混结构,集中供暖,一梯两户,无,商品房,2021-12-16,普通住宅,满五年,非共有,"113.64991,34.772048",金水区,沙口路,郑州
绿地海湾听海苑,2021.05.31 成交,104.0,11765.0,105.0,295,7,1,0,1467,3室2厅1厨1卫,高楼层 (共22层),88.23㎡,平层,67.6㎡,板楼,南,2019,精装,钢混结构,暂无数据,两梯四户,有,商品房,2020-08-10,普通住宅,暂无数据,共有,"121.24147102724,30.351403241017",杭州湾新区,杭州湾新区,宁波
中嘉花园秀水苑,2021.11.01 成交,188.0,19735.0,188.0,4,2,30,5,328,2室1厅1厨1卫,低楼层 (共6层),95.01㎡,暂无数据,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯两户,无,商品房,2021-10-29,普通住宅,暂无数据,非共有,"117.152178,39.17889",红桥,西于庄,天津
中山宾馆宿舍,2022.03.16 成交,67.0,11474.0,68.0,370,11,2,2,1489,2室1厅1厨1卫,中楼层 (共8层),58.22㎡,平层,暂无数据,板楼,南 北,1996,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-03-11,普通住宅,满五年,非共有,"114.48623862527,38.071186475991",新华,九中,石家庄
金纺园,2022.03.13 成交,209.0,27794.0,219.0,63,0,16,3,965,2室1厅1厨1卫,低楼层 (共6层),74.91㎡,平层,65.35㎡,板塔结合,南 北,2003,其他,钢混结构,暂无数据,一梯两户,无,动迁安置房,2022-01-09,普通住宅,满五年,非共有,"118.82825561646,32.110559356672",栖霞,迈皋桥,南京
秀丽园,2022.02.17 成交,172.0,18085.0,179.0,541,5,5,14,4327,2室2厅1厨1卫,高楼层 (共6层),95.11㎡,平层,暂无数据,板塔结合,南 北,未知,其他,混合结构,集中供暖,一梯两户,无,商品房,2020-08-25,普通住宅,满五年,非共有,"117.29114,39.158359",河东,太阳城,天津
兆园,2021.12.18 成交,206.0,27431.0,214.0,18,1,13,22,998,3室1厅1厨1卫,高楼层 (共7层),75.1㎡,平层,暂无数据,板楼,南,1995,简装,钢混结构,暂无数据,一梯四户,无,房改房,2021-12-01,普通住宅,满五年,非共有,"118.75599,32.036717",建邺,茶南,南京
唐岛湾A小区,2022.03.20 成交,123.0,17910.0,129.0,12,1,9,3,444,2室1厅1厨1卫,中楼层 (共5层),68.68㎡,平层,68.68㎡,板楼,南 北,1999,其他,砖混结构,集中供暖,一梯两户,无,商品房,2022-03-09,普通住宅,满五年,非共有,"120.190749,35.955932",黄岛,唐岛湾,青岛
中庚香海金鼎回迁楼,2021.01.06 成交,29.0,4329.0,29.5,9,0,0,2,267,2室1厅1厨1卫,高楼层 (共18层),67㎡,暂无数据,暂无数据,板楼,南 北,2010,毛坯,钢混结构,集中供暖,一梯四户,暂无数据,商品房,2020-12-28,普通住宅,暂无数据,共有,"121.16068458634,38.851307445997",旅顺口,旅顺口,大连
朝园里,2021.10.25 成交,158.0,37055.0,162.0,122,16,33,21,2986,1室1厅1厨1卫,高楼层 (共6层),42.64㎡,平层,暂无数据,板楼,东,未知,简装,混合结构,集中供暖,一梯四户,无,商品房,2021-06-25,普通住宅,满五年,非共有,"117.176667,39.139661",南开,广开街,天津
民生园,2021.05.31 成交,46.0,7438.0,49.0,445,2,18,9,2370,2室1厅1厨1卫,中楼层 (共18层),61.85㎡,平层,暂无数据,板楼,南,2010,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-03-12,普通住宅,满两年,非共有,"121.857885,39.089652",开发区,金湾新城,大连
国信南湖公馆北区,2021.04.30 成交,117.0,13771.0,118.0,5,2,2,1,336,2室1厅1厨1卫,低楼层 (共18层),84.82㎡,平层,暂无数据,板楼,南 北,2012,精装,钢混结构,暂无数据,两梯两户,有,商品房,2021-04-26,普通住宅,暂无数据,共有,"125.297078,43.868047",朝阳区,南湖,长春
海龙香槟大道,2022.02.28 成交,78.0,5807.0,78.0,42,1,1,0,834,3室1厅1厨2卫,高楼层 (共6层),133.47㎡,复式,暂无数据,板塔结合,南 西,未知,精装,钢混结构,集中供暖,一梯两户,无,商品房,2022-01-18,普通住宅,满五年,非共有,"113.42975717849,34.791849853078",荥阳市,荥阳城区,郑州
绿城全运村三期兰园,2021.03.25 成交,113.0,13620.0,115.0,183,2,36,13,2874,2室1厅1厨1卫,低楼层 (共9层),82.97㎡,平层,暂无数据,板楼,南 北,2016,毛坯,钢混结构,集中供暖,一梯两户,有,商品房,2020-09-23,普通住宅,暂无数据,共有,"123.48757699413,41.687550061742",浑南,新市府,沈阳
前横小区,2021.05.08 成交,112.0,17740.0,114.8,16,1,2,0,125,2室1厅1厨1卫,高楼层 (共6层),62.91㎡,平层,暂无数据,板楼,南,未知,其他,钢混结构,暂无数据,一梯两户,无,拆迁安置房,2021-04-23,普通住宅,暂无数据,非共有,"121.45704689911,29.710702304588",奉化区,奉化区,宁波
文体街,2021.03.23 成交,53.0,10038.0,54.0,110,3,6,9,3730,2室1厅1厨1卫,高楼层 (共7层),52.8㎡,平层,暂无数据,板楼,东 南,1998,精装,砖混结构,集中供暖,一梯三户,无,商品房,2020-12-04,普通住宅,满五年,非共有,"121.634564,38.981526",甘井子,甘井子,大连
合作东区,2021.12.11 成交,87.0,12470.0,92.0,183,9,20,6,1285,2室1厅1厨1卫,低楼层 (共6层),69.21㎡,平层,暂无数据,板楼,南 北,1995,简装,砖混结构,集中供暖,一梯三户,有,商品房,2021-06-12,普通住宅,暂无数据,非共有,"114.448937,38.062668",新华,合作路,石家庄
