小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
好景山庄,2021.06.14 成交,113.0,7198.0,120.0,617,5,14,15,3593,4室2厅1厨2卫,中楼层 (共6层),157㎡,平层,暂无数据,塔楼,南 北,2009,其他,砖混结构,暂无数据,一梯两户,无,商品房,2019-10-06,普通住宅,暂无数据,非共有,"125.352364,43.840448",南关区,净水厂,长春
保利心语花园,2021.07.30 成交,96.0,10606.0,98.0,133,8,59,4,2401,2室1厅1厨1卫,中楼层 (共18层),90.52㎡,平层,暂无数据,板楼,南 北,2014,简装,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-20,普通住宅,暂无数据,非共有,"123.32889021517,41.822587619503",铁西,重工街,沈阳
香洲心城,2021.03.13 成交,130.0,21211.0,134.0,342,2,39,59,8539,1室1厅1厨1卫,中楼层 (共18层),61.29㎡,平层,暂无数据,板楼,南 北,2012,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-04-06,普通住宅,暂无数据,非共有,"121.592681,38.943735",沙河口,侯家沟,大连
宁工新寓二村,2021.03.11 成交,445.0,37090.0,455.0,21,1,3,3,1579,3室1厅1厨2卫,高楼层 (共6层),119.98㎡,跃层,暂无数据,板楼,南 北,2001,简装,砖混结构,暂无数据,一梯两户,无,商品房,2021-02-19,普通住宅,暂无数据,共有,"118.74379692436,32.065144281185",鼓楼,草场门大街,南京
冉屯北路6-9号,2021.08.04 成交,55.0,8020.0,60.0,24,5,9,7,622,2室1厅1厨1卫,中楼层 (共7层),68.58㎡,平层,58.28㎡,板楼,南 北,1995,精装,砖混结构,集中供暖,一梯两户,无,房改房,2021-07-11,普通住宅,满五年,非共有,"113.60956443276,34.782535172387",中原,五龙口,郑州
金陵王榭,2021.03.22 成交,356.0,38734.0,362.0,5,1,1,0,390,3室2厅1厨1卫,低楼层 (共26层),91.91㎡,平层,暂无数据,塔楼,南,2010,其他,钢混结构,暂无数据,两梯六户,有,商品房,2021-03-17,普通住宅,暂无数据,共有,"118.800859,32.009285",秦淮,洪家园,南京
龙湖滟澜山,2021.03.05 成交,175.0,16146.0,180.0,140,0,3,4,2148,2室3厅1厨3卫,高楼层 (共4层),108.02㎡,暂无数据,暂无数据,板楼,南 北,2018,毛坯,框架结构,集中供暖,一梯四户,无,商品房,2020-10-16,普通住宅,满两年,非共有,"121.444054,38.932399",甘井子,溪之谷,大连
世纪花园A区,2022.03.02 成交,273.0,30121.0,288.0,450,35,36,24,4581,3室2厅1厨1卫,中楼层 (共18层),90.57㎡,平层,暂无数据,板塔结合,南,2008,精装,钢混结构,暂无数据,两梯四户,有,商品房,2020-12-08,普通住宅,暂无数据,非共有,"121.601232,29.849388",鄞州区,潘火,宁波
电力公司家属院,2021.01.27 成交,105.0,14000.0,108.0,297,7,31,10,4086,2室1厅1厨1卫,中楼层 (共5层),75㎡,平层,暂无数据,板楼,南 北,1985,简装,混合结构,集中供暖,一梯三户,无,商品房,2020-04-05,普通住宅,暂无数据,非共有,"113.635696,34.750352",二七,老郑大,郑州
绿地海湾丽海苑,2021.09.10 成交,100.0,11328.0,103.0,46,5,6,1,508,3室2厅1厨1卫,中楼层 (共25层),88.28㎡,平层,67.67㎡,板楼,南,未知,精装,钢混结构,暂无数据,两梯四户,有,商品房,2021-07-27,普通住宅,暂无数据,非共有,"121.23245582506,30.351793534294",杭州湾新区,杭州湾新区,宁波
永庆村小区,2021.01.10 成交,486.0,99306.0,490.0,253,2,12,1,392,2室1厅1厨1卫,高楼层 (共7层),48.94㎡,平层,暂无数据,板楼,南,1993,其他,混合结构,暂无数据,一梯两户,无,商品房,2020-05-02,普通住宅,暂无数据,非共有,"118.781671,32.051688",鼓楼,华侨路,南京
天润城第十一街区,2021.01.25 成交,224.0,21409.0,220.0,387,5,8,10,2264,3室2厅1厨1卫,低楼层 (共6层),104.63㎡,平层,暂无数据,板塔结合,南 北,2010,简装,钢混结构,暂无数据,一梯两户,无,商品房,2020-01-04,普通住宅,暂无数据,共有,"118.742651,32.155601",浦口,桥北,南京
南方花园枫彩园,2021.01.12 成交,284.0,26461.0,287.0,58,4,59,34,5555,3室2厅1厨1卫,中楼层 (共6层),107.33㎡,暂无数据,暂无数据,板楼,南 北,2008,精装,钢混结构,暂无数据,一梯四户,无,商品房,2020-11-16,普通住宅,暂无数据,共有,"118.829654,31.965781",江宁,岔路口,南京
壹品新境,2021.06.03 成交,73.0,11231.0,75.0,562,5,13,42,3542,1室1厅1厨1卫,中楼层 (共28层),65㎡,平层,暂无数据,板楼,东南,2012,精装,钢混结构,暂无数据,四梯二十户,有,商品房,2019-11-20,普通住宅,暂无数据,非共有,"126.590607,45.700735",南岗,哈西商圈,哈尔滨
中北蔚蓝星座,2021.11.26 成交,366.0,37218.0,380.0,267,3,129,51,10041,2室2厅1厨1卫,高楼层 (共24层),98.34㎡,平层,78.72㎡,板塔结合,南,2007,简装,钢混结构,暂无数据,两梯三户,有,商品房,2021-03-05,普通住宅,满五年,共有,"118.804708,32.012778",秦淮,秦虹,南京
乐山小区,2021.10.17 成交,21.0,5394.0,20.5,51,4,5,7,448,1室1厅1厨1卫,中楼层 (共7层),37.64㎡,平层,暂无数据,板楼,南,2010,简装,砖混结构,集中供暖,一梯三户,无,商品房,2021-08-28,普通住宅,满五年,非共有,"123.42188423586,41.870987585462",于洪,西三台子,沈阳
明月港湾旭日湾,2021.10.31 成交,238.0,27222.0,246.0,21,1,1,1,160,2室2厅1厨1卫,中楼层 (共6层),87.43㎡,平层,暂无数据,板楼,南 北,2002,其他,钢混结构,暂无数据,一梯两户,无,商品房,2021-10-11,普通住宅,满五年,共有,"118.839327,31.983671",江宁,岔路口,南京
中粮祥云,2021.01.17 成交,288.0,32462.0,288.0,170,2,30,3,2554,3室2厅1厨1卫,低楼层 (共32层),88.72㎡,平层,暂无数据,板楼,南,未知,其他,钢混结构,暂无数据,两梯四户,有,商品房,2020-08-01,普通住宅,暂无数据,非共有,"118.903569,31.921618",江宁,江宁大学城,南京
龙畔金泉五期K4区,2021.04.21 成交,142.0,14668.0,143.8,177,2,18,11,2651,2室2厅1厨1卫,中楼层 (共13层),96.61㎡,平层,77.29㎡,板楼,南 北,2009,精装,框架结构,集中供暖,一梯两户,有,商品房,2020-10-26,普通住宅,满两年,非共有,"121.63185815162,39.015617795485",甘井子,泉水龙畔金泉,大连
凤凰花园城静幽园,2021.03.06 成交,362.0,51168.0,368.0,191,4,63,26,4643,2室2厅1厨1卫,中楼层 (共7层),70.65㎡,平层,暂无数据,板塔结合,西南,1995,简装,混合结构,暂无数据,一梯四户,无,商品房,2020-08-28,普通住宅,暂无数据,非共有,"118.749242,32.048166",鼓楼,凤凰西街,南京
滨才城四期,2022.02.11 成交,65.0,5541.0,66.0,86,1,8,5,1465,3室1厅1厨2卫,中楼层 (共6层),117.31㎡,平层,暂无数据,板楼,南 西 北,2010,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-11-17,普通住宅,暂无数据,非共有,"126.5367822889,45.8850798312",松北,哈尔滨新区,哈尔滨
国信央城大观,2022.02.13 成交,97.0,10105.0,99.0,494,5,32,44,5440,2室2厅1厨1卫,低楼层 (共21层),96㎡,平层,暂无数据,板楼,南,2018,精装,钢混结构,暂无数据,两梯三户,有,商品房,2020-10-08,普通住宅,暂无数据,共有,"125.318944,43.802207",南关区,南部新城,长春
金谷里,2021.12.13 成交,133.0,24084.0,136.0,127,7,20,17,1956,2室1厅1厨1卫,中楼层 (共8层),54.85㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯四户,无,商品房,2021-08-08,普通住宅,满五年,非共有,"117.207662,39.155882",河北,望海楼,天津
净水山莊,2021.03.25 成交,53.0,10708.0,56.0,8,0,1,2,288,2室1厅1厨1卫,低楼层 (共7层),49.5㎡,平层,暂无数据,板楼,南,2001,精装,混合结构,暂无数据,一梯三户,无,商品房,2021-03-18,普通住宅,暂无数据,非共有,"125.35059,43.847818",南关区,净水厂,长春
东方万汇尊邸,2021.05.11 成交,43.0,9857.0,43.0,4,1,1,0,150,1室1厅1厨1卫,中楼层 (共25层),43.12㎡,暂无数据,暂无数据,塔楼,西南,2017,其他,钢混结构,暂无数据,两梯九户,有,商品房,2021-05-07,酒店式公寓,暂无数据,非共有,"118.663023,32.070206",浦口,江浦街道,南京
祥泰花园A区,2021.09.19 成交,47.0,7154.0,50.0,394,2,12,5,2546,2室1厅1厨1卫,中楼层 (共7层),65㎡,平层,暂无数据,板楼,东 西,2000,简装,钢混结构,暂无数据,一梯四户,无,商品房,2020-08-22,普通住宅,暂无数据,共有,"126.65388094462,45.785714337448",道外,承德广场,哈尔滨
恒大雅苑,2022.02.24 成交,103.0,8944.0,109.0,42,2,8,4,679,3室2厅1厨2卫,中楼层 (共31层),115.17㎡,平层,115.17㎡,板楼,南 北,2018,精装,钢混结构,集中供暖,两梯两户,有,商品房,2022-01-13,普通住宅,暂无数据,非共有,"123.403531,41.9061",皇姑,四台子,沈阳
缇香郦城,2021.08.27 成交,265.0,31086.0,270.0,59,2,11,0,8,3室2厅1厨2卫,低楼层 (共17层),85.25㎡,平层,暂无数据,塔楼,南,未知,毛坯,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2021-06-29,普通住宅,暂无数据,非共有,"121.54473415798,29.779623890021",鄞州区,姜山,宁波
栖仙温泉公寓中区,2021.10.02 成交,158.0,15316.0,157.5,25,1,4,5,548,2室2厅1厨1卫,低楼层 (共6层),102.84㎡,平层,暂无数据,板楼,南 北,未知,其他,混合结构,集中供暖,两梯两户,有,私产,2021-09-08,普通住宅,满五年,非共有,"117.052394,39.392578",武清,保利金街,天津
