小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
中环十一区,2021.07.24 成交,56.0,9569.0,58.8,17,0,0,0,234,2室2厅1厨1卫,高楼层 (共7层),58㎡,平层,暂无数据,板楼,南 北,未知,精装,钢结构,暂无数据,一梯三户,无,商品房,2021-07-07,普通住宅,暂无数据,非共有,"125.35368,43.903449",宽城区,东大桥,长春
汝河路41号,2021.10.30 成交,55.0,7624.0,56.0,337,4,17,3,2693,2室1厅1厨1卫,中楼层 (共5层),72.15㎡,平层,65.35㎡,板楼,南 北,2000,简装,混合结构,自供暖,一梯三户,无,商品房,2020-11-28,普通住宅,满五年,非共有,"113.64079551288,34.73922148463",二七区,市财政局,郑州
保利心语一期,2021.06.02 成交,136.0,16212.0,143.0,612,10,180,34,6215,3室1厅1厨1卫,高楼层 (共34层),83.89㎡,平层,暂无数据,塔楼,西南,2017,简装,钢混结构,集中供暖,两梯四户,有,商品房,2019-09-29,普通住宅,满两年,非共有,"113.600239,34.75252",中原,中原万达,郑州
华润海中国二期,2021.11.19 成交,167.0,14637.0,166.0,128,6,24,8,1111,3室1厅1厨1卫,低楼层 (共34层),114.1㎡,平层,3㎡,板楼,南 北,2012,简装,钢混结构,集中供暖,两梯六户,有,商品房,2021-07-15,普通住宅,满两年,非共有,"121.764858,39.04089",开发区,华润海中国,大连
橄榄城润泽园,2021.03.16 成交,187.0,14497.0,190.0,54,3,4,2,1031,3室2厅1厨2卫,高楼层 (共27层),129㎡,平层,暂无数据,板塔结合,南 北,2018,其他,钢混结构,集中供暖,两梯三户,有,商品房,2021-01-22,普通住宅,暂无数据,非共有,"113.67306,34.701321",二七,万客来,郑州
纯粹家园,2021.10.21 成交,69.0,6533.0,75.0,75,0,1,8,617,2室2厅1厨1卫,高楼层 (共7层),105.63㎡,平层,暂无数据,板楼,南 北,2003,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-08-08,普通住宅,满五年,非共有,"114.655045,38.092747",长安,滹沱,石家庄
流星名座,2021.12.03 成交,30.0,11475.0,30.0,227,4,8,14,1933,1室0厅1厨1卫,中楼层 (共6层),25.71㎡,平层,18.36㎡,板楼,南 西,未知,简装,钢混结构,暂无数据,一梯十七户,有,商品房,2021-04-21,普通住宅,满五年,非共有,"121.533352,29.8828",海曙区,南门,宁波
瑞城F区,2021.09.11 成交,235.0,19081.0,237.0,39,3,30,19,2473,3室2厅1厨2卫,高楼层 (共33层),122.9㎡,平层,暂无数据,板楼,南,2012,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-08-03,普通住宅,满两年,非共有,"114.570584,38.054804",长安,谈固,石家庄
保利溪湖林语一期,2021.04.06 成交,65.0,10128.0,65.8,145,2,2,2,950,2室1厅1厨1卫,低楼层 (共6层),64.18㎡,平层,暂无数据,板楼,西北,2014,简装,钢混结构,集中供暖,一梯三户,无,商品房,2020-11-13,普通住宅,暂无数据,非共有,"123.39156,41.907105",皇姑,四台子,沈阳
威尼斯水城第九街区,2021.09.16 成交,236.0,26269.0,250.0,12,1,2,2,227,2室2厅1厨1卫,低楼层 (共9层),89.84㎡,平层,暂无数据,板楼,南,2010,其他,钢混结构,暂无数据,一梯两户,有,商品房,2021-09-04,普通住宅,暂无数据,共有,"118.761931,32.147616",浦口,桥北,南京
南湖新村,2021.03.07 成交,187.0,35322.0,188.0,310,2,10,5,1756,2室1厅1厨1卫,低楼层 (共5层),52.8㎡,平层,暂无数据,板楼,南,2000,简装,混合结构,暂无数据,一梯三户,无,商品房,2020-05-02,普通住宅,暂无数据,非共有,"125.308349,43.853386",朝阳区,南湖,长春
大有文园,2022.02.13 成交,145.0,18198.0,145.0,200,3,41,77,7862,3室1厅1厨1卫,低楼层 (共24层),79.46㎡,平层,暂无数据,板楼,南 北,2013,精装,钢混结构,集中供暖,三梯九户,有,商品房,2021-07-29,普通住宅,满两年,共有,"121.519886,38.89085",高新园区,凌水,大连
海信东山郡,2021.06.27 成交,213.0,24745.0,217.0,192,3,47,39,7067,2室2厅1厨1卫,中楼层 (共32层),86.08㎡,平层,暂无数据,板楼,南 北,2017,简装,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-18,普通住宅,满两年,非共有,"120.43804548859,36.170211798813",李沧,李村公园,青岛
万科城二期,2021.03.07 成交,146.0,18797.0,148.0,9,1,2,0,331,2室2厅1厨1卫,低楼层 (共33层),77.41㎡,平层,暂无数据,板塔结合,东 北,2006,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-02-27,普通住宅,满五年,共有,"123.393374,41.754115",和平,长白,沈阳
洪福家园,2021.04.17 成交,225.0,13601.0,228.0,48,1,2,0,530,3室2厅1厨2卫,高楼层 (共14层),165.43㎡,错层,暂无数据,板楼,南 北,2003,精装,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-03-01,普通住宅,暂无数据,共有,"123.40336248278,41.793406323331",和平,太原街,沈阳
生态城,2022.03.12 成交,78.0,9097.0,80.0,109,1,15,6,2393,2室2厅1厨1卫,低楼层 (共11层),84.98㎡,平层,暂无数据,板楼,南 北,未知,精装,框架结构,集中供暖,一梯两户,暂无数据,商品房,2021-11-23,普通住宅,满两年,非共有,"121.97190264919,39.625379518583",瓦房店,瓦房店,大连
金源北里安居小区,2021.05.28 成交,81.0,10916.0,81.0,40,5,25,3,1860,2室2厅1厨1卫,中楼层 (共6层),73.75㎡,平层,暂无数据,板楼,南 北,2000,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-04-19,普通住宅,暂无数据,非共有,"121.82639597595,39.064160502871",开发区,金源,大连
怡和家园,2021.12.01 成交,57.0,7177.0,56.0,74,1,5,14,1289,2室1厅1厨1卫,低楼层 (共6层),78.73㎡,平层,暂无数据,板楼,南 北,2008,简装,钢混结构,集中供暖,一梯两户,无,商品房,2021-09-19,普通住宅,暂无数据,非共有,"119.99027405114,36.300952202175",胶州,北关,青岛
炼油厂第二生活区,2021.03.17 成交,49.0,7771.0,50.0,91,4,17,8,3131,2室1厅1厨1卫,高楼层 (共6层),63.06㎡,平层,暂无数据,板楼,南,1993,简装,混合结构,集中供暖,一梯三户,无,商品房,2020-12-17,普通住宅,满两年,非共有,"114.696734,37.997635",藁城,藁城市,石家庄
五爱社区,2021.03.15 成交,116.0,20000.0,122.0,81,11,15,7,1697,2室1厅1厨1卫,中楼层 (共9层),58㎡,暂无数据,暂无数据,板塔结合,东 西,1996,精装,混合结构,集中供暖,一梯三户,无,商品房,2020-12-24,普通住宅,暂无数据,共有,"123.45099780936,41.791711115289",沈河,五爱,沈阳
卓达太阳城希望之州,2021.07.29 成交,83.0,9134.0,88.0,6,0,2,0,230,2室2厅1厨1卫,低楼层 (共32层),90.27㎡,暂无数据,68.8㎡,板楼,南,2010,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-07-24,普通住宅,满两年,非共有,"114.599825,37.963967",栾城,冶河镇,石家庄
京广路11号院,2021.06.17 成交,123.0,9720.0,125.0,297,3,8,2,1101,2室2厅1厨1卫,低楼层 (共7层),126.55㎡,平层,暂无数据,板楼,西南,1996,简装,混合结构,自供暖,一梯两户,无,商品房,2020-08-25,普通住宅,满五年,非共有,"113.66411268212,34.730535182465",二七,鞋城,郑州
中基礼域尚城,2022.02.24 成交,172.0,18535.0,175.0,173,3,35,12,2076,2室1厅1厨1卫,中楼层 (共35层),92.8㎡,平层,74.85㎡,塔楼,南 西,2009,简装,钢混结构,集中供暖,两梯五户,有,商品房,2021-09-04,普通住宅,满五年,非共有,"114.50927574585,38.057848179244",长安,南三条,石家庄
盛世福邸,2021.02.21 成交,97.0,14388.0,98.0,68,3,5,5,1504,1室2厅1厨1卫,中楼层 (共26层),67.21㎡,平层,暂无数据,板楼,南,2017,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-12-16,普通住宅,满两年,非共有,"120.157158,35.991162",黄岛,保税区,青岛
湖畔小区,2022.01.24 成交,130.0,18601.0,132.0,126,9,4,9,1079,2室1厅1厨1卫,中楼层 (共24层),69.89㎡,平层,暂无数据,板楼,东北,1995,简装,钢混结构,集中供暖,两梯八户,有,商品房,2021-09-20,普通住宅,满五年,非共有,"121.663849,38.922114",中山,三八南,大连
貌川里,2021.11.12 成交,135.0,22500.0,140.0,11,0,6,18,424,2室1厅1厨1卫,中楼层 (共7层),60㎡,平层,暂无数据,板楼,东南,未知,简装,混合结构,集中供暖,一梯五户,无,商品房,2021-11-02,普通住宅,满五年,非共有,"117.135405,39.131801",南开,嘉陵道街,天津
环宇品阁,2021.03.04 成交,32.0,6437.0,36.0,606,0,9,10,1306,1室1厅1厨1卫,中楼层 (共24层),49.72㎡,跃层,暂无数据,塔楼,西,2012,精装,钢混结构,集中供暖,两梯二十户,有,商品房,2019-07-07,普通住宅,暂无数据,非共有,"121.805267,39.068001",开发区,开发区万达,大连
福利巷8号,2022.03.10 成交,29.0,2359.0,28.8,62,6,5,2,1749,3室2厅1厨1卫,中楼层 (共6层),122.09㎡,平层,暂无数据,板楼,南 北,1995,简装,钢混结构,暂无数据,一梯一户,暂无数据,商品房,2022-01-08,普通住宅,满五年,非共有,"113.39421899826,34.797836698398",荥阳市,荥阳城区,郑州
柴桥501部队小区,2021.03.22 成交,92.0,13392.0,92.0,15,0,2,2,462,2室1厅1厨1卫,高楼层 (共4层),68.7㎡,暂无数据,暂无数据,板楼,南,1990,其他,砖混结构,暂无数据,一梯两户,暂无数据,商品房,2021-03-08,普通住宅,满两年,非共有,"121.92723367714,29.873887520799",北仑区,柴桥,宁波
方正龙天园,2021.12.15 成交,149.0,20784.0,150.0,196,21,21,38,4121,2室1厅1厨1卫,高楼层 (共7层),71.45㎡,复式,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯五户,无,商品房,2021-06-02,普通住宅,满五年,非共有,"117.273458,39.077311",河西,陈塘庄,天津
朗诗未来街区二期,2021.08.23 成交,225.0,25230.0,227.0,178,2,22,4,2051,3室2厅1厨1卫,低楼层 (共18层),89.18㎡,平层,暂无数据,板塔结合,南 北,未知,其他,钢混结构,暂无数据,两梯四户,有,商品房,2021-02-27,普通住宅,暂无数据,共有,"118.72004265045,32.192688146473",浦口,高新区,南京
紫杨佳园,2021.05.16 成交,224.0,26077.0,225.0,12,0,3,8,928,2室2厅1厨1卫,高楼层 (共14层),85.9㎡,平层,暂无数据,板塔结合,南 北,2013,其他,钢混结构,暂无数据,两梯七户,有,商品房,2021-05-05,普通住宅,暂无数据,非共有,"118.860515,32.016974",秦淮,月牙湖,南京
龙跃时代家园,2021.05.17 成交,150.0,8701.0,155.0,246,9,16,19,2320,4室2厅1厨2卫,中楼层 (共7层),172.41㎡,平层,暂无数据,板楼,南,2001,简装,混合结构,自供暖,一梯两户,无,商品房,2020-09-13,普通住宅,暂无数据,非共有,"113.64797034482,34.728815134464",二七,市财政局,郑州
天兴罗斯福,2021.06.29 成交,185.0,15829.0,186.0,47,2,20,8,1540,2室1厅1厨1卫,低楼层 (共31层),116.88㎡,平层,暂无数据,塔楼,西 北,2005,精装,钢混结构,集中供暖,三梯十二户,有,商品房,2021-05-14,普通住宅,满两年,非共有,"121.592567,38.918462",沙河口,西安路,大连
保利林语E区一期,2021.03.17 成交,178.0,13284.0,185.0,5,1,2,0,632,3室2厅1厨2卫,中楼层 (共5层),134㎡,暂无数据,暂无数据,板楼,南 北,2011,简装,钢混结构,暂无数据,一梯两户,无,商品房,2021-03-12,普通住宅,暂无数据,共有,"125.297171,43.812205",南关区,友谊公园,长春
恒大绿洲,2022.02.23 成交,93.0,9578.0,97.0,11,2,4,0,413,3室2厅1厨1卫,低楼层 (共33层),96.58㎡,平层,暂无数据,板塔结合,南 北,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2022-02-12,普通住宅,满五年,非共有,"114.679173,38.026944",藁城,东开发区,石家庄
兴贤佳园尚贤苑,2021.04.05 成交,163.0,23841.0,165.0,1044,0,23,65,4236,2室1厅1厨1卫,高楼层 (共6层),68.16㎡,平层,暂无数据,板楼,南 北,2004,精装,砖混结构,暂无数据,一梯两户,无,商品房,2018-05-27,普通住宅,满五年,共有,"118.84601007073,32.108233476277",玄武,月苑,南京
千山心城,2022.03.02 成交,128.0,17047.0,132.0,86,1,9,4,1253,2室2厅1厨1卫,低楼层 (共6层),75.09㎡,平层,75㎡,板楼,南 北,2004,精装,钢混结构,集中供暖,一梯两户,无,商品房,2021-12-07,普通住宅,满五年,非共有,"121.58041,38.984834",甘井子,山东路,大连
殷巷新寓188至241幢,2021.01.29 成交,165.0,25350.0,170.0,79,0,2,0,845,2室1厅1厨1卫,高楼层 (共6层),65.09㎡,平层,暂无数据,板塔结合,南,2002,其他,钢混结构,暂无数据,一梯两户,无,商品房,2020-11-12,普通住宅,暂无数据,非共有,"118.844535,31.91128",江宁,九龙湖,南京
鲁信含章花园,2021.04.16 成交,180.0,29183.0,183.0,6,1,1,3,457,1室1厅1厨1卫,中楼层 (共30层),61.68㎡,暂无数据,46.83㎡,板楼,南,2012,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-04-11,普通住宅,满五年,非共有,"120.436457,36.11918",崂山,北村,青岛
泡崖美林园,2021.02.26 成交,93.0,14293.0,95.8,3,0,4,1,495,2室1厅1厨1卫,中楼层 (共7层),64.93㎡,平层,暂无数据,板楼,南,2004,其他,混合结构,集中供暖,一梯三户,无,商品房,2021-02-24,普通住宅,暂无数据,非共有,"121.526458,38.980365",甘井子,美林园,大连
恒泰嘉园,2022.01.21 成交,16.0,1778.0,16.0,1,0,0,0,17,2室1厅1厨1卫,高楼层 (共7层),90㎡,平层,暂无数据,板楼,东 南 北,2012,其他,钢混结构,暂无数据,一梯三户,无,商品房,2022-01-21,普通住宅,暂无数据,非共有,"126.65628236713,45.667762576096",南岗,哈南商圈,哈尔滨
融创公馆B,2022.03.19 成交,22.0,4695.0,26.0,1,0,1,0,30,1室1厅1厨1卫,中楼层 (共23层),46.86㎡,暂无数据,暂无数据,平房,北,未知,其他,钢混结构,集中供暖,一梯十七户,暂无数据,商品房,2022-03-19,普通住宅,满两年,非共有,"120.11388984362,35.916020085241",黄岛,东方影都,青岛
万科天伦紫台一期,2021.06.27 成交,217.0,15035.0,225.0,187,0,2,9,2678,4室2厅1厨2卫,低楼层 (共25层),144㎡,平层,暂无数据,板楼,南 北,2017,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-23,普通住宅,暂无数据,非共有,"113.653201,34.883875",惠济,北大学城,郑州
泰华林家园,2021.03.06 成交,68.0,7272.0,70.0,42,4,2,0,681,2室2厅1厨1卫,中楼层 (共6层),93.51㎡,平层,暂无数据,板楼,南 北,2009,其他,框架结构,集中供暖,一梯两户,无,商品房,2021-01-24,普通住宅,暂无数据,非共有,"123.38036917718,41.882430073538",于洪,荷兰村,沈阳
中国铁建山语城,2021.04.12 成交,113.0,14594.0,115.0,140,4,85,17,4611,2室2厅1厨1卫,中楼层 (共18层),77.43㎡,平层,暂无数据,板楼,南 北,2019,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-11-23,普通住宅,满两年,非共有,"121.471554,38.99798",甘井子,生态新城,大连
保利上林湾一期,2021.03.29 成交,83.0,8138.0,84.0,203,11,22,24,3521,2室2厅1厨1卫,中楼层 (共11层),102㎡,平层,暂无数据,板楼,北 南,2010,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-09-07,普通住宅,暂无数据,非共有,"123.373606,41.862144",于洪,丁香湖,沈阳
润埠花园,2021.05.17 成交,40.0,5361.0,40.0,1,0,1,0,57,2室1厅1厨1卫,低楼层 (共2层),74.24㎡,暂无数据,暂无数据,暂无数据,南,未知,其他,未知结构,暂无数据,一梯一户,暂无数据,商品房,2021-05-16,普通住宅,暂无数据,非共有,"118.9047155046,32.272190159932",六合,六合其它,南京
下夹树街,2021.04.03 成交,68.0,6477.0,73.0,193,3,3,0,1477,2室1厅1厨1卫,高楼层 (共8层),105㎡,平层,暂无数据,板楼,南 北,1998,精装,钢混结构,暂无数据,一梯两户,无,商品房,2020-09-23,普通住宅,暂无数据,非共有,"126.631248,45.753868",南岗,哈特百脑汇教化工大,哈尔滨
东方华庭,2021.08.17 成交,130.0,13775.0,135.0,376,5,106,82,7471,2室2厅1厨1卫,高楼层 (共18层),94.38㎡,平层,72.51㎡,板楼,南 北,2012,精装,混合结构,集中供暖,两梯三户,有,商品房,2020-08-07,普通住宅,满五年,共有,"120.137982,35.929253",黄岛,东方影都,青岛
沿东小区,2021.10.10 成交,82.0,12629.0,86.0,139,3,5,12,1628,2室2厅1厨1卫,中楼层 (共6层),64.93㎡,平层,暂无数据,板楼,南 北,1996,简装,混合结构,集中供暖,一梯两户,无,商品房,2021-05-24,普通住宅,暂无数据,非共有,"114.52940978837,38.081620499928",长安,沿东,石家庄
吉盛小区2期,2021.10.22 成交,50.0,7136.0,53.8,167,4,10,3,1543,2室1厅1厨1卫,高楼层 (共7层),70.07㎡,平层,暂无数据,板塔结合,南 北,未知,简装,混合结构,暂无数据,一梯三户,无,商品房,2021-05-09,普通住宅,暂无数据,共有,"125.374092,43.88673",二道区,劳动公园,长春
恒大名都,2021.08.17 成交,115.0,7998.0,121.0,43,1,7,2,505,3室2厅1厨2卫,中楼层 (共33层),143.8㎡,平层,暂无数据,板楼,南 北,2016,精装,钢混结构,暂无数据,两梯三户,有,商品房,2021-07-06,普通住宅,暂无数据,非共有,"125.222108,43.816566",高新区,硅谷街北,长春
永威翡翠城,2021.07.18 成交,192.0,23418.0,200.0,60,3,49,26,3337,2室2厅1厨1卫,高楼层 (共20层),81.99㎡,平层,62.9㎡,板楼,南,2013,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-05-20,普通住宅,满五年,共有,"113.7347183994,34.762074934232",郑东新区,通泰路,郑州
艺苑村,2021.05.06 成交,160.0,34973.0,165.0,1,0,1,0,439,2室1厅1厨1卫,中楼层 (共6层),45.75㎡,暂无数据,暂无数据,板楼,南 北,1985,其他,砖混结构,暂无数据,一梯两户,无,商品房,2021-05-05,普通住宅,暂无数据,非共有,"118.764981,32.036565",建邺,南湖,南京
城市之光月光园,2021.12.11 成交,126.0,23317.0,133.0,40,2,23,43,2859,1室1厅1厨1卫,低楼层 (共26层),54.04㎡,平层,暂无数据,板塔结合,南,未知,精装,钢混结构,集中供暖,三梯九户,有,私产,2021-11-02,普通住宅,满五年,非共有,"117.21914,39.14651",河东,春华街,天津
汇嘉新园北区,2021.03.18 成交,128.0,25600.0,133.0,16,1,6,1,724,1室1厅1厨1卫,低楼层 (共18层),50㎡,平层,暂无数据,板楼,南,2008,其他,钢混结构,暂无数据,两梯四户,有,商品房,2021-03-03,普通住宅,满五年,共有,"121.512079,29.945293",江北区,洪塘,宁波
上东金茂府,2021.10.04 成交,272.0,25913.0,277.0,1,0,1,0,39,3室1厅1厨2卫,中楼层 (共21层),104.97㎡,平层,暂无数据,板塔结合,南 北,未知,其他,混合结构,自供暖,一梯三户,暂无数据,商品房,2021-10-04,普通住宅,暂无数据,非共有,"117.30235995301,39.126152973978",东丽,万新街,天津
华润橡树湾4期,2021.08.05 成交,80.0,11566.0,75.0,31,3,8,5,545,2室1厅1厨1卫,低楼层 (共30层),69.17㎡,平层,暂无数据,板楼,南,2015,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-07-06,普通住宅,满五年,共有,"123.364395,41.861767",于洪,丁香湖,沈阳
新华小区(西岗),2021.12.25 成交,182.0,17788.0,198.0,157,2,7,13,2248,3室1厅1厨1卫,高楼层 (共20层),102.32㎡,平层,暂无数据,板楼,南 北,1999,简装,钢混结构,集中供暖,两梯八户,有,商品房,2021-07-22,普通住宅,满五年,非共有,"121.60939,38.909486",西岗,太原街,大连
九中安民街,2021.06.27 成交,251.0,44455.0,260.0,29,0,5,6,901,2室1厅1厨1卫,低楼层 (共7层),56.35㎡,平层,暂无数据,板楼,南 北,1990,简装,混合结构,集中供暖,一梯四户,无,商品房,2021-05-30,普通住宅,暂无数据,非共有,"121.655569,38.924635",中山,中山友好,大连
恒大绿洲（三期五期）,2021.04.19 成交,83.0,10509.0,85.0,23,3,8,4,654,2室2厅1厨1卫,中楼层 (共18层),78.98㎡,平层,暂无数据,板塔结合,东南,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-27,普通住宅,暂无数据,非共有,"123.340049,41.752287",于洪,于洪新城,沈阳
乔虹苑,2021.03.30 成交,146.0,29730.0,150.0,15,1,2,0,115,2室1厅1厨1卫,中楼层 (共7层),49.11㎡,暂无数据,暂无数据,板楼,南,1992,其他,钢混结构,暂无数据,一梯三户,无,商品房,2021-03-16,普通住宅,暂无数据,非共有,"118.813817,32.021139",秦淮,秦虹,南京
华润二十四城,2021.08.18 成交,260.0,23466.0,266.0,8,0,10,7,1092,3室1厅1厨2卫,高楼层 (共9层),110.8㎡,平层,93.26㎡,板楼,南 北,2019,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-08-11,普通住宅,暂无数据,共有,"121.54386164028,38.982353403115",甘井子,泡崖四区,大连
华润海中国二期,2021.01.18 成交,153.0,13469.0,155.0,200,5,212,82,12934,3室1厅1厨1卫,中楼层 (共34层),113.6㎡,平层,90.64㎡,板楼,南 北,2010,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-07-03,普通住宅,暂无数据,共有,"121.764858,39.04089",开发区,华润海中国,大连
海信金色慧谷,2021.03.07 成交,257.0,28024.0,262.0,34,1,21,32,4667,2室1厅1厨1卫,中楼层 (共18层),91.71㎡,暂无数据,70.07㎡,板楼,南,2006,简装,钢混结构,集中供暖,两梯四户,有,商品房,2021-02-02,普通住宅,满五年,共有,"120.402479,36.093308",市南,田家花园,青岛
华府美郡花园,2021.05.14 成交,480.0,37966.0,490.0,67,3,14,3,1713,3室2厅1厨2卫,低楼层 (共25层),126.43㎡,平层,98.28㎡,板楼,南,2015,毛坯,钢混结构,暂无数据,两梯三户,有,商品房,2021-03-09,普通住宅,满五年,非共有,"121.546062,29.811374",鄞州区,南部商务区,宁波
青啤花园,2021.06.08 成交,130.0,22376.0,142.0,187,4,22,23,4489,2室1厅1厨1卫,高楼层 (共7层),58.1㎡,平层,53.96㎡,板楼,南,1997,简装,砖混结构,集中供暖,一梯两户,无,已购公房,2020-12-04,普通住宅,暂无数据,非共有,"120.400218,36.077957",市南,闽江路,青岛
温莎小镇,2021.03.29 成交,151.0,23247.0,154.0,101,1,16,7,3268,2室1厅1厨1卫,中楼层 (共17层),64.87㎡,平层,暂无数据,板楼,南,2015,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-12-18,普通住宅,满两年,非共有,"121.60478,38.969349",甘井子,鹏辉,大连
马端街,2021.07.02 成交,26.0,5099.0,28.8,6,0,1,0,72,2室1厅1厨1卫,高楼层 (共6层),51㎡,暂无数据,暂无数据,塔楼,南 北,未知,简装,钢混结构,暂无数据,一梯三户,无,商品房,2021-06-27,普通住宅,暂无数据,非共有,"126.68485102416,45.768440135909",南岗,宣西宣庆体院,哈尔滨
北区花园,2021.02.07 成交,23.0,6098.0,23.0,125,1,9,2,1171,1室1厅1厨1卫,高楼层 (共4层),36.57㎡,平层,暂无数据,板楼,南,1995,精装,混合结构,集中供暖,一梯一户,无,商品房,2020-10-06,普通住宅,暂无数据,非共有,"123.4413199192,41.893819011069",皇姑,三台子,沈阳
天林家园,2021.02.25 成交,183.0,24387.0,192.0,23,2,8,8,1632,2室1厅1厨1卫,低楼层 (共6层),75.04㎡,平层,65.94㎡,板楼,南 北,2003,精装,砖混结构,集中供暖,一梯一户,暂无数据,商品房,2021-02-03,普通住宅,满五年,共有,"120.43491049262,36.124924835668",崂山,北村,青岛
