小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
友爱东里,2021.11.28 成交,218.0,24252.0,226.0,264,9,4,6,1456,2室1厅1厨1卫,低楼层 (共7层),89.89㎡,平层,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯一户,暂无数据,商品房,2021-03-10,普通住宅,暂无数据,非共有,"117.273739,39.110545",河东,中山门街,天津
农业路67号院附5号,2021.01.31 成交,34.0,9753.0,36.0,472,1,4,21,1833,1室1厅1厨1卫,高楼层 (共6层),34.35㎡,平层,暂无数据,板楼,南,1986,简装,混合结构,自供暖,一梯三户,无,商品房,2019-10-17,普通住宅,暂无数据,非共有,"113.675726,34.791819",金水,花园路,郑州
西亚斯御璟,2022.03.04 成交,85.0,6335.0,88.0,288,1,9,7,1103,3室2厅1厨2卫,高楼层 (共20层),134.19㎡,平层,暂无数据,塔楼,西,未知,精装,框架结构,集中供暖,两梯四户,有,商品房,2021-05-20,普通住宅,满两年,共有,"113.77694238969,34.40474082301",新郑市,新郑城区,郑州
和合美家,2021.04.05 成交,135.0,16145.0,135.0,7,0,1,0,500,2室1厅1厨1卫,高楼层 (共7层),83.31㎡,平层,暂无数据,板楼,南 北,2010,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-30,普通住宅,暂无数据,非共有,"121.550683,38.988151",甘井子,泡崖八区,大连
万科未来水岸,2021.10.12 成交,134.0,14920.0,133.5,27,2,22,10,1657,3室1厅1厨1卫,低楼层 (共20层),89.48㎡,平层,72㎡,板塔结合,南,未知,精装,钢混结构,暂无数据,一梯四户,有,商品房,2021-09-16,普通住宅,暂无数据,非共有,"121.43914852346,29.703144998658",奉化区,奉化区,宁波
东方龙湖湾东湖苑,2021.01.18 成交,199.0,22378.0,206.0,99,2,28,17,2519,2室2厅1厨1卫,中楼层 (共8层),88.93㎡,平层,暂无数据,板楼,南,2008,其他,钢混结构,暂无数据,一梯三户,有,商品房,2020-10-12,普通住宅,暂无数据,共有,"118.904991,31.926007",江宁,江宁大学城,南京
桃源小学,2022.01.04 成交,74.0,15049.0,78.0,267,7,19,44,3715,2室1厅1厨1卫,中楼层 (共5层),49.04㎡,平层,49㎡,板楼,南,1992,精装,混合结构,集中供暖,一梯四户,无,商品房,2021-04-13,普通住宅,满五年,非共有,"121.658854,38.889935",中山,八一路,大连
恒大绿洲（八期）,2021.05.03 成交,96.0,10543.0,98.0,25,2,3,1,506,3室2厅1厨1卫,中楼层 (共34层),91.06㎡,平层,暂无数据,板楼,南 北,2017,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-04-09,普通住宅,暂无数据,非共有,"123.335775,41.7459",于洪,于洪新城,沈阳
中海海港城,2021.12.05 成交,55.0,16168.0,57.0,119,0,3,1,641,1室1厅1厨1卫,高楼层 (共33层),33.71㎡,平层,暂无数据,板楼,南,2015,其他,钢混结构,集中供暖,五梯十八户,有,商品房,2021-08-09,商住两用,满五年,非共有,"121.663175,38.935156",中山,民主广场,大连
正商新蓝钻E区,2021.08.23 成交,211.0,16581.0,217.0,97,4,3,9,1150,3室2厅1厨2卫,中楼层 (共27层),127.26㎡,平层,97.24㎡,板楼,南 北,2013,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-05-19,普通住宅,暂无数据,非共有,"113.704854,34.721021",管城回族区,管南区域,郑州
明发水韵桃源,2022.03.13 成交,58.0,6407.0,59.0,86,6,2,0,299,2室1厅1厨1卫,高楼层 (共5层),90.53㎡,平层,暂无数据,板楼,南 北,未知,毛坯,钢混结构,集中供暖,一梯一户,暂无数据,商品房,2021-12-18,普通住宅,暂无数据,非共有,"123.46567,41.957076",沈北新区,道义,沈阳
岭湾峰尚一期,2021.06.08 成交,28.0,8687.0,28.0,555,0,18,28,3045,1室0厅0厨1卫,低楼层 (共23层),31.66㎡,平层,暂无数据,板楼,西南,2011,精装,钢混结构,集中供暖,两梯五户,有,商品房,2019-12-01,普通住宅,暂无数据,非共有,"121.797298,39.076665",开发区,杏花里,大连
金湾花园,2021.12.12 成交,198.0,24444.0,205.0,80,5,102,45,5952,2室1厅1厨1卫,中楼层 (共6层),80.8㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-09-23,普通住宅,满五年,非共有,"117.259521,39.133875",河东,上杭路,天津
东方天郡东区,2022.01.22 成交,410.0,38662.0,428.0,124,2,30,11,2753,3室1厅1厨1卫,中楼层 (共15层),106.05㎡,平层,87.62㎡,板楼,南,2007,简装,钢混结构,暂无数据,两梯四户,有,商品房,2021-09-20,普通住宅,满五年,非共有,"118.92749680525,32.104199650782",栖霞,仙林,南京
万达紫金明珠,2021.01.10 成交,360.0,28860.0,370.0,170,1,80,41,8332,3室2厅1厨2卫,中楼层 (共9层),124.57㎡,平层,106.19㎡,板塔结合,南 北,2005,精装,钢混结构,暂无数据,一梯两户,有,商品房,2020-07-25,普通住宅,暂无数据,共有,"118.86612779808,32.021330008158",秦淮,月牙湖,南京
杭州路59号,2021.01.04 成交,78.0,16017.0,80.0,42,2,4,2,1100,2室0厅1厨1卫,中楼层 (共9层),48.7㎡,平层,暂无数据,板楼,南 北,1995,简装,钢混结构,集中供暖,一梯三户,无,商品房,2020-11-24,普通住宅,暂无数据,非共有,"120.357927,36.118153",市北,海云庵,青岛
远大大厦,2021.10.04 成交,53.0,9465.0,55.0,178,2,18,7,1434,1室1厅1厨1卫,高楼层 (共28层),56㎡,平层,暂无数据,塔楼,东北,2000,简装,钢混结构,集中供暖,两梯十九户,有,商品房,2021-04-10,普通住宅,满五年,非共有,"121.649173,38.922102",中山,南山,大连
恒大雅苑,2021.10.27 成交,103.0,8142.0,107.0,506,6,9,15,3872,3室2厅1厨2卫,低楼层 (共12层),126.27㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,暂无数据,两梯四户,有,商品房,2020-06-09,普通住宅,暂无数据,非共有,"125.23693,43.78471",高新区,硅谷街南,长春
金马圣隆,2021.03.22 成交,86.0,15200.0,88.0,224,0,17,42,5089,2室1厅1厨1卫,高楼层 (共5层),56.25㎡,跃层,48.49㎡,板楼,南 北,2005,精装,钢混结构,集中供暖,一梯两户,无,商品房,2020-08-11,普通住宅,满五年,非共有,"121.522698,38.960644",甘井子,机场乐购,大连
香树湾,2021.08.16 成交,40.0,8255.0,41.0,91,2,2,6,555,1室1厅1厨1卫,高楼层 (共17层),48.46㎡,平层,48.46㎡,板楼,西 北,2010,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-05-17,普通住宅,暂无数据,非共有,"123.414811,41.909565",皇姑,四台子,沈阳
丰泽花园,2021.01.23 成交,63.0,13360.0,63.0,1,0,1,0,160,1室1厅1厨1卫,低楼层 (共12层),46.56㎡,暂无数据,暂无数据,暂无数据,南,2006,其他,未知结构,暂无数据,一梯两户,有,商品房,2021-01-23,普通住宅,暂无数据,非共有,"123.394401,41.774364",和平,砂山,沈阳
天苑生活小区,2021.12.22 成交,56.0,9015.0,56.0,158,9,3,12,2081,2室1厅1厨1卫,高楼层 (共6层),62.12㎡,平层,暂无数据,板楼,南 北,1996,精装,砖混结构,集中供暖,一梯三户,无,商品房,2021-07-18,普通住宅,满五年,非共有,"114.458281,38.094766",新华,天苑,石家庄
云集社区,2022.03.08 成交,65.0,12265.0,69.5,218,4,2,0,656,2室1厅1厨1卫,低楼层 (共7层),53㎡,平层,暂无数据,板楼,东 西,未知,简装,混合结构,集中供暖,一梯四户,暂无数据,商品房,2021-08-02,普通住宅,暂无数据,非共有,"123.427671,41.791538",和平,南市场,沈阳
金京壹号官邸,2021.03.05 成交,58.0,5395.0,62.0,58,0,0,0,630,2室1厅1厨1卫,中楼层 (共22层),107.51㎡,平层,暂无数据,暂无数据,南 北,未知,其他,未知结构,暂无数据,一梯两户,暂无数据,商品房,2021-01-06,普通住宅,暂无数据,非共有,"126.96401677855,45.556586580665",阿城区,阿城商圈,哈尔滨
安泰文苑,2021.04.09 成交,151.0,11666.0,154.0,348,18,46,36,5228,3室2厅1厨2卫,低楼层 (共7层),128.76㎡,平层,暂无数据,板楼,南,2007,精装,混合结构,自供暖,一梯两户,有,商品房,2020-04-27,普通住宅,满五年,非共有,"113.66351497212,34.836918097308",金水,索凌路北段,郑州
新希望乐城,2021.04.10 成交,105.0,11678.0,108.0,345,1,23,27,3710,2室1厅1厨1卫,高楼层 (共32层),89.49㎡,平层,暂无数据,板楼,东南 北,2015,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-05-01,普通住宅,暂无数据,共有,"121.747922,39.060513",金州,城润,大连
塔湾欣城西区,2021.03.18 成交,38.0,9060.0,38.0,109,2,4,3,1553,1室1厅1厨1卫,高楼层 (共6层),41.17㎡,平层,暂无数据,板楼,南,2005,精装,钢混结构,集中供暖,一梯四户,无,商品房,2020-11-30,普通住宅,暂无数据,非共有,"123.37213107092,41.83932812694",皇姑,塔湾,沈阳
兴业城市嘉苑,2021.04.06 成交,106.0,25257.0,108.0,47,1,34,30,7201,2室1厅1厨1卫,低楼层 (共18层),41.97㎡,平层,28.97㎡,板塔结合,西北,2007,精装,钢混结构,暂无数据,两梯四十九户,有,商品房,2021-02-18,普通住宅,满五年,非共有,"121.736952,29.936262",北仑区,小港,宁波
城东路115号院,2021.01.02 成交,83.0,8493.0,84.0,130,5,5,7,2938,3室1厅1厨1卫,高楼层 (共7层),97.15㎡,平层,暂无数据,板楼,南,1996,简装,混合结构,自供暖,一梯两户,无,商品房,2020-08-26,普通住宅,暂无数据,非共有,"113.69915697085,34.76213893711",金水,紫荆山,郑州
金泉里,2021.09.07 成交,460.0,61978.0,460.0,9,2,4,11,348,2室1厅1厨1卫,中楼层 (共4层),74.22㎡,平层,暂无数据,塔楼,南 北,未知,其他,钢混结构,集中供暖,一梯两户,无,商品房,2021-08-30,普通住宅,满五年,非共有,"117.198022,39.108158",和平,新兴街,天津
浮山后四小区,2021.03.24 成交,273.0,29691.0,280.0,147,5,46,102,10355,3室2厅1厨1卫,中楼层 (共7层),91.95㎡,平层,80.28㎡,板楼,南 北,2001,精装,混合结构,集中供暖,一梯两户,无,商品房,2020-10-29,普通住宅,满五年,非共有,"120.425547,36.110386",市北,同安路,青岛
阳光新嘉园,2021.10.12 成交,64.0,5593.0,67.0,5,1,4,3,146,2室2厅1厨1卫,中楼层 (共6层),113㎡,错层,暂无数据,板楼,南 北,2003,其他,钢混结构,集中供暖,两梯两户,有,商品房,2021-10-08,普通住宅,暂无数据,非共有,"123.42782062842,41.701458667287",浑南,白塔,沈阳
汇景家园汇满苑,2021.12.19 成交,290.0,35375.0,300.0,55,1,24,9,1389,3室2厅1厨1卫,中楼层 (共6层),81.98㎡,平层,72.32㎡,板塔结合,南,2008,精装,混合结构,暂无数据,一梯两户,无,经济适用房,2021-10-26,普通住宅,满五年,非共有,"118.814946,31.988854",秦淮,洪家园,南京
金地明悦,2022.03.19 成交,319.0,27329.0,330.0,317,3,24,19,2550,4室2厅1厨2卫,高楼层 (共27层),116.58㎡,平层,暂无数据,板楼,南 北,2014,精装,钢混结构,暂无数据,两梯四户,有,商品房,2021-05-06,普通住宅,满五年,非共有,"118.89698774864,32.138663307707",栖霞,尧化门,南京
益田枫露三期,2021.06.24 成交,164.0,11734.0,165.0,56,8,4,3,1046,3室2厅1厨2卫,高楼层 (共11层),139.6㎡,平层,暂无数据,板楼,南,2015,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-04-30,普通住宅,暂无数据,非共有,"125.243551,43.795969",高新区,硅谷街南,长春
万科城,2021.04.08 成交,84.0,11482.0,85.0,76,4,17,9,2606,2室1厅1厨1卫,中楼层 (共34层),72.9㎡,平层,暂无数据,板楼,南,2014,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-01-22,普通住宅,满两年,非共有,"121.740984,39.095046",金州,金纺,大连
西美70后院,2022.02.14 成交,154.0,16911.0,153.8,229,4,90,10,2904,2室1厅1厨1卫,高楼层 (共32层),90.77㎡,平层,72.88㎡,板楼,南,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-07-01,普通住宅,暂无数据,非共有,"114.574051,38.026916",裕华,大马村,石家庄
怡和嘉园北区,2021.03.18 成交,175.0,13734.0,175.0,54,3,13,18,2799,3室2厅1厨1卫,高楼层 (共16层),127.06㎡,平层,暂无数据,板楼,南,2011,其他,钢混结构,集中供暖,一梯两户,有,商品房,2021-01-23,普通住宅,满五年,非共有,"120.22877273461,35.973682157647",黄岛,薛家岛,青岛
川江里,2021.10.14 成交,107.0,29308.0,107.0,1,0,1,0,11,2室1厅1厨1卫,高楼层 (共5层),36.51㎡,平层,暂无数据,板楼,南 北,未知,其他,混合结构,集中供暖,一梯三户,无,商品房,2021-10-14,普通住宅,满五年,非共有,"117.26073908513,39.06543110211",河西,小海地,天津
东郊小镇第三街区,2021.05.19 成交,208.0,23117.0,210.0,88,2,59,21,2393,3室2厅1厨1卫,中楼层 (共6层),89.98㎡,平层,暂无数据,板塔结合,南,2008,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-02-20,普通住宅,暂无数据,非共有,"118.95733008678,32.065650527584",江宁,麒麟镇,南京
溪水河畔花园,2021.12.18 成交,161.0,17389.0,164.5,80,7,7,4,521,2室1厅1厨1卫,中楼层 (共27层),92.59㎡,平层,暂无数据,板塔结合,南,未知,其他,钢混结构,集中供暖,两梯四户,有,商品房,2021-09-30,普通住宅,满两年,非共有,"117.27154688508,39.170359578884",东丽,月牙河,天津
苏州路,2021.12.06 成交,142.0,34391.0,142.0,148,5,1,4,695,1室0厅1厨1卫,高楼层 (共6层),41.29㎡,平层,38.59㎡,板楼,南,1991,精装,混合结构,集中供暖,一梯七户,无,商品房,2021-07-11,普通住宅,满五年,非共有,"120.336431,36.076187",市南,大学路,青岛
人民路235号小区,2021.09.07 成交,60.0,14016.0,65.0,54,2,17,24,1370,2室0厅1厨1卫,中楼层 (共7层),42.81㎡,平层,暂无数据,板楼,东,1989,精装,混合结构,集中供暖,一梯五户,无,商品房,2021-07-15,普通住宅,满五年,非共有,"120.36904504077,36.109484371104",市北,理工大学,青岛
盛新领地,2021.06.27 成交,56.0,7886.0,55.8,101,7,1,0,692,2室1厅1厨1卫,高楼层 (共7层),70㎡,平层,暂无数据,板楼,东 西,2009,其他,钢混结构,暂无数据,一梯三户,无,商品房,2021-03-19,普通住宅,暂无数据,非共有,"126.71333872498,45.731496481947",香坊,安埠商圈,哈尔滨
湖畔雅居二期,2021.03.29 成交,122.0,17230.0,125.0,137,1,71,87,11293,2室1厅1厨1卫,中楼层 (共17层),70.81㎡,平层,暂无数据,板楼,南,2013,精装,钢混结构,集中供暖,两梯九户,有,商品房,2020-11-13,普通住宅,满两年,非共有,"120.416256,36.197534",李沧,十梅庵,青岛
五龙新城香逸园,2021.05.10 成交,118.0,13393.0,118.0,107,2,27,41,8613,3室2厅1厨1卫,高楼层 (共33层),88.11㎡,平层,65.03㎡,板楼,东 东南 南,2018,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-01-24,普通住宅,暂无数据,非共有,"113.619275,34.798191",高新,五龙口,郑州
文瑞家园,2022.02.19 成交,38.0,9565.0,45.0,160,13,6,4,1044,1室0厅1厨1卫,中楼层 (共22层),39.73㎡,平层,暂无数据,板塔结合,东,未知,精装,钢混结构,集中供暖,三梯十户,有,商品房,2021-09-13,普通住宅,暂无数据,非共有,"117.10986074392,39.1747697036",西青,西营门,天津
东山峰景,2021.06.19 成交,160.0,19632.0,163.0,116,6,6,15,2155,2室1厅1厨1卫,中楼层 (共7层),81.5㎡,平层,69.48㎡,板楼,南 北,2009,精装,钢混结构,集中供暖,一梯两户,无,商品房,2021-02-24,普通住宅,满五年,非共有,"120.43917814215,36.178971551296",李沧,下王埠,青岛
清河新寓一村,2021.03.14 成交,550.0,89973.0,560.0,6,0,8,1,392,2室1厅1厨1卫,低楼层 (共6层),61.13㎡,平层,暂无数据,板塔结合,南 北,1996,其他,钢混结构,暂无数据,一梯两户,无,商品房,2021-03-09,普通住宅,满两年,非共有,"118.73787164407,32.047924258614",鼓楼,凤凰西街,南京
金鼎花园,2021.08.06 成交,315.0,26643.0,325.0,76,6,18,27,2847,3室1厅1厨2卫,中楼层 (共10层),118.23㎡,平层,暂无数据,暂无数据,南,未知,精装,未知结构,暂无数据,一梯四户,暂无数据,商品房,2021-05-22,普通住宅,满五年,非共有,"121.576589,29.875714",鄞州区,东胜,宁波
清水庐,2021.12.26 成交,38.0,9797.0,42.0,287,1,7,15,1774,1室1厅1厨1卫,低楼层 (共17层),38.79㎡,平层,暂无数据,板楼,北,2010,其他,混合结构,集中供暖,一梯五户,暂无数据,商品房,2021-03-15,普通住宅,满两年,非共有,"120.016332,35.862224",黄岛,世纪大道,青岛
和达璟城翡翠,2021.02.21 成交,195.0,21342.0,202.0,164,5,71,46,5761,3室2厅1厨1卫,高楼层 (共20层),91.37㎡,平层,暂无数据,板楼,南 北,2017,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-09-11,普通住宅,暂无数据,非共有,"120.482267,36.196061",李沧,东李,青岛
新盛小区,2022.01.07 成交,21.0,3112.0,23.0,574,5,7,4,996,2室1厅1厨1卫,高楼层 (共5层),67.18㎡,平层,暂无数据,板楼,南,未知,简装,混合结构,集中供暖,一梯两户,无,商品房,2020-06-13,普通住宅,满两年,非共有,"117.472383,38.707592",滨海新区,大港,天津
宾水南里,2021.11.17 成交,100.0,22176.0,99.5,132,10,17,12,1509,1室1厅1厨1卫,高楼层 (共6层),44.87㎡,平层,暂无数据,板楼,南,未知,其他,混合结构,集中供暖,一梯四户,无,商品房,2021-07-09,普通住宅,满两年,非共有,"117.19939,39.087529",河西,天塔街,天津
美之域小区,2021.05.31 成交,58.0,20473.0,61.0,91,2,6,3,968,1室0厅1厨1卫,中楼层 (共25层),28.33㎡,平层,暂无数据,塔楼,北,2009,简装,钢混结构,集中供暖,两梯二十三户,有,商品房,2021-03-02,普通住宅,满两年,非共有,"113.750741,34.758985",郑东新区,黄河南路,郑州
鸿意星城,2022.01.22 成交,355.0,23631.0,350.0,45,6,21,44,4500,4室2厅1厨2卫,高楼层 (共10层),150.23㎡,暂无数据,暂无数据,板楼,南,2009,精装,砖混结构,暂无数据,一梯两户,有,商品房,2021-12-09,普通住宅,满两年,共有,"118.87016390795,32.023514380387",秦淮,月牙湖,南京
滨东小区,2021.07.09 成交,185.0,16179.0,193.0,54,1,11,7,1561,3室2厅1厨1卫,低楼层 (共7层),114.35㎡,平层,暂无数据,板楼,南,2002,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-05-16,普通住宅,满五年,非共有,"114.47186989601,38.032580241",桥西,东里,石家庄
芝麻街,2021.03.02 成交,73.0,12969.0,73.0,238,2,6,15,2233,1室0厅1厨1卫,高楼层 (共28层),56.29㎡,平层,暂无数据,板塔结合,东北,2010,精装,钢混结构,集中供暖,五梯二十户,有,商品房,2020-07-08,普通住宅,满两年,非共有,"121.529572,38.865325",高新园区,高新园区,大连
万科城五期,2022.01.08 成交,203.0,19965.0,205.0,87,1,39,10,1120,2室1厅1厨1卫,高楼层 (共34层),101.68㎡,平层,暂无数据,板塔结合,南 北,2009,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-10-14,普通住宅,满五年,非共有,"123.396465,41.755074",和平,长白,沈阳
中山九号,2021.03.30 成交,360.0,25800.0,368.0,484,3,46,35,3181,3室1厅1厨2卫,高楼层 (共30层),139.54㎡,平层,暂无数据,板塔结合,东南,2004,简装,钢混结构,集中供暖,三梯九户,有,商品房,2019-12-03,普通住宅,暂无数据,非共有,"121.653248,38.924848",中山,中山友好,大连
金地滨河国际,2021.07.22 成交,80.0,12717.0,83.0,374,0,23,10,2776,1室1厅1厨1卫,中楼层 (共31层),62.91㎡,平层,暂无数据,板楼,南,2010,精装,钢混结构,集中供暖,两梯六户,有,商品房,2020-07-14,普通住宅,满五年,非共有,"123.522092,41.754217",浑南,长青,沈阳
环城花园,2021.07.07 成交,72.0,10072.0,74.0,133,8,25,49,9573,2室1厅1厨1卫,高楼层 (共5层),70.99㎡,平层,暂无数据,板楼,南 北,1997,简装,钢混结构,集中供暖,一梯三户,无,商品房,2021-02-25,普通住宅,暂无数据,非共有,"114.4519190309,38.02654060072",桥西,城角,石家庄
新世界花园,2021.09.07 成交,577.0,51684.0,585.0,242,3,10,13,1271,2室1厅1厨1卫,中楼层 (共7层),111.64㎡,平层,暂无数据,板楼,东 西,未知,简装,混合结构,集中供暖,一梯两户,有,商品房,2021-01-09,普通住宅,满五年,非共有,"117.191263,39.140365",和平,南市,天津
静湖花园东区,2021.09.01 成交,88.0,9167.0,88.0,34,5,14,0,440,2室2厅1厨1卫,中楼层 (共11层),96㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,集中供暖,一梯四户,无,商品房,2021-07-29,普通住宅,暂无数据,非共有,"117.101614,39.347539",武清,静湖,天津
鼎明华庭,2021.07.24 成交,162.0,13748.0,168.0,429,7,78,26,5360,3室2厅1厨2卫,中楼层 (共26层),117.48㎡,平层,暂无数据,板楼,南 北,2015,毛坯,钢混结构,集中供暖,一梯四户,有,商品房,2020-05-22,普通住宅,满两年,非共有,"114.442084,38.025361",桥西,玉村,石家庄
正商林语溪岸,2021.03.28 成交,142.0,11828.0,146.0,103,4,41,14,3821,3室2厅1厨2卫,高楼层 (共11层),120.06㎡,平层,暂无数据,暂无数据,东,2017,精装,钢混结构,暂无数据,一梯两户,暂无数据,商品房,2020-12-15,普通住宅,满两年,非共有,"113.67221005315,34.889087759815",惠济,北大学城,郑州
鲁信长春花园,2022.02.21 成交,1088.0,44212.0,1130.0,173,5,16,14,2592,5室3厅1厨3卫,中楼层 (共4层),246.09㎡,复式,203.34㎡,板楼,南 北,2006,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-09-01,普通住宅,满五年,非共有,"120.44190352221,36.107036714009",崂山,国信体育场,青岛
金裕花园,2021.05.02 成交,118.0,14314.0,121.0,31,2,35,12,2474,2室1厅1厨1卫,高楼层 (共18层),82.44㎡,平层,暂无数据,板楼,南 北,2008,精装,钢混结构,集中供暖,两梯十三户,有,商品房,2021-04-02,普通住宅,暂无数据,非共有,"114.489723,38.043943",桥西,南长,石家庄
御景新苑,2021.09.13 成交,157.0,21806.0,164.0,31,3,11,4,823,2室1厅1厨1卫,高楼层 (共19层),72㎡,平层,暂无数据,板塔结合,南 北,2017,精装,钢混结构,集中供暖,两梯两户,有,商品房,2021-08-14,普通住宅,满两年,非共有,"120.366695,36.134007",市北,湖岛,青岛
五三小区,2021.04.08 成交,76.0,19869.0,76.9,13,1,5,2,417,1室1厅1厨1卫,低楼层 (共7层),38㎡,暂无数据,暂无数据,板楼,南,1995,毛坯,混合结构,集中供暖,一梯三户,无,商品房,2021-03-27,普通住宅,暂无数据,非共有,"123.42256169385,41.833891633788",皇姑,北行,沈阳
碧佛利山庄,2021.03.30 成交,596.0,40608.0,600.0,148,2,144,66,11067,3室2厅1厨2卫,低楼层 (共6层),146.77㎡,平层,127.98㎡,板楼,南 北,2004,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-11-03,普通住宅,满五年,非共有,"120.44996733008,36.08539693153",崂山,雕塑园,青岛
湖光小区(高新区),2021.01.19 成交,33.0,7029.0,33.9,66,5,10,11,2331,2室1厅1厨1卫,高楼层 (共7层),46.95㎡,错层,暂无数据,塔楼,南 北,2005,简装,砖混结构,暂无数据,一梯两户,无,商品房,2020-11-15,普通住宅,暂无数据,非共有,"125.28541,43.853085",朝阳区,肿瘤医院,长春
弘阳时光里二区,2021.02.06 成交,216.0,28855.0,218.0,65,0,28,5,1567,3室2厅1厨1卫,高楼层 (共18层),74.58㎡,平层,暂无数据,板楼,南,2018,其他,钢混结构,暂无数据,两梯四户,有,商品房,2020-12-03,普通住宅,暂无数据,非共有,"118.71768,32.182339",浦口,高新区,南京
