小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
钟山山庄,2021.05.27 成交,160.0,30799.0,160.0,42,5,23,22,2388,2室1厅1厨1卫,中楼层 (共6层),51.95㎡,暂无数据,暂无数据,板塔结合,南,1995,精装,钢混结构,暂无数据,一梯三户,无,商品房,2021-04-16,普通住宅,暂无数据,非共有,"118.8378268387,32.085752098183",玄武,樱驼花园,南京
昆仑山庄南区,2021.05.10 成交,89.0,14295.0,91.0,394,3,34,32,3706,2室1厅1厨1卫,中楼层 (共7层),62.26㎡,平层,55.49㎡,板楼,南,2009,其他,混合结构,集中供暖,一梯三户,无,商品房,2020-04-11,普通住宅,满五年,非共有,"120.153259,35.988534",黄岛,保税区,青岛
恒山里,2021.12.04 成交,108.0,18368.0,112.0,76,3,19,46,3878,2室1厅1厨1卫,高楼层 (共6层),58.8㎡,平层,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-09-19,普通住宅,满五年,非共有,"117.27017634871,39.075820752097",河西,陈塘庄,天津
颐和国际,2021.11.12 成交,253.0,23262.0,255.0,762,3,30,15,4461,2室2厅1厨1卫,高楼层 (共32层),108.55㎡,平层,75.88㎡,塔楼,东南,2007,简装,钢混结构,集中供暖,六梯十三户,有,商品房,2019-10-13,普通住宅,满五年,非共有,"120.388308,36.070433",市南,五四广场,青岛
埠东佳苑,2021.05.16 成交,346.0,29601.0,346.0,7,1,2,0,975,2室2厅1厨1卫,低楼层 (共26层),116.89㎡,暂无数据,95.04㎡,板楼,南,2012,其他,钢混结构,集中供暖,两梯两户,有,商品房,2021-05-09,普通住宅,满五年,非共有,"120.450419,36.118138",崂山,国信体育场,青岛
格林小镇,2021.05.17 成交,77.0,8707.0,79.0,2,0,2,0,183,2室2厅1厨1卫,中楼层 (共7层),88.21㎡,平层,暂无数据,板楼,南 北,2003,毛坯,框架结构,集中供暖,一梯两户,无,商品房,2021-05-16,普通住宅,满两年,非共有,"121.82213087549,39.052375898336",开发区,东山,大连
诚基经贸中心,2021.10.03 成交,244.0,40198.0,248.0,260,10,9,18,2679,1室1厅1厨1卫,中楼层 (共50层),60.7㎡,平层,暂无数据,塔楼,西,未知,精装,钢混结构,集中供暖,八梯三十六户,有,私产,2021-01-17,普通住宅,满五年,非共有,"117.208542,39.123121",和平,体育馆街,天津
融大浑河湾,2021.01.21 成交,179.0,13057.0,180.0,133,0,10,7,2302,3室2厅1厨2卫,中楼层 (共5层),137.1㎡,平层,暂无数据,板楼,南 北,2011,其他,钢混结构,集中供暖,一梯两户,无,商品房,2020-09-11,普通住宅,暂无数据,共有,"123.446417,41.737928",浑南,奥体,沈阳
海尔东城国际北区,2021.05.12 成交,208.0,31853.0,210.0,158,2,49,28,6336,1室1厅1厨1卫,高楼层 (共22层),65.3㎡,平层,48.72㎡,板楼,南,2008,精装,钢混结构,集中供暖,两梯六户,有,商品房,2020-12-06,普通住宅,满两年,非共有,"120.445506,36.115789",崂山,国信体育场,青岛
第六大道第博雅园,2021.12.05 成交,146.0,25095.0,149.0,435,9,84,42,7078,2室1厅1厨1卫,高楼层 (共6层),58.18㎡,跃层,暂无数据,板楼,南 北,未知,简装,混合结构,集中供暖,一梯两户,无,私产,2020-09-26,普通住宅,满五年,非共有,"117.270844,39.121901",河东,上杭路,天津
鑫苑世家,2021.08.17 成交,102.0,23821.0,104.0,4,5,1,0,55,1室0厅1厨1卫,中楼层 (共15层),42.61㎡,暂无数据,暂无数据,板塔结合,北,2013,精装,钢混结构,集中供暖,三梯十九户,有,商品房,2021-08-14,普通住宅,满五年,非共有,"113.682935,34.796296",金水区,文博广场,郑州
亲亲小镇南区,2021.04.15 成交,124.0,12956.0,128.0,375,9,34,8,2358,2室2厅1厨1卫,高楼层 (共12层),95.71㎡,平层,暂无数据,板楼,南 北,2006,精装,钢混结构,自供暖,一梯三户,有,商品房,2020-04-06,普通住宅,暂无数据,非共有,"114.54889058957,38.086255233831",长安,高营,石家庄
翠岭银河,2021.07.10 成交,164.0,23432.0,169.0,85,2,39,50,5131,2室1厅1厨1卫,中楼层 (共11层),69.99㎡,平层,暂无数据,板塔结合,南 北,2008,精装,钢混结构,暂无数据,一梯四户,有,商品房,2021-04-16,普通住宅,满两年,非共有,"118.76158375502,31.957642587622",雨花台,铁心桥,南京
碧桂园公园里,2021.03.24 成交,91.0,10945.0,92.0,104,5,62,13,3361,2室2厅1厨1卫,中楼层 (共32层),83.15㎡,平层,暂无数据,板楼,南 北,2019,精装,钢混结构,集中供暖,一梯两户,有,商品房,2020-12-10,普通住宅,暂无数据,非共有,"123.437991266,41.698743808522",浑南,白塔,沈阳
圣托里尼,2022.03.06 成交,82.0,22652.0,83.0,127,2,13,2,675,1室1厅1厨1卫,低楼层 (共32层),36.2㎡,平层,暂无数据,板楼,南,2013,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-10-30,普通住宅,暂无数据,非共有,"121.525795,38.869526",高新园区,中海,大连
芙蓉苑(黄岛),2021.10.20 成交,102.0,11097.0,106.0,156,4,12,5,1123,2室1厅1厨1卫,中楼层 (共7层),91.92㎡,平层,暂无数据,板楼,南,2013,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-05-18,普通住宅,暂无数据,非共有,"120.156777,36.028837",黄岛,辛安,青岛
樱铁村小区,2021.04.07 成交,138.0,27617.0,143.5,31,2,8,6,1310,2室1厅1厨1卫,中楼层 (共5层),49.97㎡,平层,42.61㎡,板楼,南 北,1992,简装,钢混结构,暂无数据,一梯两户,无,商品房,2021-03-08,普通住宅,满五年,非共有,"118.8339317163,32.093034842871",玄武,樱驼花园,南京
山海景园,2021.12.12 成交,167.0,15218.0,172.0,233,4,6,8,1510,2室2厅1厨1卫,中楼层 (共18层),109.74㎡,平层,90.65㎡,板楼,南,2010,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-04-24,普通住宅,满五年,非共有,"120.185414,35.95782",黄岛,石油大学,青岛
劳动局小区,2021.06.02 成交,55.0,12977.0,56.0,41,1,6,0,564,1室1厅1厨1卫,高楼层 (共6层),42㎡,平层,暂无数据,板楼,南,1995,简装,砖混结构,集中供暖,一梯三户,无,商品房,2021-04-23,普通住宅,满五年,共有,"121.72383990185,39.104954136176",金州,光明,大连
迪赛缘园,2021.03.23 成交,205.0,24434.0,202.0,30,3,4,3,887,2室2厅1厨1卫,中楼层 (共5层),83.9㎡,平层,暂无数据,板楼,东南,2010,其他,钢混结构,暂无数据,一梯两户,无,商品房,2021-02-21,普通住宅,满两年,非共有,"121.462011,29.864701",海曙区,古林,宁波
颐和香榭,2021.07.01 成交,154.0,33111.0,159.0,37,1,36,14,2668,1室1厅1厨1卫,低楼层 (共18层),46.45㎡,平层,35.61㎡,板楼,南,2008,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-05-26,普通住宅,满五年,非共有,"121.611276,38.92597",西岗,北京公园,大连
塔湾欣城西区,2021.02.06 成交,42.0,10150.0,43.0,148,0,10,8,1600,1室1厅1厨1卫,中楼层 (共6层),41.38㎡,平层,41.38㎡,板楼,南,2003,简装,钢混结构,集中供暖,一梯四户,无,商品房,2020-09-12,普通住宅,满五年,非共有,"123.37213107092,41.83932812694",皇姑,塔湾,沈阳
明发滨江新城二期,2021.01.07 成交,154.0,32598.0,155.0,23,0,13,3,1968,1室1厅1厨1卫,中楼层 (共27层),47.09㎡,暂无数据,暂无数据,板塔结合,北,2010,精装,钢混结构,暂无数据,三梯三十户,有,商品房,2020-12-16,普通住宅,暂无数据,共有,"118.75064147626,32.135710336567",浦口,桥北,南京
富禹盛京学府,2022.02.17 成交,105.0,11710.0,115.0,156,5,11,0,745,2室2厅1厨1卫,低楼层 (共33层),89.67㎡,平层,暂无数据,板楼,南 北,2019,毛坯,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-09-15,普通住宅,暂无数据,共有,"123.2988150271,41.770816293068",铁西,张士,沈阳
万科璞悦山,2021.07.01 成交,218.0,25897.0,219.0,1076,5,3,8,2200,3室1厅1厨1卫,高楼层 (共8层),84.18㎡,暂无数据,暂无数据,板楼,南 北,2016,精装,钢混结构,暂无数据,一梯两户,有,商品房,2018-07-21,别墅,满两年,共有,"118.605981,32.07664",浦口,浦口其它,南京
锦泉源D2区,2021.07.03 成交,108.0,16912.0,108.0,442,6,28,62,8893,2室1厅1厨1卫,中楼层 (共5层),63.86㎡,平层,暂无数据,板楼,南 北,2005,精装,钢混结构,集中供暖,一梯三户,无,商品房,2020-04-17,普通住宅,暂无数据,非共有,"121.622055,39.015105",甘井子,泉水锦泉源,大连
弘通漫城,2021.03.15 成交,190.0,16849.0,198.0,3,1,1,0,250,3室2厅1厨1卫,中楼层 (共14层),112.77㎡,暂无数据,暂无数据,板楼,南,2009,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-13,普通住宅,暂无数据,非共有,"120.403662,36.295821",城阳,世纪公园,青岛
融创星耀五洲,2022.03.19 成交,162.0,8915.0,164.0,562,25,125,61,5594,4室2厅1厨3卫,低楼层 (共3层),181.72㎡,跃层,暂无数据,暂无数据,南,未知,毛坯,钢混结构,自供暖,一梯两户,暂无数据,商品房,2020-09-04,普通住宅,暂无数据,非共有,"117.36267264907,38.905742725756",津南,八里台,天津
康博花园亲情公寓,2021.11.20 成交,95.0,21065.0,97.0,86,1,8,7,1264,1室1厅1厨1卫,中楼层 (共11层),45.1㎡,平层,暂无数据,板塔结合,西,2010,其他,钢混结构,暂无数据,四梯二十六户,有,商品房,2021-08-27,普通住宅,暂无数据,共有,"118.83365127267,31.905484414362",江宁,九龙湖,南京
左邻右里,2021.09.29 成交,227.0,30850.0,235.0,312,2,63,89,12800,2室1厅1厨1卫,低楼层 (共18层),73.42㎡,平层,暂无数据,板楼,南,2010,精装,钢混结构,暂无数据,两梯五户,有,商品房,2020-11-22,普通住宅,暂无数据,非共有,"118.818304,31.963832",江宁,岔路口,南京
百通馨苑三区,2021.03.15 成交,158.0,18759.0,160.0,7,1,3,1,608,2室1厅1厨1卫,低楼层 (共12层),83.96㎡,平层,66.56㎡,板楼,南 北,2006,其他,框架结构,集中供暖,一梯三户,有,商品房,2021-03-09,普通住宅,满五年,非共有,"120.44124848439,36.188163768705",李沧,下王埠,青岛
百丈东路918弄小区,2021.04.01 成交,175.0,27439.0,179.0,77,5,7,5,822,2室1厅1厨1卫,低楼层 (共7层),63.78㎡,平层,暂无数据,暂无数据,东,1996,精装,未知结构,暂无数据,一梯两户,无,商品房,2021-01-14,普通住宅,满五年,非共有,"121.590679,29.864793",鄞州区,东柳,宁波
云江新苑,2021.10.16 成交,149.0,26843.0,152.0,23,2,17,4,521,1室1厅1厨1卫,高楼层 (共21层),55.51㎡,平层,暂无数据,塔楼,西北 南,未知,简装,钢混结构,集中供暖,三梯六户,有,商品房,2021-09-24,普通住宅,满两年,非共有,"117.262045,39.05747",河西,小海地,天津
远洋荣域A1区,2021.10.13 成交,246.0,22238.0,249.0,78,4,40,32,4066,3室1厅1厨1卫,高楼层 (共33层),110.4㎡,平层,84.27㎡,塔楼,东 南 北,2016,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-07-28,普通住宅,满两年,非共有,"121.59352,39.00742",甘井子,华南,大连
四机宿舍,2021.07.15 成交,65.0,14653.0,69.5,394,7,13,81,8628,2室1厅1厨1卫,高楼层 (共7层),44.36㎡,平层,暂无数据,板楼,南,1986,精装,钢混结构,集中供暖,一梯两户,无,商品房,2020-06-17,普通住宅,暂无数据,非共有,"120.368119,36.115882",市北,北岭,青岛
中庚香海金鼎六期,2021.12.20 成交,47.0,6163.0,48.2,285,5,11,2,1290,2室2厅1厨1卫,中楼层 (共11层),76.27㎡,平层,61.18㎡,板塔结合,南 北,2019,精装,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-03-11,普通住宅,暂无数据,非共有,"121.15909,38.856421",旅顺口,旅顺口,大连
东润华景,2021.03.06 成交,127.0,10392.0,129.0,247,8,76,73,9701,3室2厅1厨2卫,高楼层 (共27层),121.59㎡,平层,暂无数据,板楼,南 北,2014,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-07-03,普通住宅,满五年,非共有,"113.889591,34.740923",郑东新区,白沙,郑州
明发城市广场,2021.04.18 成交,280.0,23498.0,285.0,657,4,12,6,2146,3室2厅1厨2卫,中楼层 (共18层),119.16㎡,平层,暂无数据,板楼,南 北,2012,毛坯,钢混结构,暂无数据,两梯四户,有,商品房,2019-07-01,普通住宅,暂无数据,共有,"118.692543,32.111296",浦口,顶山街道,南京
金领大厦,2022.03.04 成交,69.0,13965.0,75.0,644,6,6,9,3103,1室0厅1厨1卫,低楼层 (共20层),49.41㎡,平层,40.03㎡,板楼,南,2011,简装,钢混结构,集中供暖,两梯四户,有,商品房,2020-05-29,普通住宅,满五年,非共有,"114.534248,38.040906",裕华,槐底,石家庄
建大五小区,2021.11.01 成交,51.0,7818.0,55.0,48,0,4,0,320,2室1厅1厨1卫,中楼层 (共8层),65.24㎡,平层,暂无数据,板楼,南 北,2000,其他,混合结构,集中供暖,一梯两户,无,商品房,2021-09-14,普通住宅,满五年,非共有,"123.364134,41.799403",铁西,保工南,沈阳
雨花新村一村,2022.02.14 成交,138.0,34252.0,145.0,65,0,7,7,941,2室1厅1厨1卫,中楼层 (共6层),40.29㎡,平层,暂无数据,板楼,南,1983,精装,砖混结构,暂无数据,一梯三户,无,商品房,2021-12-12,普通住宅,暂无数据,非共有,"118.78156566571,32.004017463556",雨花台,雨花新村,南京
嵩山北路53号,2021.03.21 成交,52.0,10617.0,53.0,215,1,5,3,1580,2室1厅1厨1卫,中楼层 (共5层),48.98㎡,平层,暂无数据,板楼,南,1980,简装,砖混结构,自供暖,一梯三户,无,商品房,2020-08-19,普通住宅,暂无数据,共有,"113.636695,34.765502",二七,河医立交桥,郑州
捷胜街,2021.03.15 成交,50.0,15456.0,52.0,56,1,5,2,917,1室1厅1厨1卫,中楼层 (共6层),32.35㎡,暂无数据,暂无数据,板楼,南 东,1992,其他,混合结构,集中供暖,一梯三户,无,房改房,2021-01-19,普通住宅,暂无数据,非共有,"121.671442,38.925909",中山,二七,大连
福美小区C区,2021.07.28 成交,121.0,9654.0,124.0,16,1,4,1,349,3室2厅1厨2卫,低楼层 (共21层),125.34㎡,平层,暂无数据,板楼,南 北,2016,精装,钢混结构,集中供暖,十六梯四户,有,商品房,2021-07-13,普通住宅,暂无数据,非共有,"114.67102400801,37.90291139406",栾城,栾城县,石家庄
新星宇和邑A区,2022.01.14 成交,67.0,11755.0,69.5,7,1,1,0,173,1室1厅1厨1卫,中楼层 (共28层),57㎡,平层,暂无数据,板楼,南,2018,精装,钢混结构,暂无数据,一梯三户,有,商品房,2022-01-08,普通住宅,暂无数据,非共有,"125.402168,43.876755",经开区,欧美工业园,长春
宝雍阁金色欧城南区,2021.03.03 成交,58.0,9156.0,59.8,84,0,3,4,941,2室1厅1厨1卫,低楼层 (共6层),63.35㎡,平层,暂无数据,板楼,南 北,2004,精装,框架结构,暂无数据,一梯三户,无,商品房,2020-12-09,普通住宅,暂无数据,非共有,"125.194393,43.8586",汽车产业开发区,支农西,长春
万龙台北明珠三期,2021.07.04 成交,85.0,9799.0,89.6,116,3,59,7,2177,2室1厅1厨1卫,中楼层 (共30层),86.39㎡,平层,暂无数据,板楼,南 北,未知,毛坯,钢混结构,暂无数据,十九梯两户,有,商品房,2021-03-11,普通住宅,暂无数据,共有,"125.321602,43.927467",宽城区,站前,长春
盛世长安,2021.06.03 成交,163.0,17142.0,168.0,165,4,26,19,4710,2室2厅1厨1卫,中楼层 (共24层),95.09㎡,平层,暂无数据,板楼,南,2007,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-21,普通住宅,满五年,非共有,"114.55852255331,38.062289206766",长安,翟营,石家庄
玫瑰湾,2021.07.15 成交,178.0,16793.0,181.0,104,1,50,35,2270,2室2厅1厨2卫,低楼层 (共32层),105.7㎡,平层,暂无数据,板楼,南 北,2014,毛坯,钢混结构,集中供暖,两梯三户,有,商品房,2021-04-03,普通住宅,满两年,非共有,"114.523031,38.012672",裕华,塔冢,石家庄
富秀园,2022.02.20 成交,143.0,18752.0,143.0,138,4,24,41,3327,2室1厅1厨1卫,高楼层 (共7层),76.26㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯两户,无,商品房,2021-10-06,普通住宅,满五年,非共有,"117.224825,39.166709",河北,宁园,天津
凤凰庄,2021.04.05 成交,220.0,56123.0,220.0,23,0,1,0,793,1室1厅1厨1卫,低楼层 (共5层),39.2㎡,暂无数据,暂无数据,板楼,南 北,1985,其他,砖混结构,暂无数据,一梯两户,无,房改房,2021-03-13,普通住宅,暂无数据,非共有,"118.76749,32.046884",鼓楼,汉中门大街,南京
东城天下,2021.04.04 成交,67.0,11230.0,67.0,274,1,30,10,2754,1室1厅1厨1卫,低楼层 (共11层),58.95㎡,平层,暂无数据,板楼,南,2002,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-07-05,普通住宅,暂无数据,共有,"121.848609,39.070717",开发区,东城,大连
红旗小区,2021.05.13 成交,119.0,19039.0,124.0,368,2,10,5,2372,2室1厅1厨1卫,低楼层 (共6层),62.4㎡,平层,暂无数据,板楼,南,1988,精装,混合结构,集中供暖,一梯三户,无,商品房,2020-05-11,普通住宅,暂无数据,非共有,"114.467622,38.037575",桥西,西里,石家庄
鑫丰雍景豪城,2021.05.29 成交,112.0,12951.0,117.0,86,2,9,5,1464,2室2厅1厨1卫,低楼层 (共27层),86.48㎡,平层,暂无数据,板楼,南 北 西,2012,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-05,普通住宅,暂无数据,非共有,"123.386171,41.81813",铁西,北一路,沈阳
六纬路7号院,2022.02.23 成交,109.0,18596.0,111.0,314,23,40,86,8309,2室1厅1厨1卫,中楼层 (共5层),58.24㎡,平层,暂无数据,板楼,西南,未知,简装,未知结构,集中供暖,一梯四户,有,商品房,2021-04-16,普通住宅,满五年,非共有,"117.222935,39.136653",河东,大王庄,天津
新居时代,2021.08.16 成交,212.0,29515.0,216.0,170,36,17,1,1731,2室2厅1厨1卫,中楼层 (共9层),71.83㎡,复式,暂无数据,板楼,东,2003,精装,钢混结构,暂无数据,两梯三十三户,有,商品房,2021-02-28,普通住宅,暂无数据,非共有,"121.568119,29.866687",鄞州区,白鹤,宁波
万科溪之谷三期,2021.03.23 成交,132.0,14182.0,132.0,55,1,7,8,1469,3室2厅1厨1卫,高楼层 (共27层),92.94㎡,平层,72.44㎡,板楼,南 北,2012,精装,钢混结构,集中供暖,两梯两户,有,商品房,2021-01-28,普通住宅,满五年,非共有,"121.479087,38.914696",甘井子,溪之谷,大连
长丰景苑,2021.03.22 成交,294.0,29740.0,302.0,220,6,35,9,2286,2室2厅1厨1卫,高楼层 (共28层),98.86㎡,平层,暂无数据,板塔结合,南,2015,毛坯,钢混结构,暂无数据,两梯四户,有,商品房,2020-08-15,普通住宅,满两年,非共有,"121.549579,29.848446",鄞州区,长丰,宁波
青特赫山,2021.03.26 成交,165.0,15421.0,170.0,185,8,10,8,1987,3室1厅1厨2卫,低楼层 (共18层),107㎡,平层,85.08㎡,板楼,南,2018,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-09-23,普通住宅,满两年,非共有,"120.443518,36.328754",城阳,城阳立交,青岛
建邦听海二期,2021.06.18 成交,151.0,16073.0,149.5,41,1,14,4,1281,2室2厅1厨1卫,中楼层 (共31层),93.95㎡,平层,暂无数据,板楼,南 北,2016,简装,钢混结构,集中供暖,一梯两户,有,商品房,2021-05-09,普通住宅,满两年,非共有,"120.1292028633,35.926598447927",黄岛,东方影都,青岛
中建尚锦苑,2021.07.19 成交,175.0,12181.0,195.0,223,1,9,9,1846,3室2厅1厨2卫,低楼层 (共3层),143.67㎡,平层,暂无数据,板楼,南 北,2013,精装,钢混结构,自供暖,一梯两户,无,商品房,2020-12-09,普通住宅,满两年,非共有,"120.73518647111,36.446379392054",即墨,即墨蓝谷,青岛
天下城,2022.03.19 成交,558.0,25633.0,610.0,99,3,9,12,2169,4室2厅1厨2卫,中楼层 (共18层),217.69㎡,平层,暂无数据,板楼,南 北,2003,其他,钢混结构,集中供暖,两梯两户,有,商品房,2021-12-11,普通住宅,满五年,非共有,"113.66895388056,34.774099723042",金水区,大石桥,郑州
青建尚东区,2021.01.26 成交,329.0,35266.0,328.5,94,3,1,2,1362,2室2厅1厨1卫,高楼层 (共20层),93.15㎡,暂无数据,71.77㎡,板楼,南,2009,精装,钢混结构,集中供暖,两梯三户,有,商品房,2020-10-25,普通住宅,满五年,非共有,"120.460241,36.120952",崂山,汽车东站,青岛
万科城紫兰苑,2021.04.19 成交,125.0,13956.0,125.0,43,0,13,3,1548,3室1厅1厨1卫,低楼层 (共34层),89㎡,平层,暂无数据,板楼,南 北,2015,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-07,普通住宅,暂无数据,非共有,"113.523478,34.819214",高新,高新万科,郑州
北京街北,2021.07.05 成交,76.0,20577.0,82.0,56,4,14,32,1497,1室1厅1厨1卫,低楼层 (共7层),36.79㎡,平层,暂无数据,板楼,东 西,1988,简装,砖混结构,集中供暖,一梯三户,无,商品房,2021-05-11,普通住宅,满五年,非共有,"121.616871,38.925981",西岗,北京公园,大连
青建尚东区,2021.04.14 成交,355.0,37710.0,360.0,37,4,48,21,3764,2室2厅1厨1卫,低楼层 (共20层),94.14㎡,平层,75.55㎡,板楼,南 北,2009,精装,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-09,普通住宅,满五年,非共有,"120.460241,36.120952",崂山,汽车东站,青岛
华强城二期,2021.03.02 成交,45.0,10057.0,44.5,96,7,24,17,2524,1室1厅1厨1卫,中楼层 (共31层),44.2㎡,平层,暂无数据,板楼,南,2019,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-11-27,普通住宅,暂无数据,共有,"123.411564,41.915525",沈北新区,正良,沈阳
和顺家园六区,2021.09.22 成交,61.0,6762.0,62.0,211,7,26,16,3313,2室1厅1厨1卫,高楼层 (共5层),90.21㎡,平层,暂无数据,暂无数据,南 北,未知,简装,混合结构,暂无数据,一梯两户,暂无数据,经济适用房,2021-02-24,普通住宅,满两年,非共有,"117.48932702492,39.084321770145",东丽,军粮城,天津
新城市花园,2021.03.04 成交,123.0,15584.0,125.0,2,0,3,0,302,2室2厅1厨1卫,高楼层 (共6层),78.61㎡,平层,暂无数据,板楼,南,1996,其他,钢混结构,暂无数据,一梯两户,无,商品房,2021-03-03,普通住宅,满两年,非共有,"121.142868,30.056248",余姚市,新城市,宁波
联建胡同情报所宿舍,2022.01.21 成交,89.0,13337.0,100.0,134,6,7,2,773,3室1厅1厨1卫,低楼层 (共4层),66.36㎡,平层,暂无数据,板楼,南 北,1973,简装,混合结构,集中供暖,一梯三户,暂无数据,商品房,2021-09-09,普通住宅,满两年,非共有,"114.520092,38.046493",长安,广安,石家庄
保利叶公馆,2021.09.14 成交,316.0,36625.0,316.0,404,3,1,3,1370,2室2厅1厨1卫,中楼层 (共29层),86.28㎡,暂无数据,暂无数据,板楼,南 北,2016,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-08-07,普通住宅,暂无数据,非共有,"120.407547,36.119115",市北,合肥路佳世客,青岛
升龙国际B区,2021.12.25 成交,84.0,10947.0,89.0,228,3,2,7,1275,1室1厅1厨1卫,中楼层 (共31层),76.28㎡,平层,暂无数据,塔楼,南,2009,简装,钢混结构,集中供暖,四梯二十六户,有,商品房,2021-05-11,普通住宅,满五年,非共有,"113.648888,34.731846",二七区,市财政局,郑州
