小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
心海湾小区,2021.05.07 成交,112.0,8027.0,122.0,2,0,2,0,155,3室2厅1厨2卫,中楼层 (共6层),139.53㎡,暂无数据,暂无数据,板楼,南 北,2008,其他,混合结构,集中供暖,一梯两户,无,商品房,2021-05-05,普通住宅,满两年,共有,"114.701529,38.001883",藁城,藁城市,石家庄
天泰青城苑,2021.03.18 成交,213.0,29659.0,216.0,13,0,2,3,749,2室1厅1厨1卫,高楼层 (共32层),71.65㎡,平层,暂无数据,板楼,南,2012,精装,钢混结构,暂无数据,三梯十九户,有,商品房,2021-03-06,普通住宅,暂无数据,非共有,"118.79640841209,31.918588747237",江宁,将军大道,南京
石葵秀景,2021.08.15 成交,215.0,23499.0,218.0,26,0,11,16,1170,3室1厅1厨1卫,中楼层 (共7层),91.41㎡,平层,75㎡,板楼,南 北,2005,毛坯,框架结构,集中供暖,一梯两户,无,商品房,2021-07-21,普通住宅,满五年,非共有,"121.645446,38.905251",中山,武昌街,大连
景福家园,2021.04.20 成交,143.0,15213.0,145.0,123,3,7,1,1032,2室2厅1厨1卫,低楼层 (共10层),94㎡,暂无数据,暂无数据,暂无数据,南,未知,其他,未知结构,暂无数据,一梯两户,暂无数据,商品房,2020-12-19,普通住宅,暂无数据,非共有,"118.704023,32.15071",浦口,桥北,南京
茗园二区,2021.03.14 成交,163.0,23200.0,169.0,117,5,6,3,1271,2室1厅1厨1卫,高楼层 (共7层),70.26㎡,平层,暂无数据,板楼,南,1998,精装,钢混结构,暂无数据,一梯两户,无,商品房,2020-11-17,普通住宅,满两年,非共有,"121.701796,29.960766",镇海区,招宝山,宁波
城市花园一期,2021.12.12 成交,170.0,20699.0,170.0,67,5,27,15,2093,2室1厅1厨1卫,高楼层 (共7层),82.13㎡,平层,暂无数据,板楼,南,2001,精装,钢混结构,集中供暖,一梯两户,无,商品房,2021-10-06,普通住宅,满五年,非共有,"120.36659881669,36.096449711905",市北,海泊河,青岛
金海人家,2021.10.03 成交,80.0,8388.0,82.5,78,5,4,1,312,2室2厅1厨1卫,中楼层 (共11层),95.38㎡,平层,暂无数据,板楼,南 北,2000,精装,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-07-17,普通住宅,满两年,共有,"122.01974882213,39.104775190214",金州,金石滩,大连
长荣小区A区,2021.10.24 成交,170.0,15657.0,177.0,5,0,2,0,25,2室2厅1厨1卫,中楼层 (共6层),108.58㎡,平层,暂无数据,板楼,南,1998,简装,砖混结构,集中供暖,两梯两户,有,商品房,2021-10-20,普通住宅,满五年,非共有,"114.55841725729,38.039696373793",裕华,东苑,石家庄
诚基经贸中心,2022.01.03 成交,243.0,40014.0,245.0,31,0,9,1,323,1室1厅1厨1卫,低楼层 (共50层),60.73㎡,平层,50㎡,塔楼,西,未知,精装,钢混结构,集中供暖,八梯三十六户,有,商品房,2021-12-04,普通住宅,满五年,非共有,"117.208542,39.123121",和平,体育馆街,天津
龙头花园,2021.04.14 成交,78.0,8327.0,79.0,47,0,3,1,444,2室1厅1厨1卫,中楼层 (共18层),93.08㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,集中供暖,一梯四户,暂无数据,商品房,2021-02-27,普通住宅,满两年,非共有,"115.070036,38.043128",晋州市,晋州市,石家庄
金苹果家园,2022.02.14 成交,65.0,6668.0,67.0,484,7,10,4,2936,2室2厅1厨1卫,中楼层 (共7层),97.19㎡,平层,暂无数据,塔楼,南 北,2006,简装,砖混结构,暂无数据,一梯两户,无,商品房,2020-10-19,普通住宅,暂无数据,非共有,"125.35728,43.927891",宽城区,天光路,长春
东桂新苑,2022.02.26 成交,239.0,18937.0,245.0,40,5,4,0,15,3室2厅1厨1卫,低楼层 (共18层),126㎡,平层,暂无数据,板楼,南,未知,其他,砖木结构,暂无数据,两梯两户,有,商品房,2022-01-18,普通住宅,暂无数据,非共有,"121.610497,29.957919",镇海区,骆驼,宁波
兴贤佳园近贤苑,2021.11.28 成交,144.0,22097.0,144.0,465,7,34,19,4817,2室1厅1厨1卫,低楼层 (共18层),65.17㎡,平层,暂无数据,板楼,南 北,2009,毛坯,钢混结构,暂无数据,两梯五户,有,房改房,2020-08-21,普通住宅,满五年,非共有,"118.84617416676,32.110633816485",玄武,月苑,南京
百水家园,2021.06.20 成交,153.0,23575.0,155.0,43,1,29,37,5382,2室1厅1厨1卫,低楼层 (共6层),64.9㎡,平层,暂无数据,板楼,南,2004,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-05-09,普通住宅,暂无数据,共有,"118.91098756926,32.054723603646",栖霞,马群,南京
玉丽街,2021.03.19 成交,141.0,10466.0,144.5,228,8,8,19,2877,3室2厅1厨2卫,高楼层 (共7层),134.73㎡,平层,暂无数据,塔楼,南 北,2001,精装,混合结构,集中供暖,一梯两户,无,商品房,2020-08-04,普通住宅,暂无数据,共有,"121.55237,38.985591",甘井子,泡崖八区,大连
新华西社区,2021.07.05 成交,106.0,12934.0,115.0,194,4,13,2,1900,3室1厅1厨1卫,中楼层 (共9层),81.8㎡,平层,暂无数据,板楼,南 北,1998,其他,钢混结构,集中供暖,一梯三户,无,商品房,2020-12-24,普通住宅,满五年,非共有,"123.3969438425,41.781940478239",和平,新华广场,沈阳
文荟佳园,2022.01.07 成交,55.0,9262.0,55.0,420,10,10,21,2286,2室1厅1厨1卫,高楼层 (共18层),58.63㎡,平层,暂无数据,塔楼,东,2020,简装,钢混结构,集中供暖,一梯八户,暂无数据,商品房,2020-11-14,普通住宅,暂无数据,非共有,"114.472052,37.986889",桥西,宫家庄,石家庄
万科生态城澜庭,2021.02.28 成交,203.0,22771.0,205.0,61,3,28,17,2378,2室2厅1厨1卫,低楼层 (共28层),89.15㎡,平层,67㎡,板楼,南,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-30,普通住宅,满五年,非共有,"120.489194,36.186412",李沧,世园会,青岛
安泰小区,2021.05.12 成交,86.0,17521.0,86.5,729,2,12,18,3489,2室1厅1厨1卫,低楼层 (共7层),48.8㎡,平层,45㎡,板楼,南 北,1998,简装,混合结构,集中供暖,一梯两户,无,商品房,2019-05-15,普通住宅,暂无数据,非共有,"123.410369,41.749341",和平,长白,沈阳
红星海五期青屿蓝,2021.03.10 成交,125.0,13543.0,130.0,2,0,1,0,235,2室1厅1厨1卫,中楼层 (共23层),92.3㎡,暂无数据,暂无数据,板楼,南,2015,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-09,普通住宅,暂无数据,非共有,"121.808533,39.019075",开发区,红星海,大连
格兰星辰,2021.09.27 成交,264.0,24542.0,270.0,222,16,36,7,2808,3室2厅1厨1卫,高楼层 (共23层),107.37㎡,平层,暂无数据,板楼,南 西南,未知,简装,钢混结构,暂无数据,一梯两户,有,商品房,2021-02-18,普通住宅,满两年,共有,"121.474211,29.897482",海曙区,高桥,宁波
沿河一村,2021.03.06 成交,156.0,30422.0,160.0,185,2,19,22,3753,2室1厅1厨1卫,中楼层 (共6层),51.28㎡,平层,暂无数据,板塔结合,西 北,1988,其他,钢混结构,暂无数据,一梯四户,无,商品房,2020-09-03,普通住宅,暂无数据,共有,"118.763669,32.030976",建邺,南湖,南京
李家街,2022.03.07 成交,74.0,13450.0,77.0,22,0,3,3,297,2室1厅1厨1卫,中楼层 (共5层),54.65㎡,平层,暂无数据,板楼,南 北,1988,其他,砖混结构,集中供暖,一梯三户,无,商品房,2022-02-13,普通住宅,满五年,非共有,"121.578894,38.945337",沙河口,春柳,大连
涨馨苑,2021.05.29 成交,186.0,26833.0,195.0,268,8,71,124,13019,2室1厅1厨1卫,低楼层 (共18层),69.02㎡,暂无数据,暂无数据,板楼,南,2018,毛坯,钢混结构,暂无数据,两梯四户,有,商品房,2020-09-04,普通住宅,暂无数据,共有,"121.63604017307,29.896309405206",鄞州区,高新区,宁波
益嘉广场,2021.03.23 成交,96.0,17104.0,97.9,346,3,196,55,5231,1室1厅1厨1卫,中楼层 (共30层),56.13㎡,平层,暂无数据,板楼,南,2012,精装,钢混结构,集中供暖,三梯十一户,有,商品房,2020-04-12,普通住宅,满两年,非共有,"121.56088,38.925462",沙河口,马栏,大连
北岸尚城,2021.11.09 成交,154.0,15030.0,156.0,180,4,19,9,1453,2室2厅1厨1卫,中楼层 (共11层),102.33㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,集中供暖,两梯两户,有,私产,2021-05-14,普通住宅,满五年,非共有,"117.017292,39.390601",武清,体育中心,天津
绿厦爵仕汇,2021.10.31 成交,107.0,13766.0,115.0,435,9,41,26,4479,2室1厅1厨1卫,中楼层 (共26层),77.73㎡,平层,暂无数据,板楼,南 北,2011,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-08-23,普通住宅,暂无数据,非共有,"123.379671,41.811083",铁西,北二路,沈阳
园丁公寓,2021.12.21 成交,118.0,24842.0,125.0,4,0,1,0,117,1室1厅1厨1卫,中楼层 (共6层),47.3㎡,平层,暂无数据,板楼,南,未知,其他,混合结构,集中供暖,一梯四户,无,商品房,2021-12-17,普通住宅,满两年,非共有,"117.291406,39.071397",河西,柳林街,天津
天茂城中央B区,2021.12.24 成交,48.0,8138.0,49.2,527,11,119,18,4863,2室1厅1厨1卫,中楼层 (共15层),58㎡,平层,暂无数据,板楼,南,2008,精装,钢混结构,暂无数据,一梯四户,有,商品房,2020-07-15,普通住宅,暂无数据,非共有,"125.257076,43.868631",汽车产业开发区,东风,长春
晶品缘林,2021.04.10 成交,218.0,18178.0,223.0,570,2,14,17,2788,3室2厅1厨1卫,高楼层 (共19层),119.93㎡,平层,99.18㎡,板楼,南 北,2008,精装,钢混结构,集中供暖,一梯两户,有,商品房,2019-09-19,普通住宅,满五年,非共有,"121.521145,38.939856",甘井子,万科假日,大连
邮政印刷厂宿舍,2021.08.19 成交,59.0,8683.0,66.0,45,3,3,5,496,2室1厅1厨1卫,中楼层 (共4层),67.95㎡,平层,暂无数据,暂无数据,南,未知,简装,钢混结构,集中供暖,一梯三户,无,商品房,2021-07-05,普通住宅,暂无数据,非共有,"114.57292239726,38.082434243471",长安,十里铺,石家庄
新希望家园,2021.03.13 成交,85.0,10710.0,85.8,59,3,41,18,2770,2室1厅1厨1卫,低楼层 (共32层),79.37㎡,平层,暂无数据,板楼,南 北,2010,精装,框架结构,集中供暖,两梯三户,有,商品房,2021-01-13,普通住宅,满两年,非共有,"121.750149,39.060417",金州,城润,大连
南棵绿荫小区二期,2022.01.07 成交,66.0,6084.0,68.0,4,0,4,0,109,2室1厅1厨1卫,中楼层 (共8层),108㎡,平层,暂无数据,板楼,南 北,1999,其他,钢混结构,暂无数据,一梯四户,无,商品房,2022-01-04,普通住宅,暂无数据,共有,"126.711426,45.793194",道外,哈东站商圈,哈尔滨
天润城第十六街区南区,2021.03.15 成交,228.0,25616.0,232.0,177,2,30,9,3378,3室2厅1厨1卫,高楼层 (共18层),89.01㎡,平层,暂无数据,板楼,南 北,2014,精装,钢混结构,暂无数据,两梯十户,有,商品房,2020-09-20,普通住宅,暂无数据,共有,"118.730043,32.151871",浦口,桥北,南京
骏景华庭,2022.01.21 成交,395.0,38500.0,398.0,502,14,76,128,13353,3室2厅2厨2卫,高楼层 (共18层),102.6㎡,跃层,82.1㎡,塔楼,南 北,2010,精装,钢混结构,暂无数据,两梯三户,有,商品房,2020-09-06,普通住宅,满五年,非共有,"118.84239935902,31.924163935281",江宁,九龙湖,南京
卓越蔚蓝群岛,2021.07.04 成交,140.0,13161.0,140.0,213,2,8,2,1673,3室2厅1厨2卫,中楼层 (共21层),106㎡,平层,暂无数据,板楼,南,未知,毛坯,钢混结构,集中供暖,两梯四户,有,商品房,2020-12-04,普通住宅,暂无数据,非共有,"120.34459222099,36.265214773396",城阳,女姑,青岛
顺海香堤岛,2022.01.06 成交,23.0,4065.0,23.0,1,0,2,0,1,1室1厅1厨1卫,高楼层 (共9层),56.59㎡,平层,暂无数据,板楼,南 北,未知,其他,钢混结构,集中供暖,一梯三户,有,商品房,2022-01-05,普通住宅,暂无数据,非共有,"121.15508494995,38.82388235047",旅顺口,旅顺开发区,大连
万科公园里二期,2021.01.14 成交,505.0,39621.0,490.0,379,13,134,18,3849,3室2厅1厨1卫,中楼层 (共18层),127.46㎡,平层,暂无数据,板塔结合,南,2017,精装,钢混结构,暂无数据,一梯三户,无,商品房,2020-01-02,普通住宅,满两年,共有,"121.617392,29.892661",鄞州区,新明,宁波
米兰东湖湾,2021.11.25 成交,30.0,7328.0,32.0,35,1,1,0,292,1室1厅1厨1卫,中楼层 (共4层),40.94㎡,平层,暂无数据,板楼,东,未知,其他,钢混结构,集中供暖,一梯三十三户,无,商品房,2021-10-21,商业办公类,满两年,非共有,"117.49405379375,39.199387390644",东丽,东丽湖,天津
仁恒海河广场,2021.10.14 成交,481.0,53309.0,495.0,188,6,61,34,5478,2室1厅1厨1卫,高楼层 (共28层),90.23㎡,平层,暂无数据,塔楼,西南,未知,精装,钢混结构,集中供暖,五梯十二户,有,商品房,2021-04-10,普通住宅,满两年,非共有,"117.198361,39.143187",南开,鼓楼街,天津
