小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
叠翠山庄,2021.12.29 成交,79.0,12121.0,79.8,26,1,9,18,1240,2室1厅1厨1卫,中楼层 (共6层),65.18㎡,平层,暂无数据,板楼,南 北,2000,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-12-04,普通住宅,满五年,非共有,"121.547814,38.921444",甘井子,叠翠,大连
亿达云集,2021.07.25 成交,143.0,22552.0,145.0,4,1,18,8,486,2室1厅1厨1卫,中楼层 (共35层),63.41㎡,平层,暂无数据,板楼,南,2015,精装,钢混结构,集中供暖,两梯五户,有,商品房,2021-07-22,普通住宅,暂无数据,共有,"121.652871,38.902301",中山,青云街,大连
光华园,2021.12.29 成交,147.0,28989.0,150.0,201,0,27,19,2900,2室1厅1厨1卫,低楼层 (共7层),50.71㎡,平层,暂无数据,板楼,东 西,1986,简装,砖混结构,暂无数据,一梯三户,无,商品房,2021-06-12,普通住宅,暂无数据,非共有,"118.82618395054,32.028893847624",秦淮,大光路,南京
金二小学南,2021.08.17 成交,116.0,26227.0,119.0,30,1,3,6,442,2室1厅1厨1卫,低楼层 (共7层),44.23㎡,平层,暂无数据,板楼,东,1994,简装,混合结构,集中供暖,一梯四户,无,商品房,2021-07-19,普通住宅,满两年,非共有,"121.598416,38.974794",甘井子,金三角,大连
万科魅力新城二期,2021.05.07 成交,275.0,22803.0,279.0,35,1,9,5,1715,3室2厅1厨2卫,低楼层 (共11层),120.6㎡,暂无数据,暂无数据,板楼,南 北,2018,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-04-03,普通住宅,满两年,非共有,"120.41475438235,36.293031616295",城阳,世纪公园,青岛
庆丰小区安居苑,2021.05.14 成交,65.0,9155.0,66.0,26,2,0,0,300,2室1厅1厨1卫,中楼层 (共7层),71㎡,暂无数据,暂无数据,板楼,南,未知,简装,钢混结构,暂无数据,一梯两户,无,商品房,2021-04-18,普通住宅,暂无数据,非共有,"119.041859,31.65251",溧水,溧水城中,南京
金山新村南区,2021.11.05 成交,71.0,9964.0,72.0,26,3,1,0,48,2室1厅1厨1卫,高楼层 (共6层),71.26㎡,暂无数据,暂无数据,板楼,南,1998,简装,钢混结构,暂无数据,一梯两户,无,商品房,2021-10-11,普通住宅,暂无数据,非共有,"121.2576041485,30.168001681961",慈溪市,老城区,宁波
凯撒花园,2021.01.20 成交,95.0,8189.0,112.0,1,0,0,0,339,2室1厅1厨1卫,高楼层 (共7层),115.4㎡,平层,暂无数据,板楼,南 北,2002,其他,框架结构,暂无数据,一梯两户,无,商品房,2021-01-20,普通住宅,暂无数据,非共有,"125.33443383306,43.86150731061",南关区,吉大南岭校区,长春
亿达世纪城,2021.07.17 成交,280.0,24000.0,288.0,173,1,18,16,3409,3室1厅1厨1卫,低楼层 (共12层),116.67㎡,平层,暂无数据,板楼,南 北,2003,其他,钢混结构,集中供暖,一梯两户,有,商品房,2021-01-26,普通住宅,满五年,非共有,"121.592694,38.95848",甘井子,亿达,大连
阿尔卡迪亚荣景园,2022.02.12 成交,248.0,20806.0,265.0,265,5,15,30,3643,3室2厅1厨2卫,高楼层 (共34层),119.2㎡,平层,暂无数据,板楼,南,2013,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-05-23,普通住宅,暂无数据,非共有,"114.509609,38.063055",长安,胜北,石家庄
光湖里,2021.10.25 成交,90.0,33836.0,89.8,83,7,3,5,859,1室1厅1厨1卫,高楼层 (共6层),26.54㎡,平层,暂无数据,板楼,西,未知,精装,混合结构,集中供暖,一梯四户,无,公产房,2021-08-03,普通住宅,暂无数据,非共有,"117.169275,39.117998",南开,学府街,天津
香坊大街,2021.08.18 成交,59.0,8083.0,65.8,11,0,8,0,75,2室1厅1厨1卫,中楼层 (共8层),73㎡,平层,暂无数据,板塔结合,南 北,1996,其他,钢混结构,暂无数据,一梯四户,无,商品房,2021-08-08,普通住宅,暂无数据,非共有,"126.691152,45.730278",香坊,尚志公园,哈尔滨
远洋戛纳小镇二期,2021.06.12 成交,320.0,20254.0,400.0,13,0,2,0,5349,3室2厅1厨4卫,低楼层 (共3层),158㎡,跃层,暂无数据,板塔结合,南 北,2016,精装,钢混结构,暂无数据,一梯九户,有,商品房,2021-05-31,普通住宅,暂无数据,共有,"125.452545,43.768322",净月区,净月区,长春
安居小区(即墨),2021.03.21 成交,83.0,11858.0,84.0,19,1,5,3,429,2室2厅1厨1卫,中楼层 (共6层),70㎡,暂无数据,暂无数据,板楼,南 北,2001,精装,钢混结构,集中供暖,一梯两户,暂无数据,商品房,2021-03-03,普通住宅,暂无数据,非共有,"120.44009715901,36.394946983268",即墨,即墨城西,青岛
中冶蓝城C区,2021.04.22 成交,122.0,18058.0,125.0,60,0,16,8,1816,2室2厅1厨1卫,中楼层 (共5层),67.44㎡,平层,57.96㎡,板楼,南 北,2015,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-02-21,普通住宅,满两年,共有,"121.488631,38.979656",甘井子,生态新城,大连
万裕龙庭水岸,2021.03.08 成交,245.0,23168.0,248.0,681,6,120,147,11701,3室1厅1厨2卫,中楼层 (共20层),105.75㎡,平层,79.77㎡,板塔结合,南 北,2012,精装,钢混结构,暂无数据,两梯三户,有,商品房,2019-04-28,普通住宅,满五年,共有,"118.9135197139,31.914020363628",江宁,江宁大学城,南京
上河湾,2021.03.22 成交,92.0,10698.0,96.0,65,1,17,11,1922,2室2厅1厨1卫,中楼层 (共33层),86㎡,平层,暂无数据,板楼,南 北,2019,简装,钢混结构,集中供暖,两梯四户,有,商品房,2021-01-17,普通住宅,暂无数据,非共有,"114.557773,38.099938",长安,高营,石家庄
美域盛景,2021.06.27 成交,168.0,17247.0,185.0,1,0,4,0,322,2室2厅1厨1卫,中楼层 (共5层),97.41㎡,平层,83.68㎡,板楼,南 北,2008,简装,钢混结构,集中供暖,一梯两户,有,商品房,2021-06-27,普通住宅,满五年,非共有,"121.61031,39.006234",甘井子,泉水美域盛景,大连
松山安居小区,2022.02.26 成交,55.0,7380.0,55.0,252,2,7,1,876,2室1厅1厨1卫,低楼层 (共7层),74.12㎡,平层,暂无数据,板楼,北 南,1998,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-06-20,普通住宅,暂无数据,共有,"123.41193325462,41.876559739357",于洪,西三台子,沈阳
宝莱雅苑,2021.01.26 成交,7.0,5189.0,6.6,1,0,2,0,93,车位,地下室,12.72㎡,暂无数据,暂无数据,板楼,南,2017,其他,钢混结构,暂无数据,暂无数据,暂无数据,商品房,2021-01-25,车库,暂无数据,非共有,"121.476941,29.906381",海曙区,高桥,宁波
南湾营润康苑,2022.01.13 成交,149.0,17464.0,152.0,13,1,4,4,648,3室1厅1厨1卫,高楼层 (共6层),85.32㎡,平层,74.89㎡,板楼,南,2004,简装,钢混结构,暂无数据,一梯两户,无,房改房,2022-01-01,普通住宅,满五年,共有,"118.90916243412,32.045619139052",栖霞,马群,南京
中旅城一期·星旅城,2021.02.18 成交,306.0,27773.0,310.0,65,3,8,8,3109,3室2厅1厨2卫,低楼层 (共25层),110㎡,平层,暂无数据,板塔结合,南,2019,精装,混合结构,暂无数据,一梯四户,暂无数据,商品房,2020-12-16,普通住宅,暂无数据,非共有,"121.49016068578,29.949756779435",江北区,洪塘,宁波
恒苑小区,2021.03.21 成交,256.0,16919.0,262.5,353,1,13,115,12092,3室2厅1厨2卫,低楼层 (共18层),151.31㎡,平层,125.61㎡,板楼,南 北,2010,简装,钢混结构,集中供暖,一梯两户,有,商品房,2020-04-03,普通住宅,满五年,非共有,"120.41377272993,36.108336313043",市北,福州北路,青岛
军祥园,2021.10.26 成交,75.0,8180.0,75.0,1,0,1,0,4,3室1厅1厨1卫,高楼层 (共32层),91.69㎡,平层,暂无数据,板塔结合,南 北,未知,其他,钢混结构,集中供暖,一梯四户,无,商品房,2021-10-26,普通住宅,暂无数据,非共有,"117.447577,39.065234",东丽,军粮城,天津
千山路,2021.02.09 成交,66.0,12520.0,66.8,110,5,6,17,3210,2室1厅1厨1卫,高楼层 (共7层),52.48㎡,平层,暂无数据,板楼,东,1995,精装,砖混结构,集中供暖,一梯四户,无,商品房,2020-10-23,普通住宅,满两年,非共有,"121.586667,38.985415",甘井子,山东路,大连
万科假日风景,2021.05.10 成交,179.0,21030.0,179.0,2,0,3,0,287,2室2厅1厨1卫,高楼层 (共11层),85.12㎡,暂无数据,暂无数据,板楼,南 北,2008,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-05-09,普通住宅,暂无数据,非共有,"121.525632,38.941083",甘井子,万科假日,大连
翡翠湾花园,2021.11.28 成交,62.0,6296.0,63.0,1131,26,60,16,3062,3室1厅1厨1卫,低楼层 (共11层),98.49㎡,平层,暂无数据,塔楼,南 北,未知,精装,钢混结构,集中供暖,一梯两户,有,商品房,2018-10-25,普通住宅,满五年,非共有,"117.356289,39.744461",宝坻,翡翠湾,天津
东郊小镇第八街区,2021.05.23 成交,119.0,29383.0,120.0,81,5,41,44,4481,2室1厅1厨2卫,低楼层 (共9层),40.5㎡,暂无数据,暂无数据,板塔结合,南,2013,精装,钢混结构,暂无数据,两梯二十九户,有,商品房,2021-03-04,普通住宅,满两年,非共有,"118.953766,32.063282",江宁,麒麟镇,南京
恒盛阳光美麓,2021.12.24 成交,52.0,8747.0,52.8,87,2,14,3,786,1室1厅1厨1卫,高楼层 (共20层),58.88㎡,平层,暂无数据,板楼,南,2011,其他,框架结构,集中供暖,两梯六户,有,商品房,2021-09-29,普通住宅,满两年,非共有,"121.7683935504,39.084544825858",金州,桃园,大连
高教新村,2021.03.29 成交,409.0,42667.0,418.0,4,0,3,0,767,3室1厅1厨1卫,中楼层 (共28层),95.86㎡,暂无数据,暂无数据,塔楼,南,1999,其他,钢混结构,暂无数据,三梯八户,有,商品房,2021-03-26,普通住宅,暂无数据,非共有,"118.74059062745,32.062789962062",鼓楼,草场门大街,南京
世茂海滨花园A2地块,2021.08.23 成交,152.0,15739.0,154.0,6,1,3,1,128,3室2厅1厨1卫,高楼层 (共17层),96.58㎡,平层,暂无数据,塔楼,南,未知,精装,钢混结构,暂无数据,两梯四户,有,商品房,2021-08-18,普通住宅,满五年,非共有,"121.91827786829,29.771472229866",北仑区,春晓,宁波
锦泉源D2区,2021.04.10 成交,108.0,14186.0,110.0,1,0,13,1,559,2室1厅1厨1卫,中楼层 (共18层),75.92㎡,暂无数据,暂无数据,板楼,东 南,2009,其他,钢混结构,集中供暖,两梯八户,有,商品房,2021-04-10,普通住宅,满五年,共有,"121.622055,39.015105",甘井子,泉水锦泉源,大连
和昌都汇广场,2022.02.09 成交,48.0,5598.0,49.0,15,0,4,1,235,3室1厅1厨1卫,中楼层 (共34层),85.71㎡,平层,暂无数据,塔楼,南,2016,精装,钢混结构,集中供暖,两梯四户,有,商品房,2022-01-26,普通住宅,满两年,共有,"113.31824399454,34.811600973787",上街区,上街区,郑州
富景花园,2021.09.16 成交,107.0,10581.0,110.0,99,13,16,2,1462,3室2厅1厨1卫,高楼层 (共7层),101.13㎡,平层,91.23㎡,板楼,东北,1999,简装,混合结构,自供暖,一梯四户,无,房改房,2021-06-09,普通住宅,暂无数据,非共有,"113.66885865012,34.80451704839",金水区,科技市场,郑州
前城国际二期,2021.04.07 成交,266.0,27907.0,266.0,189,6,22,11,4108,2室1厅1厨1卫,低楼层 (共12层),95.32㎡,平层,暂无数据,板楼,南 北,2009,简装,钢混结构,自供暖,一梯三户,有,商品房,2020-10-01,普通住宅,满五年,共有,"121.628089,38.923048",西岗,英华街,大连
水木青城,2022.02.24 成交,100.0,9213.0,105.0,50,2,25,17,2634,2室2厅1厨1卫,低楼层 (共7层),108㎡,平层,暂无数据,板楼,南 北,2004,简装,混合结构,集中供暖,一梯两户,无,商品房,2022-01-06,普通住宅,暂无数据,非共有,"114.58257930805,38.077047592906",长安,十里铺,石家庄
欧铂城,2021.12.19 成交,105.0,11185.0,108.0,89,7,8,7,927,2室2厅1厨1卫,低楼层 (共33层),93.88㎡,平层,暂无数据,塔楼,南,未知,精装,钢混结构,集中供暖,两梯六户,有,商品房,2021-09-21,普通住宅,满两年,非共有,"117.262829,39.236934",北辰,宜兴埠,天津
远洋自然,2021.05.30 成交,193.0,18829.0,195.0,12,1,22,16,1639,2室2厅1厨1卫,中楼层 (共26层),102.24㎡,平层,76.16㎡,塔楼,南 北,2010,毛坯,钢混结构,集中供暖,两梯三户,有,商品房,2021-05-19,普通住宅,满五年,非共有,"121.599669,39.010608",甘井子,华南,大连
千山路,2021.09.11 成交,51.0,15202.0,53.0,3,0,3,0,57,1室1厅1厨1卫,中楼层 (共7层),33.55㎡,平层,暂无数据,板楼,南,1989,其他,砖混结构,集中供暖,一梯三户,无,商品房,2021-09-09,普通住宅,暂无数据,非共有,"121.586667,38.985415",甘井子,山东路,大连
汇置尚都,2021.05.18 成交,104.0,11116.0,105.0,69,4,14,5,1808,3室2厅1厨1卫,低楼层 (共33层),93.56㎡,平层,71.52㎡,板楼,南 北,2019,毛坯,钢混结构,集中供暖,一梯三户,有,商品房,2021-03-11,普通住宅,暂无数据,共有,"123.41103071552,41.936935928094",沈北新区,道义,沈阳
花雨南庭,2021.03.08 成交,206.0,61955.0,215.0,63,1,6,0,364,2室1厅1厨1卫,中楼层 (共5层),33.25㎡,暂无数据,暂无数据,板楼,北,2009,其他,钢混结构,暂无数据,一梯二十五户,有,商品房,2021-01-04,普通住宅,暂无数据,非共有,"118.79677340181,32.002873556781",雨花台,洪家园,南京
毅达中心,2021.06.17 成交,70.0,19800.0,72.0,69,0,11,1,432,1室1厅1厨1卫,高楼层 (共20层),35㎡,复式,暂无数据,板楼,北,未知,其他,钢混结构,暂无数据,六梯四十五户,有,商品房,2021-04-10,普通住宅,暂无数据,非共有,"118.65052,32.073777",浦口,江浦街道,南京
青建依山半岛,2021.11.25 成交,242.0,28721.0,246.0,68,2,11,6,1039,2室2厅1厨1卫,低楼层 (共18层),84.26㎡,平层,66.41㎡,板楼,南,2012,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-09-19,普通住宅,满五年,非共有,"120.42114,36.12343",市北,合肥路佳世客,青岛
奥林80,2021.05.15 成交,8.0,6300.0,8.0,204,0,1,0,1659,车位,地下室,12.7㎡,暂无数据,暂无数据,板楼,南,2013,其他,钢混结构,暂无数据,暂无数据,暂无数据,商品房,2020-10-24,车库,满五年,非共有,"121.514216,29.935725",江北区,洪塘,宁波
长华里,2021.11.20 成交,219.0,20529.0,225.0,358,7,107,205,22184,3室1厅1厨1卫,低楼层 (共6层),106.68㎡,平层,暂无数据,板楼,东 南 北,未知,简装,混合结构,集中供暖,一梯四户,无,私产,2020-11-28,普通住宅,满五年,非共有,"117.145955,39.090232",南开,华苑,天津
天山花园,2022.03.09 成交,66.0,11336.0,72.0,84,4,8,29,3403,2室2厅1厨1卫,高楼层 (共7层),58.05㎡,平层,暂无数据,板楼,南,2000,简装,混合结构,集中供暖,一梯两户,无,商品房,2021-12-15,普通住宅,满五年,非共有,"114.61362758402,38.031400923792",开发区,天山海世界,石家庄
绿地滨湖国际八区,2021.03.16 成交,106.0,11889.0,109.0,245,9,11,10,1809,3室2厅1厨1卫,低楼层 (共31层),88.49㎡,平层,暂无数据,板塔结合,南,2017,毛坯,钢混结构,集中供暖,两梯四户,有,商品房,2020-07-15,普通住宅,暂无数据,非共有,"113.648014,34.671162",二七,万客来,郑州
达人公馆,2021.04.22 成交,83.0,13715.0,85.0,33,2,6,18,1164,2室1厅1厨1卫,中楼层 (共13层),59.9㎡,平层,暂无数据,板楼,东 南,2000,简装,钢混结构,集中供暖,两梯十九户,有,商品房,2021-03-21,普通住宅,暂无数据,非共有,"121.594858,38.982756",甘井子,山东路,大连
群力家园A区,2022.03.16 成交,100.0,9150.0,106.0,161,5,9,2,633,2室1厅1厨1卫,高楼层 (共26层),109.3㎡,平层,72㎡,板楼,南 北,未知,简装,钢混结构,暂无数据,两梯两户,有,商品房,2021-10-07,普通住宅,暂无数据,非共有,"126.541049,45.713816",道里,群力新区,哈尔滨
延安三路10-12、16-28（双号）,2021.08.10 成交,140.0,13118.0,143.0,365,7,4,41,7093,3室1厅1厨1卫,高楼层 (共7层),106.73㎡,平层,95.11㎡,板楼,南 西,1989,简装,混合结构,集中供暖,一梯四户,无,商品房,2020-08-11,普通住宅,满五年,非共有,"120.36770086331,36.090245005705",市北,北仲,青岛
绿地大溪地,2022.03.17 成交,67.0,4259.0,68.0,93,3,9,2,452,3室1厅1厨2卫,中楼层 (共15层),157.33㎡,平层,暂无数据,板楼,东 南 北,未知,毛坯,钢混结构,集中供暖,十二梯两户,有,商品房,2021-12-15,普通住宅,暂无数据,非共有,"123.619313,41.924636",沈北新区,棋盘山,沈阳
森林里,2021.04.07 成交,117.0,9882.0,118.0,320,5,74,13,4020,3室2厅1厨1卫,中楼层 (共11层),118㎡,平层,暂无数据,塔楼,南,2015,毛坯,钢混结构,集中供暖,一梯三户,有,商品房,2020-05-23,普通住宅,暂无数据,非共有,"113.960125,34.729818",中牟县,中牟县,郑州
升龙凤凰城D区,2021.12.23 成交,112.0,14367.0,113.0,205,10,84,60,6508,2室1厅1厨1卫,中楼层 (共28层),77.68㎡,平层,暂无数据,板楼,南,2013,精装,钢混结构,集中供暖,三梯十七户,有,商品房,2021-06-02,普通住宅,满五年,非共有,"113.716671,34.749213",管城回族区,东建材,郑州
和苑家园雅和园,2021.12.24 成交,129.0,16700.0,129.0,1,0,1,0,17,2室1厅1厨1卫,高楼层 (共18层),77.25㎡,平层,暂无数据,板塔结合,南,未知,其他,钢混结构,集中供暖,两梯六户,有,商品房,2021-12-24,普通住宅,暂无数据,非共有,"117.121778,39.164818",红桥,西营门,天津
长鹭悦湖,2021.03.24 成交,308.0,17500.0,310.0,835,3,106,69,6022,4室2厅1厨2卫,高楼层 (共5层),176㎡,跃层,暂无数据,板楼,南 北,2016,毛坯,框架结构,集中供暖,一梯两户,有,商品房,2018-12-11,普通住宅,暂无数据,非共有,"121.511694,38.939196",甘井子,西山湖,大连
华瑞紫韵城丽园,2021.12.06 成交,141.0,11943.0,143.8,276,7,19,11,1628,3室1厅1厨2卫,低楼层 (共34层),118.07㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-03-06,普通住宅,满两年,非共有,"113.550949,34.771148",中原区,常西湖,郑州
镇江路31号,2022.01.05 成交,74.0,13161.0,80.0,134,6,15,22,3093,2室1厅1厨1卫,高楼层 (共6层),55.85㎡,平层,49.86㎡,板楼,南,1988,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-08-25,普通住宅,满五年,非共有,"120.37376341956,36.088332530657",市北,北仲,青岛
海马公园A区,2021.05.27 成交,238.0,26117.0,240.0,126,2,26,37,4759,2室2厅1厨1卫,低楼层 (共32层),91.13㎡,平层,暂无数据,板楼,西南,2013,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-01-22,普通住宅,满两年,非共有,"113.775655,34.753521",郑东新区,郑州东站,郑州
我的家园,2021.07.18 成交,120.0,12632.0,122.5,85,2,4,4,979,2室2厅1厨1卫,中楼层 (共7层),95㎡,平层,暂无数据,塔楼,南 北,2005,其他,砖混结构,暂无数据,一梯两户,无,商品房,2021-04-25,普通住宅,暂无数据,非共有,"125.341181,43.843635",南关区,净水厂,长春
中冶蓝城E区,2021.04.07 成交,138.0,14885.0,139.0,31,1,11,21,3025,3室2厅1厨1卫,高楼层 (共8层),92.11㎡,平层,78.28㎡,板楼,南 北,2010,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-07,普通住宅,满两年,非共有,"121.49366922284,38.979657106793",甘井子,生态新城,大连
自由港,2021.09.08 成交,31.0,6531.0,32.0,523,8,48,89,5655,1室1厅1厨1卫,高楼层 (共27层),47.47㎡,平层,暂无数据,塔楼,南,2004,简装,钢混结构,集中供暖,三梯二十六户,有,商品房,2020-04-03,普通住宅,满五年,非共有,"114.503514,38.05908",长安,南三条,石家庄
明发滨江新城大三期,2021.04.06 成交,275.0,23930.0,278.0,35,0,40,6,2039,3室1厅1厨1卫,中楼层 (共27层),114.92㎡,平层,暂无数据,塔楼,南,2008,其他,钢混结构,暂无数据,两梯四户,有,商品房,2021-03-03,普通住宅,暂无数据,非共有,"118.752566,32.141037",浦口,桥北,南京
浦江御景湾,2021.12.19 成交,172.0,13471.0,175.0,168,1,3,4,792,3室2厅1厨2卫,低楼层 (共24层),127.69㎡,平层,暂无数据,板楼,南 西北 北,2010,简装,钢混结构,集中供暖,一梯四户,有,商品房,2021-07-04,普通住宅,暂无数据,非共有,"123.440301,41.742765",浑南,奥体,沈阳
国际城一期,2021.10.12 成交,343.0,18116.0,368.0,323,6,39,19,2495,4室2厅1厨2卫,中楼层 (共12层),189.34㎡,平层,暂无数据,板楼,南 北,2004,简装,钢混结构,集中供暖,一梯两户,有,商品房,2020-11-24,普通住宅,满五年,非共有,"114.57047105897,38.036749312316",裕华,银通,石家庄
金龙宜居城紫东郡,2021.04.27 成交,90.0,8012.0,92.0,64,0,17,3,1460,3室2厅1厨1卫,中楼层 (共29层),111.72㎡,平层,暂无数据,板塔结合,南 北,2016,精装,钢混结构,集中供暖,两梯三户,有,商品房,2021-02-23,普通住宅,暂无数据,非共有,"113.44078856811,34.78929389124",荥阳市,荥阳,郑州
华瑞紫薇苑,2021.04.05 成交,137.0,14562.0,141.5,8,1,17,20,2360,3室2厅1厨1卫,低楼层 (共11层),93.74㎡,平层,78.74㎡,板楼,东,2010,精装,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-29,普通住宅,满五年,共有,"113.66369,34.829716",金水,海洋馆,郑州
汀香苑,2021.03.05 成交,128.0,8699.0,129.0,216,9,19,7,2668,3室2厅1厨2卫,高楼层 (共33层),147.15㎡,平层,116.63㎡,板楼,南,2017,毛坯,钢混结构,暂无数据,两梯两户,有,商品房,2020-08-01,普通住宅,满两年,非共有,"121.22812628273,30.337722554077",杭州湾新区,杭州湾新区,宁波
春柳公园,2021.03.14 成交,249.0,23715.0,248.0,1,0,0,1,373,2室2厅1厨1卫,高楼层 (共18层),105㎡,平层,暂无数据,板楼,南 北,2014,其他,钢混结构,集中供暖,一梯两户,有,商品房,2021-03-14,普通住宅,暂无数据,非共有,"121.5863,38.946798",沙河口,春柳,大连
中铁诺德滨海花园B区,2021.12.28 成交,257.0,28106.0,260.0,7,2,6,15,619,3室2厅1厨1卫,低楼层 (共18层),91.37㎡,平层,暂无数据,板楼,南 北,2015,简装,钢混结构,集中供暖,两梯四户,有,商品房,2021-12-22,普通住宅,暂无数据,非共有,"121.513866,38.861851",高新园区,七贤岭,大连
美树日记,2021.05.15 成交,210.0,24141.0,215.0,704,4,13,30,3325,2室2厅1厨1卫,高楼层 (共5层),86.99㎡,跃层,74.65㎡,板楼,南 北,2009,精装,钢混结构,集中供暖,一梯两户,无,商品房,2019-06-11,普通住宅,满五年,非共有,"121.542987,38.950526",甘井子,第五郡,大连
太平苑,2021.07.10 成交,270.0,34847.0,282.0,51,3,40,4,2019,3室1厅1厨1卫,低楼层 (共7层),77.34㎡,平层,暂无数据,板楼,南,1998,简装,混合结构,暂无数据,一梯两户,无,商品房,2021-05-21,普通住宅,暂无数据,非共有,"118.779776,32.026874",秦淮,来凤里,南京
招商臻园,2021.05.10 成交,515.0,26682.0,525.0,14,1,16,9,1657,3室2厅0厨3卫,高楼层 (共35层),193.02㎡,平层,暂无数据,板楼,南 北,2016,毛坯,钢混结构,集中供暖,两梯两户,有,商品房,2021-04-27,普通住宅,满两年,共有,"121.716294,38.920251",中山,东港,大连
秋爽西里,2022.01.08 成交,71.0,13512.0,74.0,27,4,8,14,1249,1室1厅1厨1卫,高楼层 (共6层),52.25㎡,平层,暂无数据,板楼,南,未知,精装,混合结构,集中供暖,一梯四户,暂无数据,商品房,2021-12-13,普通住宅,满五年,非共有,"117.119994,39.157124",西青,西营门,天津
