小区,成交时间,成交价格,元/平,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,配备电梯,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,百度经纬,区域,街道,城市
江北立方寓,2021.04.11 成交,147.0,31231.0,148.0,46,3,2,0,521,2室1厅1厨1卫,高楼层 (共9层),47.07㎡,暂无数据,暂无数据,板楼,南,2012,精装,钢混结构,暂无数据,两梯十四户,有,商品房,2021-02-25,普通住宅,暂无数据,非共有,"121.495701,29.948419",江北区,洪塘,宁波
容盛星河湾,2021.11.28 成交,124.0,11245.0,134.0,41,4,33,5,1036,3室2厅1厨2卫,低楼层 (共24层),110.28㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,集中供暖,一梯三户,暂无数据,商品房,2021-10-19,普通住宅,暂无数据,共有,"114.58592752929,38.173417965",正定,正定县,石家庄
兴富小区,2021.09.07 成交,80.0,17584.0,80.0,23,0,3,0,235,2室0厅1厨1卫,低楼层 (共5层),45.47㎡,平层,暂无数据,暂无数据,南 北,1980,其他,未知结构,自供暖,一梯三户,无,商品房,2021-08-16,普通住宅,暂无数据,非共有,"120.377838,36.103154",市北,理工大学,青岛
青枫雅苑,2022.01.20 成交,156.0,22878.0,159.0,161,7,24,16,1008,2室1厅1厨1卫,中楼层 (共17层),68.19㎡,平层,暂无数据,板塔结合,南,未知,毛坯,钢混结构,暂无数据,两梯四户,有,商品房,2021-08-13,普通住宅,暂无数据,非共有,"121.698081,29.956497",镇海区,蛟川,宁波
甲院,2021.05.16 成交,99.0,17978.0,99.0,139,4,3,3,1106,2室1厅1厨1卫,中楼层 (共5层),54.79㎡,暂无数据,47.81㎡,板楼,南 北,1979,其他,混合结构,集中供暖,一梯两户,暂无数据,商品房,2020-12-29,普通住宅,满五年,非共有,"113.69276441283,34.772267491063",金水,花园路,郑州
长白苑,2021.03.26 成交,71.0,13873.0,72.0,1,0,2,0,273,2室1厅1厨1卫,中楼层 (共6层),50.82㎡,平层,暂无数据,板楼,南 北,2005,简装,混合结构,集中供暖,一梯三户,无,商品房,2021-03-26,普通住宅,满五年,非共有,"123.38829652232,41.749478958509",和平,长白,沈阳
东外滩公寓,2021.03.19 成交,120.0,34473.0,121.0,19,2,3,3,598,1室1厅1厨1卫,中楼层 (共26层),34.81㎡,平层,暂无数据,板楼,南,2014,精装,框架结构,暂无数据,两梯十户,有,商品房,2021-03-01,普通住宅,满两年,非共有,"121.577212,29.887176",鄞州区,明楼,宁波
河梁街,2021.06.02 成交,34.0,7084.0,36.0,1,0,1,0,129,2室0厅1厨1卫,中楼层 (共7层),48㎡,平层,暂无数据,板楼,南,1986,其他,钢混结构,暂无数据,一梯三户,无,商品房,2021-06-02,普通住宅,暂无数据,非共有,"126.597181,45.761131",道里,公路大桥,哈尔滨
金信花园,2021.10.02 成交,635.0,47784.0,670.0,84,11,4,11,1393,3室2厅1厨2卫,高楼层 (共6层),132.89㎡,复式,暂无数据,板楼,南,2004,精装,钢混结构,暂无数据,一梯两户,无,商品房,2021-07-10,普通住宅,暂无数据,共有,"118.75249856389,32.054104688061",鼓楼,龙江,南京
万科金色水岸二期,2021.08.15 成交,265.0,49075.0,268.0,48,1,3,2,251,1室1厅1厨1卫,中楼层 (共25层),54㎡,暂无数据,38.28㎡,板楼,南,未知,精装,钢混结构,暂无数据,两梯四户,有,商品房,2021-06-29,普通住宅,满两年,非共有,"121.53720608647,29.823651081683",鄞州区,南部商务区,宁波
万恒东方俪城四期,2021.11.14 成交,130.0,9725.0,132.0,281,3,6,12,1712,3室2厅1厨2卫,中楼层 (共6层),133.68㎡,平层,暂无数据,板楼,南 北,2005,简装,钢混结构,集中供暖,一梯两户,无,商品房,2021-02-06,普通住宅,满五年,非共有,"123.491362,41.832728",大东,东北大马路,沈阳
东湖街,2021.07.30 成交,53.0,8334.0,52.8,10,1,3,0,73,2室1厅1厨1卫,中楼层 (共6层),63㎡,平层,暂无数据,板楼,南,未知,精装,钢混结构,集中供暖,一梯一户,暂无数据,商品房,2021-07-20,普通住宅,暂无数据,非共有,"123.32073560193,41.805070225985",于洪,于洪广场,沈阳
恒德橄榄季,2021.05.03 成交,132.0,22989.0,139.7,16,1,8,6,1290,1室1厅1厨1卫,中楼层 (共11层),57.42㎡,平层,46.61㎡,板楼,南,2009,精装,钢混结构,集中供暖,一梯四户,有,商品房,2021-04-17,普通住宅,满五年,共有,"121.539727,38.95991",甘井子,第五郡,大连
中南山锦花城,2021.02.19 成交,500.0,31447.0,500.0,82,0,2,0,340,4室2厅1厨2卫,低楼层 (共9层),159㎡,暂无数据,暂无数据,板楼,南,2019,其他,钢混结构,暂无数据,一梯十二户,有,商品房,2020-11-29,普通住宅,暂无数据,共有,"118.971022,32.097742",江宁,江宁其它,南京
邮政世纪花园,2021.05.31 成交,658.0,89330.0,666.0,20,0,9,0,265,2室2厅1厨1卫,中楼层 (共5层),73.66㎡,平层,暂无数据,板塔结合,南,2000,其他,砖混结构,暂无数据,一梯两户,无,商品房,2021-05-12,普通住宅,暂无数据,非共有,"118.74469,32.046832",鼓楼,凤凰西街,南京
越秀星汇蓝海,2022.03.12 成交,130.0,16066.0,135.0,811,8,26,21,4243,2室2厅1厨1卫,低楼层 (共33层),80.92㎡,平层,暂无数据,板楼,北 南,2016,精装,钢混结构,集中供暖,一梯两户,有,商品房,2019-12-23,普通住宅,暂无数据,共有,"123.393213,41.744434",和平,长白,沈阳
玉峰花园,2021.09.15 成交,166.0,20010.0,173.9,19,1,3,16,872,2室1厅1厨1卫,高楼层 (共6层),82.96㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯三户,无,商品房,2021-08-28,普通住宅,满两年,非共有,"117.276785,39.062404",河西,柳林街,天津
滨江花园西园,2021.01.29 成交,180.0,21209.0,183.0,232,3,19,25,5290,3室1厅1厨1卫,高楼层 (共7层),84.87㎡,平层,暂无数据,板楼,南,1997,其他,混合结构,暂无数据,一梯三户,无,商品房,2020-06-11,普通住宅,暂无数据,非共有,"118.759142,32.102876",鼓楼,建宁路,南京
润龙锦园,2021.01.17 成交,261.0,32524.0,265.0,161,1,36,15,3537,2室1厅1厨1卫,高楼层 (共16层),80.25㎡,平层,暂无数据,塔楼,南,2014,精装,钢混结构,暂无数据,两梯四户,有,商品房,2020-08-10,普通住宅,满五年,共有,"118.837556,31.922131",江宁,九龙湖,南京
方正家园,2021.10.08 成交,73.0,9432.0,74.0,1,0,1,1,55,2室1厅1厨1卫,中楼层 (共6层),77.4㎡,平层,暂无数据,板楼,南 北,2010,简装,砖混结构,暂无数据,一梯两户,无,商品房,2021-10-07,普通住宅,暂无数据,共有,"125.385645,43.830173",净月区,净月区,长春
21世纪社区湖左岸,2021.03.31 成交,147.0,11667.0,149.0,897,17,35,133,7093,3室2厅1厨2卫,中楼层 (共6层),126㎡,平层,暂无数据,板楼,南 北,2004,精装,砖混结构,自供暖,一梯两户,无,商品房,2018-10-16,普通住宅,暂无数据,非共有,"113.69845261392,34.82220301769",金水,汽配大世界,郑州
中海国际社区二期,2021.03.08 成交,246.0,27852.0,252.0,124,1,13,24,6057,3室2厅1厨1卫,低楼层 (共33层),88.29㎡,平层,暂无数据,板楼,南,2016,精装,砖混结构,暂无数据,两梯四户,有,商品房,2020-11-05,普通住宅,满两年,非共有,"121.584267,29.796443",鄞州区,下应,宁波
嘉禾芙蓉园,2021.12.06 成交,62.0,4678.0,62.5,106,3,8,0,1361,3室2厅1厨2卫,中楼层 (共18层),132.54㎡,平层,111.3㎡,板塔结合,东南,未知,毛坯,钢混结构,集中供暖,一梯三户,暂无数据,商品房,2021-08-23,普通住宅,满五年,非共有,"113.40426433985,34.787479213629",荥阳市,荥阳城区,郑州
林苑西里,2021.11.14 成交,139.0,24331.0,145.0,203,9,41,68,4441,2室1厅1厨1卫,低楼层 (共6层),57.13㎡,平层,暂无数据,板楼,南 北,未知,精装,混合结构,集中供暖,一梯三户,无,私产,2021-04-26,普通住宅,暂无数据,非共有,"117.148854,39.092476",南开,王顶堤,天津
南港小区东区,2022.02.20 成交,105.0,12569.0,106.0,7,0,2,1,197,2室1厅1厨1卫,低楼层 (共18层),83.54㎡,平层,暂无数据,板楼,南 北,2010,其他,混合结构,集中供暖,两梯四户,有,商品房,2022-02-14,普通住宅,满两年,非共有,"120.22281153325,35.976270266003",黄岛,薛家岛,青岛
中金澜庭,2021.04.18 成交,54.0,7842.0,55.0,27,2,1,1,419,2室1厅1厨1卫,中楼层 (共18层),68.23㎡,平层,暂无数据,板楼,南,2012,精装,钢混结构,集中供暖,一梯三户,暂无数据,商品房,2021-03-23,普通住宅,暂无数据,非共有,"123.445664,41.935418",沈北新区,道义,沈阳
绿地海湾德海苑,2021.04.22 成交,155.0,12483.0,158.0,128,3,15,0,811,4室2厅1厨2卫,高楼层 (共27层),124.17㎡,平层,暂无数据,板塔结合,南 北,2019,其他,框架结构,暂无数据,一梯四户,暂无数据,商品房,2020-12-16,普通住宅,暂无数据,非共有,"121.22315598916,30.349771153239",杭州湾新区,杭州湾新区,宁波
好时光大厦,2022.03.19 成交,140.0,30508.0,152.0,367,6,10,3,2123,2室2厅1厨1卫,高楼层 (共12层),45.89㎡,复式,32㎡,板楼,南,2008,精装,钢混结构,暂无数据,四梯三十一户,有,商品房,2021-03-18,普通住宅,暂无数据,非共有,"121.85287233539,29.907807069309",北仑区,新碶,宁波
华通和平海岸芭萨香谷,2021.10.21 成交,42.0,5126.0,43.0,682,3,3,4,870,2室1厅1厨1卫,高楼层 (共11层),81.95㎡,平层,69.24㎡,塔楼,南 北,2012,精装,框架结构,集中供暖,一梯三户,有,商品房,2019-12-10,普通住宅,满五年,非共有,"121.15165571143,38.780553385052",旅顺口,旅顺开发区,大连
天鹅湖畔,2021.11.24 成交,85.0,6640.0,85.0,151,10,3,2,184,3室2厅1厨2卫,高楼层 (共18层),128.02㎡,平层,100.33㎡,塔楼,南 北,未知,毛坯,框架结构,自供暖,一梯两户,暂无数据,商品房,2021-06-26,普通住宅,暂无数据,非共有,"113.75879641333,34.424026307784",新郑市,新郑城区,郑州
壹品漫谷,2021.03.11 成交,214.0,19593.0,215.0,265,1,15,9,2983,2室2厅1厨1卫,高楼层 (共11层),108.97㎡,平层,92.58㎡,板楼,南 北,2008,精装,钢混结构,集中供暖,一梯三户,有,商品房,2020-06-20,普通住宅,满五年,非共有,"121.510541,38.887875",高新园区,凌水,大连
枫丹丽城,2021.05.26 成交,105.0,19049.0,105.0,1,0,1,0,347,1室1厅1厨1卫,中楼层 (共15层),54.86㎡,平层,暂无数据,板楼,南,2013,其他,钢混结构,集中供暖,两梯四户,有,商品房,2021-05-26,普通住宅,暂无数据,非共有,"121.617956,39.010153",甘井子,泉水美域盛景,大连
凤凰花园城静幽园,2021.10.23 成交,309.0,63398.0,330.0,89,4,29,20,1444,2室1厅1厨1卫,中楼层 (共7层),48.74㎡,平层,暂无数据,板楼,南 北,1995,简装,混合结构,暂无数据,一梯两户,无,商品房,2021-07-27,普通住宅,暂无数据,共有,"118.749242,32.048166",鼓楼,凤凰西街,南京
金海西湖美景,2021.03.04 成交,150.0,11470.0,155.0,257,4,17,36,4082,4室2厅1厨2卫,高楼层 (共11层),130.78㎡,复式,暂无数据,板塔结合,南 北,2007,简装,钢混结构,集中供暖,两梯六户,有,商品房,2020-06-20,普通住宅,暂无数据,共有,"113.58468,34.787717",高新,梧桐,郑州
镇江北路,2021.04.09 成交,192.0,26715.0,200.0,937,3,18,32,2785,2室1厅1厨1卫,低楼层 (共7层),71.87㎡,平层,暂无数据,板楼,南 北,1997,精装,混合结构,集中供暖,一梯两户,无,商品房,2018-09-16,普通住宅,满五年,非共有,"120.37429843218,36.095415767975",市北,海泊河,青岛
久久思达一期,2021.05.30 成交,209.0,17326.0,215.0,2,0,4,1,315,3室2厅1厨2卫,中楼层 (共6层),120.63㎡,平层,暂无数据,板楼,南 北,未知,精装,砖混结构,集中供暖,一梯两户,无,商品房,2021-05-28,普通住宅,满五年,非共有,"113.637968,34.763789",二七,河医立交桥,郑州
瀚宇天悦湾,2022.03.06 成交,65.0,7189.0,66.0,21,3,14,2,1054,2室2厅1厨1卫,中楼层 (共32层),89.73㎡,平层,暂无数据,塔楼,南 北,未知,精装,钢混结构,集中供暖,两梯四户,有,商品房,2022-02-13,普通住宅,满两年,非共有,"113.38017403244,34.787440800522",荥阳市,荥阳城区,郑州
园荫北里,2021.12.13 成交,147.0,23845.0,149.5,54,7,28,62,3192,2室1厅1厨1卫,中楼层 (共7层),61.65㎡,平层,暂无数据,板楼,南 北,未知,简装,钢混结构,集中供暖,一梯两户,无,商品房,2021-10-20,普通住宅,满五年,非共有,"117.150721,39.09803",南开,王顶堤,天津
南头窑大楼,2021.11.09 成交,107.0,19141.0,109.0,1022,16,47,51,9928,2室1厅1厨1卫,中楼层 (共6层),55.64㎡,平层,42.4㎡,板楼,南 北,未知,简装,混合结构,集中供暖,一梯四户,无,商品房,2019-01-22,普通住宅,暂无数据,非共有,"117.168106,39.15062",红桥,铃铛阁,天津
五二三厂,2021.04.02 成交,33.0,11923.0,33.0,203,3,8,10,3448,1室1厅1厨1卫,中楼层 (共4层),27.51㎡,平层,暂无数据,暂无数据,南,1995,简装,未知结构,暂无数据,一梯十四户,无,商品房,2020-09-12,普通住宅,满两年,共有,"121.66142,38.99364",甘井子,甘井子,大连
龙湖悠山郡,2021.06.14 成交,133.0,14944.0,135.0,224,0,13,30,3832,3室1厅1厨1卫,高楼层 (共18层),89㎡,平层,暂无数据,板塔结合,南 北,2015,精装,钢混结构,集中供暖,两梯五户,有,商品房,2020-11-03,普通住宅,暂无数据,非共有,"120.438135,36.32665",城阳,城阳立交,青岛
法兰原著,2021.09.04 成交,116.0,9731.0,116.0,245,5,40,2,1345,3室2厅1厨2卫,高楼层 (共18层),118.7㎡,平层,暂无数据,板楼,南 北,未知,毛坯,钢混结构,自供暖,两梯三户,有,商品房,2021-01-02,普通住宅,暂无数据,非共有,"113.72112414812,34.608588518537",新郑市,南龙湖商圈,郑州
晏公庙54号,2021.11.10 成交,165.0,32233.0,165.0,38,0,3,0,207,2室1厅1厨1卫,低楼层 (共6层),51.19㎡,暂无数据,暂无数据,板楼,南 北,1990,其他,砖混结构,暂无数据,一梯两户,无,商品房,2021-10-04,普通住宅,暂无数据,共有,"118.870852,32.041013",玄武,孝陵卫,南京
万科未来城,2021.10.10 成交,223.0,24908.0,230.0,10,2,6,5,551,3室2厅1厨1卫,高楼层 (共21层),89.53㎡,平层,暂无数据,板塔结合,南 北,未知,精装,框架结构,集中供暖,两梯四户,有,商品房,2021-09-30,普通住宅,满两年,非共有,"120.37669741858,36.151483696812",市北,沙岭庄,青岛
惠金佳园,2021.04.24 成交,10.0,7314.0,9.5,154,0,3,0,2106,车位,地下室,12.99㎡,暂无数据,暂无数据,塔楼,西,2012,毛坯,钢混结构,暂无数据,暂无数据,有,商品房,2020-11-21,车库,满五年,非共有,"121.831029,29.925119",北仑区,新碶,宁波
峙山庄园,2021.06.17 成交,178.0,13176.0,180.0,102,0,3,2,1829,3室2厅1厨2卫,高楼层 (共26层),135.1㎡,平层,103.08㎡,板塔结合,南,未知,精装,钢混结构,暂无数据,两梯两户,有,商品房,2021-03-07,普通住宅,满两年,非共有,"121.23660860625,30.153098076008",慈溪市,慈溪其他,宁波
福园,2021.12.07 成交,104.0,26370.0,118.0,47,3,4,22,1772,1室1厅1厨1卫,高楼层 (共6层),39.44㎡,平层,33.27㎡,板楼,南 北,1995,精装,砖混结构,暂无数据,一梯两户,无,房改房,2021-10-22,普通住宅,满五年,非共有,"118.75589605876,32.035791269839",建邺,湖西街,南京
卫岗26号小区,2021.01.28 成交,192.0,29078.0,198.0,292,1,21,28,4377,3室1厅1厨1卫,中楼层 (共7层),66.03㎡,平层,暂无数据,板塔结合,南,1994,其他,钢混结构,暂无数据,一梯两户,无,商品房,2020-04-12,普通住宅,暂无数据,共有,"118.8512441762,32.044042171583",玄武,卫岗,南京
西韩新苑,2021.06.07 成交,136.0,19324.0,138.0,2,1,4,2,280,1室1厅1厨1卫,低楼层 (共16层),70.38㎡,平层,暂无数据,板楼,南,2011,简装,钢混结构,集中供暖,十梯三户,有,商品房,2021-06-06,普通住宅,满两年,非共有,"120.43135,36.131796",崂山,西韩,青岛
树德楼,2021.10.30 成交,164.0,92845.0,168.0,48,4,2,12,603,1室0厅1厨0卫,高楼层 (共5层),17.61㎡,平层,暂无数据,板楼,南,未知,毛坯,混合结构,集中供暖,一梯一户,无,公产房,2021-09-13,普通住宅,暂无数据,非共有,"117.193207,39.119563",和平,南营门街,天津
南十二道街,2021.03.14 成交,33.0,6906.0,35.0,511,4,4,6,1137,2室1厅1厨1卫,中楼层 (共8层),47.5㎡,平层,暂无数据,板楼,西,1998,精装,钢混结构,暂无数据,一梯四户,无,商品房,2019-10-21,普通住宅,暂无数据,非共有,"126.65908,45.791285",道外,阿拉伯广场,哈尔滨
海信阳光里二期,2022.03.01 成交,145.0,16405.0,148.0,335,8,13,19,2305,2室1厅1厨1卫,中楼层 (共31层),88.39㎡,平层,暂无数据,板楼,南 北,2016,精装,钢混结构,自供暖,两梯五户,有,商品房,2021-04-01,普通住宅,满两年,共有,"120.241339,35.970075",黄岛,安子片区,青岛
中铁华胥美邦,2021.05.20 成交,121.0,14442.0,125.0,33,1,11,10,2048,2室2厅1厨1卫,高楼层 (共17层),83.65㎡,平层,64.98㎡,板楼,南 北,2012,精装,钢混结构,集中供暖,两梯四户,有,商品房,2021-04-18,普通住宅,满两年,非共有,"120.425558,36.236266",城阳,流亭,青岛
铁路新村,2021.08.21 成交,54.0,8533.0,59.0,7,0,1,3,277,2室1厅1厨1卫,中楼层 (共7层),62.35㎡,暂无数据,54.36㎡,板楼,南,1996,简装,砖混结构,自供暖,一梯三户,无,商品房,2021-08-15,普通住宅,暂无数据,非共有,"113.70045891943,34.741594655729",管城回族区,凤凰路,郑州
远洋时代城四期,2021.03.21 成交,67.0,8722.0,67.9,185,1,88,20,3819,2室1厅1厨1卫,中楼层 (共22层),76.82㎡,平层,暂无数据,板楼,南,2014,毛坯,钢混结构,集中供暖,两梯四户,有,商品房,2020-09-18,普通住宅,满两年,非共有,"121.832834,39.102898",开发区,高城山,大连
银城街,2022.01.22 成交,288.0,52137.0,290.0,135,8,30,15,1374,2室1厅1厨1卫,中楼层 (共7层),55.24㎡,平层,47.43㎡,板楼,南,1999,简装,混合结构,暂无数据,一梯两户,无,商品房,2021-09-09,普通住宅,满五年,非共有,"118.743347,32.058504",鼓楼,龙江,南京
